"Time","adservice-66cdf5d799-qjcz9","cartservice-594d56988-6zw54","checkoutservice-678cdcb74b-gxdhc","currencyservice-65f5c47df6-57ktd","emailservice-57d8c6575f-l28zv","frontend-6b49fbfbff-tr2t9","loadgenerator-7c6fb64488-6n4d7","loadgenerator-7c6fb64488-87k5l","paymentservice-dc6c9d6c6-4g7p8","productcatalogservice-5f999d9577-bdqw2","recommendationservice-6d849b6d76-kkqwm","redis-cart-855b76d469-tvvt6","shippingservice-5cb69d4cbd-khvz6"
2024-06-12 11:06:18,997,2917,1755,4138,463,73948,5225,3885,304,15995,2058,604,770
2024-06-12 11:06:20,997,2917,1755,4138,463,73948,5335,3845,314,15995,2058,604,770
2024-06-12 11:06:22,1019,3004,1755,5357,471,73948,5446,3806,314,19817,2058,612,1005
2024-06-12 11:06:24,1026,3101,1755,5576,471,73948,5557,4011,314,19817,2106,608,1005
2024-06-12 11:06:26,1025,3101,2503,5576,471,90769,6455,3969,314,19817,2120,935,1005
2024-06-12 11:06:28,1486,3101,2503,5576,471,90769,6581,3927,305,19817,2759,935,1039
2024-06-12 11:06:30,1486,3101,2503,5576,471,90769,6707,3885,303,19817,2759,935,1039
2024-06-12 11:06:32,1486,3101,2640,5576,471,93305,6833,3843,377,23419,2759,935,1039
2024-06-12 11:06:34,1486,4005,2640,5576,521,93954,6959,3801,377,24645,2759,935,1039
2024-06-12 11:06:36,1486,4005,2640,7177,521,97312,7085,3995,383,24645,2759,960,1245
2024-06-12 11:06:38,1486,4005,3238,7177,521,117263,7211,4190,383,24645,2759,1184,1245
2024-06-12 11:06:40,1486,4154,3238,7177,533,117263,7337,4143,383,24645,2759,1222,1291
2024-06-12 11:06:42,1558,4154,3238,7177,533,117263,6872,4095,383,24645,3440,1222,1291
2024-06-12 11:06:44,1507,4154,3238,7177,533,117263,6872,4048,383,24645,3440,1222,1291
2024-06-12 11:06:46,2028,4154,3238,7177,533,117263,8932,4000,440,24645,3440,1222,1432
2024-06-12 11:06:48,2028,4154,3418,7177,533,117263,9078,3953,440,24573,3440,1222,1432
2024-06-12 11:06:50,2028,4311,3418,7177,582,117263,9223,3905,440,25212,3440,1222,1432
2024-06-12 11:06:52,2028,4159,3418,7177,582,145384,9369,3858,440,33704,3440,1222,1461
2024-06-12 11:06:54,2028,5521,4184,7244,582,146393,9515,984,440,33704,3440,1185,1509
2024-06-12 11:06:56,2125,5521,4184,9038,597,151238,10443,971,440,33704,3586,1553,1509
2024-06-12 11:06:58,2125,5521,4184,9038,597,151238,10601,959,440,33704,3479,1601,1509
2024-06-12 11:07:00,2476,5521,4184,9038,597,151238,10758,947,457,33704,4366,1601,1509
2024-06-12 11:07:02,2476,5701,4184,9038,648,151238,10916,935,442,33704,4366,1601,1463
2024-06-12 11:07:04,2476,5884,4323,9038,648,151238,11074,922,540,38779,4366,1601,1453
2024-06-12 11:07:06,2476,5884,4477,9488,648,178167,11232,910,540,40423,4366,1601,1847
2024-06-12 11:07:08,2476,5884,5267,9488,648,178167,11389,898,540,40423,4366,1601,1847
2024-06-12 11:07:10,2565,5884,5267,9488,664,178167,12506,892,540,40423,4561,1601,1916
2024-06-12 11:07:12,2565,6907,5267,9183,664,186674,12676,880,540,40423,4561,1550,1916
2024-06-12 11:07:14,2565,6907,5267,10904,664,186674,12847,868,540,40423,4561,2023,1916
2024-06-12 11:07:16,2479,6907,5267,10904,664,207013,13018,855,549,40423,4416,2023,2094
2024-06-12 11:07:18,3036,6907,5267,10904,720,207013,13189,843,553,47936,4386,2023,2094
2024-06-12 11:07:20,3036,7272,5866,11241,720,207013,14120,850,641,47936,5429,2023,2094
2024-06-12 11:07:22,3139,7996,6154,11654,720,207013,14301,837,641,47936,5694,2023,2192
2024-06-12 11:07:24,3139,7996,6154,11654,738,207013,14481,824,641,47936,5694,2023,2192
2024-06-12 11:07:26,3139,7996,6154,12516,738,214709,14662,812,641,47936,5694,2023,2192
2024-06-12 11:07:28,3139,7996,6154,12516,738,214709,14842,799,641,47936,5694,2317,2192
2024-06-12 11:07:30,3139,7996,6154,12516,771,214709,15023,787,641,47936,5694,2333,2192
2024-06-12 11:07:32,3337,7996,6154,12516,771,208064,15203,774,641,55671,5694,2407,2404
2024-06-12 11:07:34,3713,8350,6154,12516,771,248676,15384,762,641,55671,5694,2407,2404
2024-06-12 11:07:36,3713,8350,6877,12516,773,263328,14749,757,663,55671,5512,2407,2500
2024-06-12 11:07:38,3713,8350,7220,12516,799,263328,14749,744,721,55671,5647,2407,2500
2024-06-12 11:07:40,3713,9332,7220,13175,799,263328,17468,732,721,55671,6971,2607,2500
2024-06-12 11:07:42,3713,9332,7220,12719,799,263328,17666,719,721,55671,6971,2607,2500
2024-06-12 11:07:44,3713,9332,7220,14640,799,263328,17864,706,721,57444,6971,2607,2681
2024-06-12 11:07:46,3713,9332,7220,14640,799,263328,18062,693,721,59225,6971,2607,2681
2024-06-12 11:07:48,3713,9765,7220,14640,771,263328,18260,681,756,57212,6971,2725,2741
2024-06-12 11:07:50,3878,9765,7824,14640,865,292320,18458,668,777,66245,7377,2725,2841
2024-06-12 11:07:52,4298,9765,8061,14640,865,306933,18656,669,777,66245,7377,2725,2841
2024-06-12 11:07:54,4298,10466,8328,15128,892,306933,19928,656,777,66245,7377,2725,2841
2024-06-12 11:07:56,4298,10466,8328,15233,892,306933,20137,643,777,66245,7727,2971,2841
2024-06-12 11:07:58,4298,10466,8328,15710,892,306933,20346,630,777,66245,7727,2971,2998
2024-06-12 11:08:00,4298,11112,8728,15190,892,306933,20556,617,813,66245,7727,3117,2998
2024-06-12 11:08:02,4487,11112,8728,15085,892,306933,20765,604,813,74608,7727,3117,2998
2024-06-12 11:08:04,4692,11112,8728,17153,927,298000,20974,678,813,74608,7727,3117,2998
2024-06-12 11:08:06,4692,11112,8728,17153,927,350503,21183,663,784,74608,7478,3117,3110
2024-06-12 11:08:08,4692,11112,8728,17153,954,350503,21393,648,857,74608,7427,3282,3110
2024-06-12 11:08:10,4692,11853,9132,17153,954,350503,20667,633,857,74608,8872,3282,3110
2024-06-12 11:08:12,4692,11853,9132,17153,954,350503,23154,618,857,74608,8872,3282,3110
2024-06-12 11:08:14,4970,11853,9132,17836,954,350503,23376,604,872,74608,8872,3418,3014
2024-06-12 11:08:16,4970,11853,8854,17836,954,350503,23598,589,905,74608,8872,3418,2993
2024-06-12 11:08:18,4970,12339,8793,17836,954,367915,23820,574,905,76549,8872,3607,3511
2024-06-12 11:08:20,4970,12339,10016,17232,963,395179,24042,478,905,85037,8872,3607,3511
2024-06-12 11:08:22,4802,12339,10016,19102,961,395179,24264,544,948,85037,8872,3607,3511
2024-06-12 11:08:24,5285,12339,10507,19809,1064,395179,24487,529,948,85037,9224,3607,3511
2024-06-12 11:08:26,5285,13258,10507,19809,1064,395179,25764,514,948,85037,8918,3739,3511
2024-06-12 11:08:28,5285,13258,10507,19809,1064,395179,25995,499,948,85037,8856,3739,3511
2024-06-12 11:08:30,5446,13940,10507,19809,1064,395179,26227,484,948,85037,10020,3739,3666
2024-06-12 11:08:32,5639,13940,10507,19809,1064,409836,26458,469,948,85037,10020,3739,3666
2024-06-12 11:08:34,5639,13940,10507,20745,1064,409836,26690,455,1033,89199,10020,3739,3755
2024-06-12 11:08:36,5639,13940,10165,21537,1064,409836,26922,440,1033,94667,10629,4195,3782
2024-06-12 11:08:38,5639,13940,11851,21537,1101,440367,27153,425,1033,94667,10629,4195,3905
2024-06-12 11:08:40,5456,13940,11851,21537,1164,440367,27385,404,1033,94667,11111,4195,3905
2024-06-12 11:08:42,5950,14752,11851,21537,1164,465806,29107,390,1033,94667,11111,4195,3905
2024-06-12 11:08:44,5950,15370,11851,21537,1164,465806,29351,375,1033,94667,11111,4195,3905
2024-06-12 11:08:46,5950,15370,11851,22763,1164,465806,29595,360,1033,102430,11111,4195,3790
2024-06-12 11:08:48,5950,15370,12232,22763,1164,465806,29839,345,1033,102430,11111,4195,3764
2024-06-12 11:08:50,6168,15370,12792,22763,1164,465806,30083,331,1018,102430,11111,4195,4109
2024-06-12 11:08:52,6168,15370,13191,22000,1216,465806,30327,316,1157,102430,11431,4606,4109
2024-06-12 11:08:54,6168,15865,13191,23917,1258,492558,31472,301,1157,102430,11808,4638,4254
2024-06-12 11:08:56,6168,16352,13191,23917,1258,492558,31723,207,1157,102430,11808,4787,4254
2024-06-12 11:08:58,6168,16988,13191,23917,1258,519685,31975,258,1157,109395,12523,4787,4254
2024-06-12 11:09:00,6848,16988,13627,23917,1258,519685,32226,244,1157,110153,12523,4787,4370
2024-06-12 11:09:02,6848,16988,13627,25225,1258,519685,32477,229,1157,113624,12523,4787,4370
2024-06-12 11:09:04,6848,17437,13627,25225,1258,536866,32729,215,1157,113624,12523,4929,4485
2024-06-12 11:09:06,6848,17437,13627,25225,1258,536866,32980,201,1157,113624,12523,4929,4643
2024-06-12 11:09:08,6848,17437,14111,25225,1292,536866,33231,187,1121,113624,12523,4929,4643
2024-06-12 11:09:10,6848,17437,14111,25225,1330,536866,32194,173,1151,117098,13227,4929,4643
2024-06-12 11:09:12,6848,17437,14111,26150,1330,536866,35163,158,1237,117098,13227,5224,4705
2024-06-12 11:09:14,6848,17437,14433,26150,1330,565081,35425,,1237,117098,13227,5224,4705
2024-06-12 11:09:16,6848,18423,14433,26150,1330,565081,35687,,1237,117098,12748,5224,4705
2024-06-12 11:09:18,7445,18423,15104,27685,1330,565081,35949,,1237,123553,13849,5072,4705
2024-06-12 11:09:20,7445,18818,15104,27685,1352,586632,36211,,1268,123553,13849,5037,4705
2024-06-12 11:09:22,7445,18818,15104,28152,1402,586632,36473,,1313,126345,13849,5414,4830
2024-06-12 11:09:24,7445,18818,15104,28152,1430,586632,36735,,1313,126345,13849,5414,4877
2024-06-12 11:09:26,7445,18818,15104,28152,1430,586632,37997,,1313,126345,14471,5414,5026
2024-06-12 11:09:28,7481,18818,15294,28152,1430,621955,38266,,1313,126345,14663,5646,5026
2024-06-12 11:09:30,7481,18818,16051,28152,1430,621955,38535,,1313,126345,14663,5646,5026
2024-06-12 11:09:32,7481,19465,16051,28152,1430,621955,38804,,1313,133198,14663,5742,5026
2024-06-12 11:09:34,7930,20472,16051,29395,1430,636796,39073,,1313,133198,14663,5742,5026
2024-06-12 11:09:36,7930,20472,16051,29395,1442,636796,39342,,1313,129198,14663,5742,5026
2024-06-12 11:09:38,7985,20472,16051,29395,1442,636796,39611,,1365,128310,15379,5742,5069
2024-06-12 11:09:40,7985,20472,16051,30017,1515,636796,39880,,1315,136506,15379,5945,5259
2024-06-12 11:09:42,7985,20472,16051,30017,1515,636796,41195,,1379,136506,15379,5945,5259
2024-06-12 11:09:44,7985,20472,16051,30017,1515,655771,41487,,1379,136506,15749,5945,5259
2024-06-12 11:09:46,7985,20472,17163,31945,1515,678780,41773,,1379,136506,15749,6046,5259
2024-06-12 11:09:48,7985,20472,17163,31945,1515,692489,42058,,1379,142014,15749,6046,5259
2024-06-12 11:09:50,7985,19800,17163,31945,1515,692489,42344,,1436,142014,15749,6367,5259
2024-06-12 11:09:52,8371,21588,17163,31945,1515,692489,42630,,1436,142014,16404,6367,5480
2024-06-12 11:09:54,8401,21588,17163,32270,1540,692489,42881,,1436,137896,16404,6367,5516
2024-06-12 11:09:56,8401,21588,17163,32270,1554,692489,43325,,1436,136949,16404,6367,5516
2024-06-12 11:09:58,8401,21588,17942,32270,1565,692489,44316,,1438,152241,16655,6367,5516
2024-06-12 11:10:00,8401,21588,18067,32270,1618,700385,44623,,1438,152241,16655,6367,5516
2024-06-12 11:10:02,8401,22025,18067,32270,1618,723186,44930,,1438,152241,16655,6436,5516
2024-06-12 11:10:04,8401,22831,18067,33427,1618,723186,45237,,1465,152241,17329,6436,5596
2024-06-12 11:10:06,8768,22831,18067,33427,1618,723186,45544,,1512,152241,17329,6753,5792
2024-06-12 11:10:08,8768,22085,18067,33725,1618,723186,45851,,1512,152241,17427,6753,5792
2024-06-12 11:10:10,8836,23046,18067,33725,1636,733142,46039,,1512,153705,17427,6753,5788
2024-06-12 11:10:12,8836,23046,18348,33725,1636,740884,46888,,1512,158218,17427,6753,5788
2024-06-12 11:10:14,8836,23046,18476,33725,1636,746023,47642,,1512,158218,17427,6755,5788
2024-06-12 11:10:16,8836,23046,19075,33725,1676,770938,47966,,1498,158218,17427,6755,5788
2024-06-12 11:10:18,8836,23046,18386,34723,1676,770938,48289,,1498,158218,17959,6755,5788
2024-06-12 11:10:20,9201,23046,18573,34723,1676,756080,48546,,1498,158218,17959,6755,5788
2024-06-12 11:10:22,8849,23803,18573,34723,1676,756080,48546,,1543,158218,17959,6755,5805
2024-06-12 11:10:24,8849,22815,18573,33424,1676,756080,47027,,1543,152972,17959,6669,5982
2024-06-12 11:10:26,8849,22815,18573,33424,1676,756080,47027,,1543,158142,17217,6669,5790
2024-06-12 11:10:28,8849,22815,18573,33424,1610,756080,48090,,1543,158142,17217,6669,5750
2024-06-12 11:10:30,8849,22815,18573,33424,1644,756080,48090,,1487,158142,17654,6669,5673
2024-06-12 11:10:32,8849,22815,18726,33424,1644,752794,48090,,1487,158142,17654,6669,5673
2024-06-12 11:10:34,8849,23530,18726,33485,1644,752794,48090,,1487,155715,17654,6694,5673
2024-06-12 11:10:36,8849,23184,18726,33485,1644,752794,48090,,1487,155715,17654,6928,5673
2024-06-12 11:10:38,9056,23184,18726,33485,1644,752794,49004,,1514,155715,17654,6791,5673
2024-06-12 11:10:40,8896,23184,18726,33485,1644,752794,49004,,1514,155715,17654,6791,5789
2024-06-12 11:10:42,8896,23184,18726,33485,1632,750690,49004,,1514,159313,17939,6791,5789
2024-06-12 11:10:44,8896,23184,18704,33485,1675,755884,49004,,1514,159313,17939,6791,5789
2024-06-12 11:10:46,8896,23184,18704,32869,1675,773350,49004,,1511,159313,17939,6791,5806
2024-06-12 11:10:48,8896,23184,18446,34009,1675,773350,49004,,1511,159313,17939,6791,5806
2024-06-12 11:10:50,8896,23184,18574,34009,1675,773350,49182,,1532,154018,17939,6791,5806
2024-06-12 11:10:52,9064,23780,19220,34009,1675,773350,49182,,1532,152956,17939,6923,5881
2024-06-12 11:10:54,9088,23780,19220,34009,1675,773350,48750,,1532,158127,17939,6923,5881
2024-06-12 11:10:56,9088,23780,19245,34009,1675,773350,49087,,1532,163235,17939,6923,5881
2024-06-12 11:10:58,9088,23780,19245,34228,1684,773350,50586,,1532,163235,18373,6923,5881
2024-06-12 11:11:00,9088,23780,19245,34228,1684,788330,50586,,1532,163235,18373,6923,5881
2024-06-12 11:11:02,9088,23780,19245,34228,1712,762969,50586,,1540,163235,18373,6923,5949
2024-06-12 11:11:04,9088,23780,19245,34686,1712,757713,50586,,1551,163235,18373,6992,5949
2024-06-12 11:11:06,9126,24080,19245,34686,1712,793706,51466,,1551,163235,18373,6865,6011
2024-06-12 11:11:08,9126,24272,18930,34686,1712,793706,51466,,1551,163235,18373,6913,6011
2024-06-12 11:11:10,9226,24272,18980,34686,1712,793706,51466,,1551,165332,18373,7127,6011
2024-06-12 11:11:12,9226,24272,18849,35039,1718,793706,51466,,1512,167303,18693,7127,6011
2024-06-12 11:11:14,9226,24272,19523,35039,1718,793706,52269,,1568,167303,18075,7127,6011
2024-06-12 11:11:16,9226,24272,19523,35039,1718,804026,52269,,1566,167303,18902,7127,6011
2024-06-12 11:11:18,9189,24770,19523,35039,1732,804026,52787,,1566,167303,18902,7127,5988
2024-06-12 11:11:20,9189,24770,19523,35039,1732,810492,52787,,1566,168851,18902,6910,5988
2024-06-12 11:11:22,9189,24770,19523,35415,1732,810492,52787,,1566,170368,18902,7145,6021
2024-06-12 11:11:24,9189,24770,19523,35600,1743,810492,52787,,1566,170368,18902,7145,6021
2024-06-12 11:11:26,9189,24770,19692,35600,1743,818976,51789,,1566,170368,18902,7215,6021
2024-06-12 11:11:28,8915,24868,19692,35600,1743,818976,52148,,1560,170368,19160,7215,6021
2024-06-12 11:11:30,9204,24868,19035,35600,1743,818976,53883,,1560,170368,19160,7215,6021
2024-06-12 11:11:32,9204,24868,18903,35600,1743,818976,53883,,1573,165772,19340,7215,6021
2024-06-12 11:11:34,8884,24021,19718,35600,1762,818976,54359,,1573,166924,19340,7215,6019
2024-06-12 11:11:36,9190,24188,19718,34577,1762,829166,54359,,1573,167563,19340,7233,6046
2024-06-12 11:11:38,9190,25073,19793,34817,1762,837964,54359,,1573,174054,19340,7056,6046
2024-06-12 11:11:40,9190,25073,19793,36208,1762,837964,54359,,1573,174054,19340,7299,6046
2024-06-12 11:11:42,9190,25073,19793,36208,1770,837964,54359,,1565,174054,19515,7299,6046
2024-06-12 11:11:44,9190,25166,19793,36208,1770,837964,54359,,1565,174054,19515,7299,6046
2024-06-12 11:11:46,9163,25166,19793,36208,1770,837964,54795,,1552,174054,19660,7299,5767
2024-06-12 11:11:48,9163,25166,19793,36208,1770,837964,55230,,1552,174054,19660,7299,5787
2024-06-12 11:11:50,9177,25166,19139,36208,1770,837964,55230,,1552,174054,19660,7349,5984
2024-06-12 11:11:52,9177,25166,19797,36208,1770,819201,55230,,1552,175000,19660,7349,5984
2024-06-12 11:11:54,9177,24468,19815,36208,1770,813560,55230,,1552,176507,19660,7349,5984
2024-06-12 11:11:56,9177,25246,19815,34214,1770,857956,55707,,1552,176507,19660,7115,5984
2024-06-12 11:11:58,9177,24506,19815,35129,1770,857956,55707,,1551,176507,19660,7164,5984
2024-06-12 11:12:00,8830,24338,19815,36655,1773,857956,56027,,1551,176507,19075,7381,5974
2024-06-12 11:12:02,9132,25348,19815,36655,1775,857956,56027,,1551,176507,19870,7381,5974
2024-06-12 11:12:04,9132,25348,19816,36655,1775,857956,56027,,1537,177273,19870,7381,5974
2024-06-12 11:12:06,9132,25348,19816,36655,1775,862914,56027,,1537,178044,19870,7381,5937
2024-06-12 11:12:08,8814,25348,19747,36655,1775,862914,56027,,1537,178044,19870,7381,5937
2024-06-12 11:12:10,9137,25348,19747,36821,1777,862914,56396,,1537,178044,19870,7381,5937
2024-06-12 11:12:12,9137,25382,19747,36821,1777,834149,56594,,1527,178044,19870,7381,5937
2024-06-12 11:12:14,9137,25382,19747,36941,1777,868931,56594,,1527,178044,19870,7390,5937
2024-06-12 11:12:16,9137,25382,19739,36941,1777,845026,56594,,1527,178044,19870,7390,5916
2024-06-12 11:12:18,9072,25382,19739,36941,1790,873374,56594,,1527,178541,19201,7184,5700
2024-06-12 11:12:20,9072,25382,19785,36941,1790,873374,54735,,1521,178541,19252,7134,5893
2024-06-12 11:12:22,9072,24565,19785,36941,1790,873374,55114,,1521,179098,19970,7085,5893
2024-06-12 11:12:24,9001,25402,19785,36941,1771,873374,56974,,1521,179098,19970,7406,5893
2024-06-12 11:12:26,9001,25402,19785,35425,1771,885577,56974,,1521,179098,19970,7406,5893
2024-06-12 11:12:28,9001,25200,19785,36537,1771,885577,55040,,1521,179098,19970,7393,5893
2024-06-12 11:12:30,9001,25200,19785,36537,1701,885577,54660,,1484,179098,19436,7393,5893
2024-06-12 11:12:32,9001,25200,19099,36537,1713,885577,58773,,1484,173891,19436,7393,5857
2024-06-12 11:12:34,8601,25200,19445,36537,1769,888424,58773,,1484,179564,19436,7393,5686
2024-06-12 11:12:36,8907,25200,19389,35177,1769,894156,58773,,1484,172056,19436,7322,5686
2024-06-12 11:12:38,8907,25200,19389,35177,1769,894156,58773,,1476,172056,19436,7322,5686
2024-06-12 11:12:40,8633,25263,19389,35177,1769,894156,59165,,1476,172056,19472,7340,5686
2024-06-12 11:12:42,8573,25263,19389,35177,1679,894156,59165,,1476,172056,18730,7340,5686
2024-06-12 11:12:44,8334,24514,19389,33767,1679,894156,59165,,1408,172056,18730,7340,5661
2024-06-12 11:12:46,8334,24345,19389,34001,1679,894156,59165,,1408,172056,18730,7340,5661
2024-06-12 11:12:48,8334,24962,19389,35042,1679,894156,57177,,1354,172056,18730,7340,5661
2024-06-12 11:12:50,8334,24962,19126,35042,1683,897929,60590,,1403,169296,18037,7304,5516
2024-06-12 11:12:52,8285,24962,19126,33998,1683,870582,60590,,1403,169296,18713,7304,5516
2024-06-12 11:12:54,8285,24952,19126,33764,1683,862741,58941,,1403,169296,18610,7304,5516
2024-06-12 11:12:56,8285,24952,19126,34088,1683,862741,61004,,1371,169296,18610,7312,5516
2024-06-12 11:12:58,8285,24952,19126,34088,1650,862741,61004,,1371,169296,18610,7312,5231
2024-06-12 11:13:00,8055,24952,17780,34088,1650,862741,60130,,1371,169296,18610,7312,5267
2024-06-12 11:13:02,8055,24952,17903,34088,1650,862741,60130,,1371,163356,18610,7312,5444
2024-06-12 11:13:04,7647,24164,18482,32739,1565,862741,60130,,1371,168573,18610,7312,5444
2024-06-12 11:13:06,7926,24184,18482,33827,1576,859837,60130,,1371,163459,18610,7079,5291
2024-06-12 11:13:08,7926,24184,18482,33827,1627,859837,60130,,1313,162335,18610,6989,5291
2024-06-12 11:13:10,7926,23908,18482,32526,1627,834083,60130,,1313,162095,17126,6989,5291
2024-06-12 11:13:12,7926,23908,18482,32526,1573,833264,60268,,1313,162095,17601,6989,5291
2024-06-12 11:13:14,7605,23908,18482,32526,1573,833264,58207,,1313,162095,17601,6989,5291
2024-06-12 11:13:16,7605,23908,17907,32526,1573,833264,58207,,1313,162095,17601,6989,5291
2024-06-12 11:13:18,7605,23908,17688,32526,1573,833264,58207,,1313,162095,17601,6711,5083
2024-06-12 11:13:20,7605,23908,16603,32526,1573,799368,58207,,1313,160528,17601,6920,5083
2024-06-12 11:13:22,7605,23065,17167,32111,1573,826916,58207,,1286,160528,17601,6920,5083
2024-06-12 11:13:24,7400,22961,17167,32111,1536,826916,56965,,1244,156359,17601,6700,5083
2024-06-12 11:13:26,7400,22613,17167,31103,1510,826916,56705,,1264,156359,17601,6664,5083
2024-06-12 11:13:28,7302,22613,17167,30889,1510,800003,56705,,1264,156359,17601,6664,5083
2024-06-12 11:13:30,7302,22613,17167,31311,1510,800003,56705,,1264,156359,16771,6664,4765
2024-06-12 11:13:32,7302,22613,17167,31311,1510,800003,56705,,1264,156359,16932,6664,4939
2024-06-12 11:13:34,7302,22613,16582,29542,1510,800003,56705,,1173,155031,16932,6664,4932
2024-06-12 11:13:36,7302,22613,17029,29747,1510,800003,56705,,1213,153170,16932,6505,4932
2024-06-12 11:13:38,7302,22613,16726,30663,1510,789776,56705,,1213,153170,16932,6448,4932
2024-06-12 11:13:40,7302,21940,16726,30666,1481,789776,54981,,1213,153170,15968,6448,4932
2024-06-12 11:13:42,6856,21550,16726,30666,1486,789776,54457,,1232,153170,16515,6448,4932
2024-06-12 11:13:44,7164,22249,16726,30666,1486,763656,55598,,1232,153170,16515,6448,4932
2024-06-12 11:13:46,7164,22249,16726,30666,1486,758391,55598,,1232,151222,16533,6448,4932
2024-06-12 11:13:48,7164,22249,16726,30666,1486,780748,55598,,1232,151222,16533,6448,4932
2024-06-12 11:13:50,7164,22249,16393,30666,1486,780748,55598,,1232,151745,16533,6448,4679
2024-06-12 11:13:52,7164,22249,16585,30666,1507,780748,55598,,1143,151745,16533,6395,4646
2024-06-12 11:13:54,7164,21979,16585,29071,1483,773152,53498,,1151,151745,16533,6395,4972
2024-06-12 11:13:56,7164,21979,16585,29115,1483,773152,55223,,1189,151745,16533,6395,4972
2024-06-12 11:13:58,7164,21979,16585,28915,1483,773152,55223,,1223,149713,15471,6395,4972
2024-06-12 11:14:00,6925,22278,16359,30323,1483,774500,53391,,1223,149713,15579,6395,4922
2024-06-12 11:14:02,7149,22278,16359,30323,1483,774500,55206,,1223,149713,15562,6395,4922
2024-06-12 11:14:04,7149,22106,16359,30323,1483,764155,55206,,1223,149713,16389,6074,4922
2024-06-12 11:14:06,7149,22106,16359,30323,1483,764155,55206,,1223,145209,16389,6086,4922
2024-06-12 11:14:08,7149,22106,16710,30323,1459,764155,55206,,1223,152082,16389,6365,4922
