"Time","adservice-66cdf5d799-qjcz9","cartservice-594d56988-6zw54","checkoutservice-678cdcb74b-gxdhc","currencyservice-65f5c47df6-57ktd","emailservice-57d8c6575f-l28zv","frontend-6b49fbfbff-tr2t9","loadgenerator-7c6fb64488-87k5l","loadgenerator-7c6fb64488-z47zq","paymentservice-dc6c9d6c6-4g7p8","productcatalogservice-5f999d9577-bdqw2","recommendationservice-6d849b6d76-kkqwm","redis-cart-855b76d469-tvvt6","shippingservice-5cb69d4cbd-khvz6"
2024-06-07 12:40:38,0.00275,0.00880,0.00105,0.0349,0.00188,0.0106,0.0113,0.00331,0.00243,0.00344,0.00452,0.00257,0.000943
2024-06-07 12:40:40,0.00275,0.00880,0.00144,0.0349,0.00189,0.0106,0.0115,0.00328,0.00243,0.00444,0.00452,0.00257,0.000943
2024-06-07 12:40:42,0.00275,0.00880,0.00144,0.0349,0.00189,0.0138,0.0118,0.00325,0.00253,0.00444,0.00464,0.00257,0.000943
2024-06-07 12:40:44,0.00275,0.00880,0.00144,0.0401,0.00189,0.0144,0.0120,0.00296,0.00253,0.00444,0.00464,0.00257,0.000943
2024-06-07 12:40:46,0.00275,0.00880,0.00144,0.0407,0.00189,0.0144,0.0123,0.00310,0.00253,0.00444,0.00464,0.00257,0.00122
2024-06-07 12:40:48,0.00307,0.00880,0.00144,0.0422,0.00189,0.0144,0.0125,0.00307,0.00253,0.00444,0.00464,0.00257,0.00122
2024-06-07 12:40:50,0.00307,0.00880,0.00144,0.0422,0.00198,0.0144,0.0128,0.00303,0.00253,0.00444,0.00464,0.00260,0.00122
2024-06-07 12:40:52,0.00307,0.00880,0.00147,0.0422,0.00198,0.0144,0.0130,0.00300,0.00253,0.00553,0.00464,0.00252,0.00122
2024-06-07 12:40:54,0.00307,0.00887,0.00147,0.0422,0.00198,0.0175,0.0133,0.00297,0.00264,0.00578,0.00469,0.00274,0.00122
2024-06-07 12:40:56,0.00307,0.0122,0.00143,0.0422,0.00198,0.0175,0.0122,0.00294,0.00369,0.00578,0.00607,0.00274,0.00122
2024-06-07 12:40:58,0.00307,0.0122,0.00142,0.0497,0.00198,0.0183,0.0147,0.00291,0.00369,0.00578,0.00607,0.00274,0.00122
2024-06-07 12:41:00,0.00315,0.0122,0.00200,0.0497,0.00198,0.0183,0.0150,0.00288,0.00369,0.00578,0.00607,0.00274,0.00122
2024-06-07 12:41:02,0.00347,0.0122,0.00200,0.0497,0.00194,0.0183,0.0152,0.00284,0.00369,0.00578,0.00607,0.00274,0.00146
2024-06-07 12:41:04,0.00347,0.0122,0.00208,0.0497,0.00196,0.0183,0.0155,0.00280,0.00369,0.00578,0.00607,0.00274,0.00151
2024-06-07 12:41:06,0.00347,0.0122,0.00208,0.0522,0.00195,0.0183,0.0158,0.00277,0.00408,0.00578,0.00686,0.00274,0.00151
2024-06-07 12:41:08,0.00347,0.0122,0.00208,0.0522,0.00213,0.0183,0.0160,0.00274,0.00408,0.00581,0.00686,0.00276,0.00151
2024-06-07 12:41:10,0.00347,0.0145,0.00208,0.0522,0.00213,0.0239,0.0172,0.00270,0.00417,0.00780,0.00706,0.00287,0.00151
2024-06-07 12:41:12,0.00347,0.0145,0.00208,0.0522,0.00213,0.0239,0.0175,0.00267,0.00432,0.00780,0.00706,0.00287,0.00151
2024-06-07 12:41:14,0.00347,0.0145,0.00208,0.0522,0.00213,0.0239,0.0178,0.00264,0.00432,0.00780,0.00706,0.00287,0.00151
2024-06-07 12:41:16,0.00347,0.0145,0.00240,0.0610,0.00213,0.0239,0.0181,0.00261,0.00432,0.00780,0.00706,0.00287,0.00151
2024-06-07 12:41:18,0.00345,0.0145,0.00245,0.0610,0.00219,0.0239,0.0184,0.00258,0.00432,0.00815,0.00706,0.00287,0.00173
2024-06-07 12:41:20,0.00414,0.0145,0.00252,0.0634,0.00214,0.0252,0.0187,0.00255,0.00432,0.00815,0.00706,0.00287,0.00180
2024-06-07 12:41:22,0.00414,0.0145,0.00252,0.0634,0.00215,0.0252,0.0198,0.00252,0.00432,0.00815,0.00711,0.00287,0.00180
2024-06-07 12:41:24,0.00414,0.0145,0.00252,0.0634,0.00222,0.0252,0.0200,0.00248,0.00417,0.00815,0.00889,0.00291,0.00180
2024-06-07 12:41:26,0.00414,0.0152,0.00252,0.0634,0.00222,0.0244,0.0203,0.00245,0.00544,0.0101,0.00889,0.00291,0.00180
2024-06-07 12:41:28,0.00414,0.0146,0.00252,0.0634,0.00222,0.0314,0.0206,0.00221,0.00544,0.0101,0.00889,0.00280,0.00180
2024-06-07 12:41:30,0.00414,0.0176,0.00293,0.0720,0.00222,0.0314,0.0209,0.00234,0.00575,0.0101,0.00889,0.00309,0.00180
2024-06-07 12:41:32,0.00423,0.0176,0.00293,0.0725,0.00233,0.0314,0.0212,0.00231,0.00575,0.0107,0.00889,0.00309,0.00180
2024-06-07 12:41:34,0.00423,0.0176,0.00293,0.0749,0.00233,0.0314,0.0215,0.00228,0.00575,0.0107,0.00920,0.00309,0.00213
2024-06-07 12:41:36,0.00423,0.0176,0.00304,0.0749,0.00233,0.0332,0.0218,0.00225,0.00575,0.0107,0.00920,0.00309,0.00222
2024-06-07 12:41:38,0.00475,0.0176,0.00304,0.0749,0.00233,0.0332,0.0206,0.00222,0.00635,0.0107,0.00920,0.00309,0.00222
2024-06-07 12:41:40,0.00475,0.0184,0.00304,0.0749,0.00237,0.0332,0.0244,0.00219,0.00635,0.0123,0.0106,0.00309,0.00222
2024-06-07 12:41:42,0.00475,0.0203,0.00304,0.0749,0.00237,0.0332,0.0247,0.00216,0.00635,0.0123,0.0106,0.00315,0.00222
2024-06-07 12:41:44,0.00486,0.0203,0.00304,0.0749,0.00246,0.0332,0.0250,0.00213,0.00635,0.0123,0.0106,0.00315,0.00222
2024-06-07 12:41:46,0.00486,0.0203,0.00294,0.0815,0.00246,0.0321,0.0254,0.00210,0.00654,0.0123,0.0111,0.00315,0.00245
2024-06-07 12:41:48,0.00486,0.0203,0.00309,0.0815,0.00246,0.0401,0.0257,0.00208,0.00678,0.0128,0.0111,0.00333,0.00245
2024-06-07 12:41:50,0.00525,0.0203,0.00387,0.0849,0.00246,0.0401,0.0260,0.00205,0.00678,0.0128,0.0120,0.00333,0.00255
2024-06-07 12:41:52,0.00525,0.0203,0.00387,0.0849,0.00246,0.0425,0.0263,0.00202,0.00678,0.0128,0.0120,0.00333,0.00255
2024-06-07 12:41:54,0.00542,0.0217,0.00387,0.0849,0.00250,0.0425,0.0266,0.00199,0.00678,0.0128,0.0120,0.00333,0.00255
2024-06-07 12:41:56,0.00542,0.0228,0.00387,0.0849,0.00264,0.0425,0.0293,0.00195,0.00801,0.0128,0.0120,0.00333,0.00255
2024-06-07 12:41:58,0.00542,0.0228,0.00387,0.0849,0.00264,0.0425,0.0296,0.00189,0.00801,0.0149,0.0120,0.00330,0.00255
2024-06-07 12:42:00,0.00542,0.0228,0.00387,0.0901,0.00264,0.0425,0.0300,0.00186,0.00801,0.0153,0.0120,0.00353,0.00291
2024-06-07 12:42:02,0.00578,0.0228,0.00387,0.0943,0.00264,0.0466,0.0303,0.00183,0.00801,0.0154,0.0124,0.00353,0.00291
2024-06-07 12:42:04,0.00578,0.0228,0.00402,0.0943,0.00264,0.0466,0.0307,0.00180,0.00801,0.0159,0.0124,0.00353,0.00301
2024-06-07 12:42:06,0.00578,0.0228,0.00389,0.0943,0.00268,0.0466,0.0310,0.00177,0.00826,0.0159,0.0141,0.00353,0.00301
2024-06-07 12:42:08,0.00595,0.0228,0.00483,0.0943,0.00279,0.0480,0.0329,0.00174,0.00856,0.0159,0.0141,0.00353,0.00301
2024-06-07 12:42:10,0.00595,0.0247,0.00483,0.0943,0.00279,0.0496,0.0333,0.00171,0.00856,0.0159,0.0141,0.00353,0.00301
2024-06-07 12:42:12,0.00595,0.0258,0.00483,0.0943,0.00279,0.0496,0.0336,0.00168,0.00856,0.0178,0.0146,0.00364,0.00301
2024-06-07 12:42:14,0.00595,0.0258,0.00483,0.0943,0.00279,0.0496,0.0340,0.00165,0.00825,0.0178,0.0146,0.00364,0.00329
2024-06-07 12:42:16,0.00595,0.0258,0.00501,0.104,0.00279,0.0496,0.0344,0.00157,0.0101,0.0178,0.0146,0.00370,0.00347
2024-06-07 12:42:18,0.00575,0.0258,0.00501,0.104,0.00292,0.0479,0.0347,0.00154,0.0101,0.0178,0.0146,0.00370,0.00347
2024-06-07 12:42:20,0.00689,0.0258,0.00547,0.104,0.00294,0.0557,0.0351,0.00151,0.0101,0.0186,0.0146,0.00370,0.00347
2024-06-07 12:42:22,0.00689,0.0258,0.00547,0.104,0.00302,0.0557,0.0355,0.00148,0.0101,0.0186,0.0148,0.00370,0.00347
2024-06-07 12:42:24,0.00689,0.0258,0.00547,0.104,0.00302,0.0557,0.0341,0.00145,0.0101,0.0186,0.0171,0.00378,0.00347
2024-06-07 12:42:26,0.00689,0.0283,0.00547,0.104,0.00302,0.0574,0.0387,0.00142,0.0108,0.0186,0.0171,0.00378,0.00347
2024-06-07 12:42:28,0.00689,0.0285,0.00569,0.111,0.00302,0.0578,0.0391,0.00139,0.0108,0.0186,0.0171,0.00385,0.00379
2024-06-07 12:42:30,0.00689,0.0295,0.00569,0.111,0.00302,0.0597,0.0395,0.00136,0.0108,0.0207,0.0171,0.00385,0.00379
2024-06-07 12:42:32,0.00689,0.0295,0.00569,0.116,0.00319,0.0597,0.0399,0.00133,0.0108,0.0213,0.0171,0.00385,0.00379
2024-06-07 12:42:34,0.00689,0.0295,0.00640,0.116,0.00319,0.0644,0.0403,0.00132,0.0124,0.0220,0.0171,0.00397,0.00397
2024-06-07 12:42:36,0.00689,0.0295,0.00640,0.116,0.00327,0.0644,0.0407,0.00129,0.0124,0.0220,0.0185,0.00397,0.00397
2024-06-07 12:42:38,0.00774,0.0295,0.00640,0.116,0.00327,0.0644,0.0431,0.00126,0.0124,0.0220,0.0194,0.00397,0.00397
2024-06-07 12:42:40,0.00774,0.0295,0.00658,0.116,0.00327,0.0644,0.0435,0.00123,0.0124,0.0220,0.0194,0.00404,0.00397
2024-06-07 12:42:42,0.00774,0.0331,0.00678,0.116,0.00327,0.0644,0.0439,0.00120,0.0124,0.0220,0.0194,0.00404,0.00397
2024-06-07 12:42:44,0.00774,0.0331,0.00678,0.116,0.00327,0.0644,0.0443,0.00117,0.0129,0.0241,0.0194,0.00404,0.00385
2024-06-07 12:42:46,0.00774,0.0346,0.00678,0.123,0.00327,0.0679,0.0447,0.00114,0.0129,0.0241,0.0194,0.00415,0.00448
2024-06-07 12:42:48,0.00774,0.0346,0.00740,0.127,0.00317,0.0679,0.0469,0.00111,0.0129,0.0241,0.0194,0.00415,0.00472
2024-06-07 12:42:50,0.00797,0.0346,0.00740,0.127,0.00361,0.0658,0.0473,0.00108,0.0129,0.0249,0.0194,0.00415,0.00472
2024-06-07 12:42:52,0.00797,0.0346,0.00740,0.127,0.00361,0.0738,0.0477,0.00110,0.0143,0.0250,0.0193,0.00424,0.00472
2024-06-07 12:42:54,0.00797,0.0372,0.00740,0.127,0.00361,0.0738,0.0482,0.00106,0.0143,0.0258,0.0228,0.00424,0.00472
2024-06-07 12:42:56,0.00866,0.0372,0.00740,0.127,0.00361,0.0738,0.0486,0.00103,0.0149,0.0258,0.0228,0.00424,0.00472
2024-06-07 12:42:58,0.00866,0.0372,0.00781,0.127,0.00361,0.0738,0.0490,0.00100,0.0149,0.0278,0.0228,0.00424,0.00472
2024-06-07 12:43:00,0.00866,0.0382,0.00781,0.130,0.00361,0.0775,0.0494,0.000970,0.0149,0.0278,0.0228,0.00424,0.00505
2024-06-07 12:43:02,0.00901,0.0395,0.00781,0.138,0.00361,0.0775,0.0499,0.000938,0.0149,0.0278,0.0228,0.00424,0.00505
2024-06-07 12:43:04,0.00901,0.0395,0.00754,0.138,0.00380,0.0775,0.0527,0.000907,0.0149,0.0278,0.0228,0.00409,0.00505
2024-06-07 12:43:06,0.00901,0.0395,0.00749,0.138,0.00393,0.0775,0.0532,0.000875,0.0160,0.0278,0.0228,0.00454,0.00527
2024-06-07 12:43:08,0.00901,0.0395,0.00867,0.138,0.00393,0.0750,0.0536,0.000844,0.0170,0.0278,0.0242,0.00454,0.00527
2024-06-07 12:43:10,0.00901,0.0423,0.00867,0.138,0.00393,0.0829,0.0541,0.000885,0.0170,0.0293,0.0250,0.00454,0.00527
2024-06-07 12:43:12,0.00955,0.0423,0.00867,0.138,0.00393,0.0829,0.0545,0.000851,0.0170,0.0293,0.0250,0.00454,0.00549
2024-06-07 12:43:14,0.00955,0.0423,0.00914,0.138,0.00393,0.0872,0.0568,0.000816,0.0170,0.0310,0.0250,0.00454,0.00549
2024-06-07 12:43:16,0.0101,0.0423,0.00914,0.138,0.00393,0.0872,0.0573,0.000782,0.0170,0.0310,0.0250,0.00454,0.00549
2024-06-07 12:43:18,0.0101,0.0435,0.00914,0.137,0.00393,0.0872,0.0577,0.000748,0.0170,0.0310,0.0250,0.00454,0.00549
2024-06-07 12:43:20,0.0101,0.0449,0.00972,0.147,0.00380,0.0872,0.0582,0.000714,0.0170,0.0310,0.0260,0.00467,0.00578
2024-06-07 12:43:22,0.0101,0.0473,0.00972,0.152,0.00387,0.0872,0.0587,0.000680,0.0170,0.0310,0.0260,0.00467,0.00578
2024-06-07 12:43:24,0.0104,0.0473,0.00972,0.152,0.00431,0.0872,0.0591,0.000597,0.0164,0.0310,0.0260,0.00482,0.00578
2024-06-07 12:43:26,0.0104,0.0473,0.00972,0.152,0.00431,0.0872,0.0617,0.000735,0.0197,0.0326,0.0251,0.00482,0.00578
2024-06-07 12:43:28,0.0104,0.0473,0.00972,0.152,0.00431,0.0921,0.0622,0.000693,0.0197,0.0341,0.0278,0.00482,0.00560
2024-06-07 12:43:30,0.0104,0.0473,0.0101,0.152,0.00431,0.0954,0.0627,0.000651,0.0197,0.0341,0.0278,0.00482,0.00624
2024-06-07 12:43:32,0.0104,0.0473,0.0101,0.152,0.00444,0.0954,0.0631,0.000608,0.0197,0.0341,0.0291,0.00482,0.00624
2024-06-07 12:43:34,0.0109,0.0473,0.0101,0.152,0.00444,0.0954,0.0636,0.000566,0.0197,0.0341,0.0291,0.00482,0.00657
2024-06-07 12:43:36,0.0109,0.0522,0.00977,0.154,0.00444,0.0954,0.0641,0.000524,0.0197,0.0341,0.0291,0.00497,0.00657
2024-06-07 12:43:38,0.0113,0.0522,0.00971,0.159,0.00432,0.0954,0.0646,0.000482,0.0197,0.0341,0.0301,0.00497,0.00657
2024-06-07 12:43:40,0.0113,0.0522,0.0117,0.165,0.00429,0.101,0.0650,,0.0197,0.0360,0.0301,0.00497,0.00657
2024-06-07 12:43:42,0.0113,0.0522,0.0117,0.165,0.00474,0.104,0.0634,,0.0197,0.0360,0.0301,0.00479,0.00657
2024-06-07 12:43:44,0.0113,0.0522,0.0117,0.165,0.00474,0.104,0.0690,,0.0227,0.0349,0.0301,0.00513,0.00657
2024-06-07 12:43:46,0.0113,0.0541,0.0117,0.165,0.00477,0.104,0.0695,,0.0227,0.0378,0.0309,0.00513,0.00696
2024-06-07 12:43:48,0.0113,0.0541,0.0117,0.165,0.00493,0.104,0.0700,,0.0227,0.0378,0.0332,0.00513,0.00696
2024-06-07 12:43:50,0.0113,0.0571,0.0117,0.165,0.00493,0.104,0.0705,,0.0227,0.0378,0.0332,0.00513,0.00730
2024-06-07 12:43:52,0.0116,0.0571,0.0124,0.159,0.00493,0.104,0.0710,,0.0227,0.0378,0.0332,0.00516,0.00730
2024-06-07 12:43:54,0.0116,0.0571,0.0131,0.167,0.00493,0.104,0.0715,,0.0227,0.0393,0.0332,0.00534,0.00730
2024-06-07 12:43:56,0.0126,0.0571,0.0131,0.167,0.00493,0.110,0.0720,,0.0227,0.0393,0.0332,0.00534,0.00730
2024-06-07 12:43:58,0.0126,0.0571,0.0131,0.172,0.00477,0.107,0.0759,,0.0227,0.0406,0.0332,0.00534,0.00730
2024-06-07 12:44:00,0.0126,0.0571,0.0131,0.178,0.00473,0.115,0.0764,,0.0237,0.0406,0.0332,0.00549,0.00763
2024-06-07 12:44:02,0.0126,0.0553,0.0131,0.178,0.00523,0.115,0.0769,,0.0251,0.0406,0.0332,0.00549,0.00763
2024-06-07 12:44:04,0.0126,0.0549,0.0131,0.178,0.00543,0.115,0.0775,,0.0251,0.0406,0.0332,0.00549,0.00763
2024-06-07 12:44:06,0.0133,0.0627,0.0131,0.178,0.00543,0.115,0.0780,,0.0251,0.0427,0.0336,0.00549,0.00785
2024-06-07 12:44:08,0.0133,0.0627,0.0137,0.179,0.00543,0.115,0.0785,,0.0251,0.0427,0.0368,0.00549,0.00812
2024-06-07 12:44:10,0.0133,0.0627,0.0144,0.179,0.00543,0.117,0.0784,,0.0251,0.0438,0.0368,0.00549,0.00833
2024-06-07 12:44:12,0.0140,0.0627,0.0144,0.179,0.00543,0.123,0.0784,,0.0258,0.0438,0.0368,0.00564,0.00833
2024-06-07 12:44:14,0.0140,0.0627,0.0144,0.179,0.00560,0.123,0.0820,,0.0258,0.0438,0.0368,0.00573,0.00833
2024-06-07 12:44:16,0.0140,0.0627,0.0144,0.187,0.00560,0.123,0.0820,,0.0258,0.0438,0.0368,0.00573,0.00833
2024-06-07 12:44:18,0.0140,0.0658,0.0144,0.187,0.00560,0.123,0.0820,,0.0264,0.0438,0.0384,0.00573,0.00833
2024-06-07 12:44:20,0.0140,0.0658,0.0144,0.187,0.00580,0.123,0.0820,,0.0274,0.0438,0.0384,0.00573,0.00833
2024-06-07 12:44:22,0.0140,0.0635,0.0144,0.187,0.00580,0.126,0.0820,,0.0274,0.0459,0.0384,0.00573,0.00833
2024-06-07 12:44:24,0.0144,0.0670,0.0146,0.187,0.00580,0.126,0.0836,,0.0274,0.0459,0.0400,0.00573,0.00877
2024-06-07 12:44:26,0.0144,0.0670,0.0159,0.187,0.00580,0.126,0.0863,,0.0274,0.0444,0.0400,0.00595,0.00850
2024-06-07 12:44:28,0.0150,0.0670,0.0159,0.187,0.00580,0.132,0.0896,,0.0274,0.0441,0.0400,0.00605,0.00844
2024-06-07 12:44:30,0.0150,0.0670,0.0159,0.188,0.00603,0.132,0.0896,,0.0285,0.0474,0.0407,0.00605,0.00920
2024-06-07 12:44:32,0.0150,0.0701,0.0159,0.194,0.00603,0.132,0.0896,,0.0285,0.0474,0.0422,0.00605,0.00920
2024-06-07 12:44:34,0.0152,0.0701,0.0159,0.188,0.00607,0.132,0.0896,,0.0285,0.0474,0.0422,0.00605,0.00920
2024-06-07 12:44:36,0.0152,0.0708,0.0159,0.194,0.00628,0.132,0.0896,,0.0285,0.0498,0.0422,0.00605,0.00920
2024-06-07 12:44:38,0.0152,0.0708,0.0164,0.194,0.00628,0.127,0.0896,,0.0298,0.0498,0.0436,0.00605,0.00920
2024-06-07 12:44:40,0.0152,0.0708,0.0172,0.194,0.00628,0.135,0.0896,,0.0298,0.0506,0.0436,0.00605,0.00920
2024-06-07 12:44:42,0.0155,0.0708,0.0172,0.194,0.00628,0.135,0.0935,,0.0298,0.0506,0.0436,0.00605,0.00989
2024-06-07 12:44:44,0.0160,0.0708,0.0172,0.194,0.00628,0.139,0.0906,,0.0305,0.0506,0.0436,0.00620,0.00989
2024-06-07 12:44:46,0.0160,0.0731,0.0172,0.195,0.00609,0.139,0.0899,,0.0305,0.0506,0.0436,0.00597,0.00989
2024-06-07 12:44:48,0.0165,0.0731,0.0172,0.196,0.00652,0.139,0.0978,,0.0305,0.0506,0.0436,0.00633,0.00989
2024-06-07 12:44:50,0.0165,0.0731,0.0180,0.196,0.00652,0.139,0.0978,,0.0305,0.0506,0.0463,0.00633,0.00989
2024-06-07 12:44:52,0.0165,0.0748,0.0180,0.196,0.00670,0.139,0.0978,,0.0318,0.0519,0.0463,0.00633,0.00989
2024-06-07 12:44:54,0.0165,0.0748,0.0180,0.196,0.00670,0.141,0.0978,,0.0318,0.0522,0.0463,0.00633,0.00989
2024-06-07 12:44:56,0.0165,0.0748,0.0186,0.196,0.00670,0.145,0.101,,0.0318,0.0539,0.0463,0.00633,0.00989
2024-06-07 12:44:58,0.0165,0.0748,0.0186,0.196,0.00670,0.145,0.101,,0.0318,0.0539,0.0463,0.00633,0.0106
2024-06-07 12:45:00,0.0165,0.0748,0.0186,0.196,0.00670,0.145,0.101,,0.0324,0.0539,0.0463,0.00629,0.0106
2024-06-07 12:45:02,0.0169,0.0748,0.0186,0.198,0.00670,0.145,0.101,,0.0324,0.0539,0.0474,0.00651,0.0106
2024-06-07 12:45:04,0.0175,0.0773,0.0186,0.198,0.00667,0.145,0.105,,0.0324,0.0539,0.0493,0.00630,0.0106
2024-06-07 12:45:06,0.0175,0.0773,0.0192,0.198,0.00702,0.145,0.105,,0.0324,0.0539,0.0493,0.00665,0.0106
2024-06-07 12:45:08,0.0175,0.0749,0.0192,0.198,0.00702,0.145,0.105,,0.0334,0.0550,0.0493,0.00665,0.0106
2024-06-07 12:45:10,0.0175,0.0788,0.0192,0.198,0.00702,0.148,0.105,,0.0334,0.0550,0.0493,0.00665,0.0106
2024-06-07 12:45:12,0.0175,0.0788,0.0196,0.198,0.00702,0.153,0.109,,0.0334,0.0567,0.0493,0.00665,0.0108
2024-06-07 12:45:14,0.0175,0.0788,0.0196,0.191,0.00702,0.153,0.109,,0.0335,0.0567,0.0493,0.00665,0.0109
2024-06-07 12:45:16,0.0178,0.0788,0.0201,0.192,0.00715,0.153,0.109,,0.0335,0.0567,0.0503,0.00665,0.0112
2024-06-07 12:45:18,0.0178,0.0788,0.0201,0.192,0.00715,0.153,0.109,,0.0335,0.0567,0.0503,0.00665,0.0112
2024-06-07 12:45:20,0.0183,0.0811,0.0201,0.199,0.00715,0.153,0.105,,0.0345,0.0573,0.0504,0.00679,0.0112
