"Time","adservice-769c85bff-p5p4l","cartservice-57b6f4544-nndv9","checkoutservice-7744df487d-9p9wc","currencyservice-57c744564d-6dtkn","emailservice-58755f8b55-vqrwx","frontend-5bfd5c75f-4226p","loadgenerator-7b495c87ff-f59kx","loadgenerator-7b495c87ff-grsmn","paymentservice-747f5544b8-65w42","productcatalogservice-8ffc55d69-gg7lz","recommendationservice-756856df7b-6rzgz","redis-cart-69c467889f-5kh4g","shippingservice-8b5c9bb9b-4xhfd"
2024-05-29 09:49:08,0.00711,0.0111,0.00181,0.0179,0.00205,0.00751,0.00291,0.0124,0.00230,0.00461,0.00416,0.00235,0.00122
2024-05-29 09:49:10,0.00711,0.0111,0.00189,0.0179,0.00200,0.00773,0.00289,0.0128,0.00230,0.00475,0.00416,0.00228,0.00122
2024-05-29 09:49:12,0.00711,0.0111,0.00189,0.0179,0.00235,0.00799,0.00286,0.0132,0.00233,0.00475,0.00594,0.00229,0.00126
2024-05-29 09:49:14,0.00719,0.0111,0.00189,0.0190,0.00235,0.00799,0.00284,0.0119,0.00445,0.00475,0.00594,0.00228,0.00126
2024-05-29 09:49:16,0.00724,0.0130,0.00189,0.0190,0.00235,0.0148,0.00282,0.0155,0.00445,0.00475,0.00618,0.00252,0.00126
2024-05-29 09:49:18,0.0102,0.0135,0.00189,0.0277,0.00235,0.0148,0.00279,0.0160,0.00445,0.00475,0.00618,0.00252,0.00126
2024-05-29 09:49:20,0.0102,0.0135,0.00189,0.0277,0.00235,0.0148,0.00277,0.0165,0.00445,0.00475,0.00618,0.00252,0.00126
2024-05-29 09:49:22,0.0102,0.0135,0.00189,0.0277,0.00235,0.0148,0.00274,0.0169,0.00445,0.00475,0.00618,0.00252,0.00166
2024-05-29 09:49:24,0.0102,0.0135,0.00290,0.0277,0.00235,0.0148,0.00262,0.0174,0.00445,0.00484,0.00618,0.00252,0.00166
2024-05-29 09:49:26,0.0102,0.0135,0.00290,0.0277,0.00238,0.0148,0.00262,0.0188,0.00445,0.00787,0.00618,0.00252,0.00171
2024-05-29 09:49:28,0.0102,0.0135,0.00290,0.0277,0.00272,0.0153,0.00271,0.0193,0.00471,0.00787,0.00618,0.00257,0.00171
2024-05-29 09:49:30,0.0102,0.0131,0.00290,0.0346,0.00272,0.0158,0.00268,0.0198,0.00456,0.00787,0.00880,0.00265,0.00171
2024-05-29 09:49:32,0.0102,0.0164,0.00290,0.0362,0.00272,0.0158,0.00266,0.0203,0.00723,0.00787,0.00921,0.00265,0.00171
2024-05-29 09:49:34,0.0155,0.0170,0.00290,0.0362,0.00272,0.0153,0.00263,0.0208,0.00723,0.00787,0.00921,0.00265,0.00171
2024-05-29 09:49:36,0.0160,0.0170,0.00290,0.0362,0.00272,0.0237,0.00261,0.0213,0.00723,0.00787,0.00921,0.00265,0.00173
2024-05-29 09:49:38,0.0160,0.0170,0.00299,0.0362,0.00276,0.0237,0.00258,0.0218,0.00723,0.00787,0.00921,0.00265,0.00174
2024-05-29 09:49:40,0.0160,0.0170,0.00299,0.0362,0.00276,0.0237,0.00256,0.0203,0.00723,0.00827,0.00921,0.00265,0.00247
2024-05-29 09:49:42,0.0160,0.0170,0.00423,0.0362,0.00276,0.0237,0.00257,0.0203,0.00723,0.00798,0.00921,0.00258,0.00247
2024-05-29 09:49:44,0.0160,0.0200,0.00423,0.0373,0.00276,0.0237,0.00254,0.0246,0.00765,0.0113,0.00921,0.00256,0.00247
2024-05-29 09:49:46,0.0160,0.0207,0.00423,0.0462,0.00308,0.0244,0.00252,0.0252,0.00964,0.0113,0.00921,0.00287,0.00247
2024-05-29 09:49:48,0.0160,0.0207,0.00423,0.0462,0.00308,0.0253,0.00249,0.0257,0.00964,0.0113,0.00938,0.00287,0.00247
2024-05-29 09:49:50,0.0155,0.0207,0.00446,0.0462,0.00315,0.0253,0.00247,0.0262,0.00964,0.0113,0.0124,0.00287,0.00247
2024-05-29 09:49:52,0.0180,0.0207,0.00446,0.0462,0.00315,0.0253,0.00244,0.0267,0.00964,0.0113,0.0124,0.00287,0.00247
2024-05-29 09:49:54,0.0180,0.0207,0.00446,0.0483,0.00315,0.0244,0.00242,0.0272,0.00964,0.0119,0.0124,0.00287,0.00252
2024-05-29 09:49:56,0.0180,0.0207,0.00446,0.0483,0.00315,0.0323,0.00239,0.0285,0.00964,0.0135,0.0124,0.00287,0.00296
2024-05-29 09:49:58,0.0180,0.0233,0.00446,0.0483,0.00342,0.0323,0.00242,0.0291,0.0107,0.0135,0.0124,0.00287,0.00305
2024-05-29 09:50:00,0.0180,0.0233,0.00558,0.0557,0.00342,0.0323,0.00239,0.0296,0.0107,0.0135,0.0124,0.00291,0.00305
2024-05-29 09:50:02,0.0180,0.0233,0.00558,0.0557,0.00342,0.0323,0.00237,0.0301,0.0112,0.0135,0.0137,0.00282,0.00305
2024-05-29 09:50:04,0.0180,0.0233,0.00558,0.0557,0.00352,0.0323,0.00234,0.0307,0.0112,0.0135,0.0137,0.00280,0.00305
2024-05-29 09:50:06,0.0180,0.0233,0.00586,0.0557,0.00352,0.0370,0.00232,0.0312,0.0112,0.0135,0.0144,0.00306,0.00305
2024-05-29 09:50:08,0.0180,0.0233,0.00586,0.0575,0.00352,0.0370,0.00229,0.0318,0.0112,0.0156,0.0144,0.00306,0.00345
2024-05-29 09:50:10,0.0181,0.0244,0.00586,0.0579,0.00352,0.0370,0.00227,0.0300,0.0112,0.0157,0.0144,0.00306,0.00345
2024-05-29 09:50:12,0.0194,0.0267,0.00586,0.0597,0.00352,0.0370,0.00224,0.0338,0.0112,0.0162,0.0144,0.00310,0.00345
2024-05-29 09:50:14,0.0194,0.0267,0.00586,0.0597,0.00374,0.0370,0.00224,0.0343,0.0133,0.0162,0.0157,0.00310,0.00356
2024-05-29 09:50:16,0.0194,0.0267,0.00586,0.0597,0.00374,0.0390,0.00222,0.0349,0.0133,0.0162,0.0157,0.00320,0.00356
2024-05-29 09:50:18,0.0194,0.0267,0.00565,0.0576,0.00374,0.0428,0.00219,0.0354,0.0133,0.0162,0.0157,0.00320,0.00356
2024-05-29 09:50:20,0.0194,0.0267,0.00704,0.0692,0.00374,0.0428,0.00216,0.0360,0.0133,0.0179,0.0161,0.00320,0.00383
2024-05-29 09:50:22,0.0194,0.0267,0.00728,0.0692,0.00386,0.0428,0.00214,0.0365,0.0133,0.0179,0.0162,0.00320,0.00383
2024-05-29 09:50:24,0.0199,0.0277,0.00728,0.0692,0.00396,0.0428,0.00211,0.0375,0.0142,0.0179,0.0168,0.00326,0.00396
2024-05-29 09:50:26,0.0207,0.0277,0.00728,0.0692,0.00396,0.0428,0.00209,0.0381,0.0142,0.0183,0.0168,0.00326,0.00396
2024-05-29 09:50:28,0.0207,0.0268,0.00728,0.0734,0.00396,0.0428,0.00209,0.0387,0.0142,0.0189,0.0168,0.00326,0.00396
2024-05-29 09:50:30,0.0207,0.0311,0.00728,0.0734,0.00396,0.0428,0.00206,0.0392,0.0151,0.0189,0.0163,0.00326,0.00396
2024-05-29 09:50:32,0.0207,0.0311,0.00786,0.0734,0.00396,0.0454,0.00204,0.0398,0.0151,0.0189,0.0186,0.00315,0.00396
2024-05-29 09:50:34,0.0207,0.0311,0.00786,0.0734,0.00396,0.0454,0.00201,0.0403,0.0151,0.0208,0.0186,0.00339,0.00396
2024-05-29 09:50:36,0.0207,0.0322,0.00786,0.0734,0.00405,0.0438,0.00199,0.0409,0.0163,0.0208,0.0186,0.00339,0.00403
2024-05-29 09:50:38,0.0208,0.0322,0.00821,0.0810,0.00421,0.0508,0.00196,0.0390,0.0163,0.0208,0.0186,0.00339,0.00457
2024-05-29 09:50:40,0.0208,0.0322,0.00821,0.0810,0.00421,0.0508,0.00193,0.0390,0.0163,0.0208,0.0190,0.00335,0.00457
2024-05-29 09:50:42,0.0219,0.0322,0.00821,0.0810,0.00421,0.0508,0.00196,0.0435,0.0163,0.0218,0.0197,0.00337,0.00457
2024-05-29 09:50:44,0.0219,0.0322,0.00821,0.0841,0.00421,0.0508,0.00193,0.0440,0.0163,0.0218,0.0197,0.00348,0.00457
2024-05-29 09:50:46,0.0219,0.0319,0.00865,0.0841,0.00421,0.0508,0.00190,0.0446,0.0172,0.0218,0.0197,0.00348,0.00457
2024-05-29 09:50:48,0.0219,0.0350,0.00865,0.0841,0.00423,0.0541,0.00187,0.0452,0.0182,0.0218,0.0214,0.00348,0.00457
2024-05-29 09:50:50,0.0218,0.0362,0.00865,0.0841,0.00438,0.0541,0.00185,0.0457,0.0182,0.0211,0.0214,0.00360,0.00512
2024-05-29 09:50:52,0.0218,0.0362,0.00902,0.0841,0.00458,0.0541,0.00182,0.0463,0.0182,0.0210,0.0214,0.00360,0.00512
2024-05-29 09:50:54,0.0218,0.0362,0.00902,0.0900,0.00458,0.0541,0.00179,0.0469,0.0182,0.0240,0.0214,0.00360,0.00512
2024-05-29 09:50:56,0.0218,0.0362,0.00902,0.0954,0.00458,0.0593,0.00177,0.0482,0.0182,0.0248,0.0214,0.00360,0.00512
2024-05-29 09:50:58,0.0224,0.0362,0.00902,0.0954,0.00458,0.0593,0.00178,0.0488,0.0182,0.0248,0.0221,0.00360,0.00512
2024-05-29 09:51:00,0.0230,0.0377,0.00902,0.0954,0.00458,0.0593,0.00175,0.0494,0.0182,0.0248,0.0221,0.00368,0.00512
2024-05-29 09:51:02,0.0230,0.0377,0.00983,0.0954,0.00458,0.0593,0.00172,0.0499,0.0190,0.0248,0.0221,0.00368,0.00541
2024-05-29 09:51:04,0.0230,0.0377,0.0104,0.0954,0.00458,0.0593,0.00170,0.0505,0.0206,0.0248,0.0221,0.00368,0.00541
2024-05-29 09:51:06,0.0234,0.0398,0.0104,0.0954,0.00475,0.0634,0.00167,0.0511,0.0206,0.0255,0.0213,0.00357,0.00573
2024-05-29 09:51:08,0.0234,0.0398,0.0104,0.0954,0.00459,0.0634,0.00169,0.0520,0.0206,0.0270,0.0246,0.00355,0.00573
2024-05-29 09:51:10,0.0234,0.0398,0.0104,0.0954,0.00495,0.0664,0.00166,0.0526,0.0206,0.0279,0.0246,0.00379,0.00573
2024-05-29 09:51:12,0.0234,0.0398,0.0108,0.0974,0.00495,0.0664,0.00163,0.0532,0.0206,0.0279,0.0246,0.00379,0.00573
2024-05-29 09:51:14,0.0239,0.0386,0.0108,0.107,0.00495,0.0664,0.00161,0.0538,0.0215,0.0279,0.0246,0.00389,0.00573
2024-05-29 09:51:16,0.0240,0.0383,0.0108,0.107,0.00495,0.0664,0.00158,0.0544,0.0215,0.0279,0.0246,0.00389,0.00573
2024-05-29 09:51:18,0.0249,0.0405,0.0108,0.107,0.00495,0.0664,0.00157,0.0550,0.0215,0.0279,0.0246,0.00389,0.00599
2024-05-29 09:51:20,0.0252,0.0405,0.0111,0.107,0.00495,0.0664,0.00154,0.0556,0.0209,0.0279,0.0261,0.00389,0.00599
2024-05-29 09:51:22,0.0252,0.0419,0.0111,0.107,0.00517,0.0664,0.00151,0.0561,0.0226,0.0291,0.0261,0.00393,0.00599
2024-05-29 09:51:24,0.0252,0.0419,0.0111,0.107,0.00517,0.0711,0.00148,0.0540,0.0226,0.0291,0.0253,0.00393,0.00617
2024-05-29 09:51:26,0.0252,0.0419,0.0111,0.107,0.00517,0.0739,0.00145,0.0576,0.0235,0.0305,0.0273,0.00393,0.00638
2024-05-29 09:51:28,0.0252,0.0419,0.0111,0.118,0.00517,0.0739,0.00143,0.0582,0.0235,0.0305,0.0273,0.00393,0.00638
2024-05-29 09:51:30,0.0252,0.0430,0.0121,0.118,0.00517,0.0739,0.00140,0.0588,0.0235,0.0305,0.0273,0.00402,0.00663
2024-05-29 09:51:32,0.0252,0.0430,0.0122,0.118,0.00517,0.0739,0.00137,0.0594,0.0242,0.0305,0.0273,0.00402,0.00663
2024-05-29 09:51:34,0.0259,0.0446,0.0126,0.118,0.00538,0.0739,0.00138,0.0600,0.0242,0.0305,0.0273,0.00402,0.00663
2024-05-29 09:51:36,0.0252,0.0446,0.0126,0.118,0.00556,0.0739,0.00135,0.0607,0.0242,0.0305,0.0273,0.00402,0.00663
2024-05-29 09:51:38,0.0272,0.0446,0.0126,0.118,0.00556,0.0739,0.00132,0.0613,0.0249,0.0296,0.0290,0.00389,0.00663
2024-05-29 09:51:40,0.0272,0.0460,0.0126,0.118,0.00556,0.0739,0.00129,0.0619,0.0256,0.0339,0.0290,0.00410,0.00680
2024-05-29 09:51:42,0.0272,0.0460,0.0126,0.118,0.00556,0.0713,0.00126,0.0625,0.0256,0.0339,0.0300,0.00410,0.00696
2024-05-29 09:51:44,0.0272,0.0484,0.0129,0.114,0.00556,0.0801,0.00123,0.0631,0.0256,0.0339,0.0300,0.00410,0.00721
2024-05-29 09:51:46,0.0272,0.0484,0.0129,0.128,0.00556,0.0832,0.00126,0.0637,0.0264,0.0339,0.0300,0.00420,0.00721
2024-05-29 09:51:48,0.0272,0.0484,0.0129,0.128,0.00556,0.0832,0.00123,0.0648,0.0264,0.0339,0.0300,0.00420,0.00721
2024-05-29 09:51:50,0.0272,0.0484,0.0136,0.128,0.00571,0.0832,0.00120,0.0654,0.0264,0.0339,0.0300,0.00425,0.00721
2024-05-29 09:51:52,0.0272,0.0496,0.0136,0.128,0.00578,0.0832,0.00117,0.0660,0.0264,0.0339,0.0308,0.00425,0.00721
2024-05-29 09:51:54,0.0275,0.0496,0.0136,0.128,0.00596,0.0832,0.00114,0.0666,0.0264,0.0339,0.0319,0.00425,0.00721
2024-05-29 09:51:56,0.0279,0.0496,0.0136,0.132,0.00596,0.0850,0.00111,0.0671,0.0277,0.0364,0.0319,0.00425,0.00745
2024-05-29 09:51:58,0.0279,0.0496,0.0140,0.137,0.00596,0.0850,0.000913,0.0677,0.0277,0.0364,0.0319,0.00425,0.00745
2024-05-29 09:52:00,0.0279,0.0513,0.0140,0.137,0.00596,0.0850,0.000913,0.0683,0.0288,0.0364,0.0319,0.00433,0.00771
2024-05-29 09:52:02,0.0279,0.0513,0.0140,0.140,0.00596,0.0850,0.00104,0.0689,0.0288,0.0364,0.0319,0.00433,0.00771
2024-05-29 09:52:04,0.0279,0.0513,0.0149,0.140,0.00609,0.0878,0.00101,0.0702,0.0288,0.0364,0.0319,0.00433,0.00771
2024-05-29 09:52:06,0.0291,0.0513,0.0149,0.140,0.00609,0.0909,0.000976,0.0708,0.0288,0.0379,0.0344,0.00442,0.00771
2024-05-29 09:52:08,0.0291,0.0526,0.0149,0.140,0.00609,0.0926,0.000944,0.0714,0.0296,0.0379,0.0344,0.00442,0.00771
2024-05-29 09:52:10,0.0296,0.0543,0.0149,0.140,0.00632,0.0926,0.000912,0.0720,0.0298,0.0379,0.0344,0.00442,0.00813
2024-05-29 09:52:12,0.0296,0.0543,0.0149,0.143,0.00632,0.0926,0.000879,0.0726,0.0312,0.0389,0.0344,0.00453,0.00835
2024-05-29 09:52:14,0.0296,0.0543,0.0144,0.143,0.00632,0.0926,0.000847,0.0732,0.0312,0.0389,0.0344,0.00453,0.00835
2024-05-29 09:52:16,0.0296,0.0543,0.0156,0.150,0.00632,0.0926,0.000815,0.0738,0.0312,0.0389,0.0344,0.00453,0.00835
2024-05-29 09:52:18,0.0311,0.0543,0.0156,0.150,0.00632,0.0926,0.000785,0.0719,0.0312,0.0408,0.0344,0.00453,0.00835
2024-05-29 09:52:20,0.0311,0.0575,0.0156,0.150,0.00647,0.0944,0.000753,0.0756,0.0312,0.0408,0.0344,0.00453,0.00835
2024-05-29 09:52:22,0.0311,0.0575,0.0161,0.150,0.00647,0.0977,0.000721,0.0762,0.0312,0.0414,0.0362,0.00453,0.00835
2024-05-29 09:52:24,0.0311,0.0575,0.0166,0.150,0.00675,0.0977,0.000689,0.0768,0.0312,0.0414,0.0372,0.00458,0.00835
2024-05-29 09:52:26,0.0301,0.0575,0.0166,0.152,0.00675,0.0977,0.000657,0.0774,0.0303,0.0414,0.0372,0.00468,0.00893
2024-05-29 09:52:28,0.0299,0.0575,0.0166,0.152,0.00675,0.0977,0.000625,0.0780,0.0317,0.0414,0.0372,0.00468,0.00893
2024-05-29 09:52:30,0.0304,0.0575,0.0171,0.152,0.00675,0.0977,0.000660,0.0786,0.0341,0.0414,0.0372,0.00468,0.00893
2024-05-29 09:52:32,0.0317,0.0575,0.0171,0.158,0.00675,0.103,0.000625,0.0792,0.0341,0.0432,0.0372,0.00468,0.00893
2024-05-29 09:52:34,0.0317,0.0606,0.0171,0.163,0.00675,0.103,0.000591,0.0803,0.0341,0.0439,0.0372,0.00468,0.00893
2024-05-29 09:52:36,0.0317,0.0625,0.0171,0.163,0.00652,0.0996,0.000556,0.0809,0.0341,0.0439,0.0392,0.00480,0.00908
2024-05-29 09:52:38,0.0317,0.0625,0.0171,0.163,0.00682,0.105,0.000522,0.0815,0.0341,0.0439,0.0392,0.00480,0.00908
2024-05-29 09:52:40,0.0317,0.0625,0.0176,0.163,0.00712,0.105,0.000488,0.0822,0.0341,0.0439,0.0392,0.00480,0.00942
2024-05-29 09:52:42,0.0317,0.0625,0.0177,0.158,0.00712,0.105,0.000453,0.0828,0.0365,0.0439,0.0399,0.00480,0.00942
2024-05-29 09:52:44,0.0312,0.0625,0.0183,0.157,0.00712,0.105,,0.0834,0.0365,0.0456,0.0399,0.00480,0.00942
2024-05-29 09:52:46,0.0324,0.0637,0.0183,0.166,0.00712,0.105,,0.0840,0.0365,0.0461,0.0399,0.00480,0.00942
2024-05-29 09:52:48,0.0324,0.0637,0.0184,0.166,0.00712,0.110,,0.0846,0.0365,0.0461,0.0399,0.00482,0.00942
2024-05-29 09:52:50,0.0324,0.0637,0.0184,0.175,0.00712,0.110,,0.0822,0.0365,0.0461,0.0399,0.00498,0.00942
2024-05-29 09:52:52,0.0324,0.0668,0.0184,0.175,0.00709,0.112,,0.0865,0.0365,0.0461,0.0423,0.00501,0.00989
2024-05-29 09:52:54,0.0324,0.0668,0.0184,0.175,0.00709,0.112,,0.0871,0.0365,0.0480,0.0423,0.00501,0.00989
2024-05-29 09:52:56,0.0324,0.0668,0.0184,0.175,0.00728,0.112,,0.0877,0.0365,0.0480,0.0423,0.00501,0.00989
2024-05-29 09:52:58,0.0335,0.0668,0.0185,0.175,0.00728,0.112,,0.0883,0.0368,0.0480,0.0423,0.00501,0.00989
2024-05-29 09:53:00,0.0335,0.0668,0.0193,0.175,0.00728,0.112,,0.0890,0.0382,0.0480,0.0423,0.00501,0.00989
2024-05-29 09:53:02,0.0323,0.0648,0.0193,0.175,0.00728,0.119,,0.0896,0.0382,0.0466,0.0423,0.00501,0.00989
2024-05-29 09:53:04,0.0341,0.0670,0.0193,0.175,0.00728,0.120,,0.0902,0.0382,0.0485,0.0423,0.00501,0.0103
2024-05-29 09:53:06,0.0341,0.0695,0.0193,0.183,0.00728,0.120,,0.0908,0.0382,0.0512,0.0423,0.00518,0.0103
2024-05-29 09:53:08,0.0355,0.0695,0.0193,0.183,0.00720,0.120,,0.0885,0.0382,0.0512,0.0439,0.00518,0.0100
2024-05-29 09:53:10,0.0355,0.0695,0.0193,0.183,0.00771,0.120,,0.0885,0.0398,0.0512,0.0457,0.00518,0.0104
2024-05-29 09:53:12,0.0355,0.0695,0.0199,0.183,0.00771,0.120,,0.0917,0.0398,0.0512,0.0457,0.00518,0.0104
2024-05-29 09:53:14,0.0355,0.0695,0.0194,0.183,0.00771,0.120,,0.0917,0.0398,0.0512,0.0457,0.00518,0.0104
2024-05-29 09:53:16,0.0355,0.0695,0.0207,0.183,0.00771,0.120,,0.0917,0.0386,0.0512,0.0457,0.00518,0.0104
2024-05-29 09:53:18,0.0349,0.0710,0.0207,0.195,0.00771,0.120,,0.0917,0.0396,0.0512,0.0457,0.00530,0.0110
2024-05-29 09:53:20,0.0366,0.0715,0.0207,0.195,0.00771,0.122,,0.0917,0.0396,0.0495,0.0457,0.00530,0.0110
2024-05-29 09:53:22,0.0366,0.0737,0.0207,0.195,0.00771,0.127,,0.0917,0.0405,0.0535,0.0457,0.00527,0.0110
2024-05-29 09:53:24,0.0366,0.0737,0.0207,0.195,0.00771,0.127,,0.0956,0.0420,0.0535,0.0457,0.00527,0.0110
2024-05-29 09:53:26,0.0366,0.0737,0.0207,0.195,0.00794,0.127,,0.0956,0.0420,0.0535,0.0480,0.00527,0.0110
2024-05-29 09:53:28,0.0359,0.0737,0.0207,0.195,0.00765,0.127,,0.0926,0.0420,0.0535,0.0480,0.00527,0.0110
2024-05-29 09:53:30,0.0359,0.0737,0.0207,0.195,0.00792,0.127,,0.0920,0.0420,0.0535,0.0480,0.00535,0.0110
2024-05-29 09:53:32,0.0359,0.0715,0.0213,0.195,0.00792,0.127,,0.0952,0.0420,0.0535,0.0480,0.00535,0.0110
