"Time","{container=""main"", instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""default"", pod=""loadgenerator-56c4cd7887-r425m"", uid=""f0f78182-a113-4da1-a7ae-fd47f1b1c7ce""}","{container=""main"", instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""default"", pod=""loadgenerator-64d987f766-wkpjd"", uid=""6c94e740-c57e-466f-b660-9c455c85d434""}","{container=""redis"", instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""default"", pod=""redis-cart-689d957757-xs562"", uid=""87e9c8c4-aac5-492d-a046-f46cb43e7dc8""}","{container=""redis"", instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""default"", pod=""redis-cart-7fc544db85-mk6rh"", uid=""22f0507d-0c58-4a02-b81a-3b8754776236""}","{container=""server"", instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""default"", pod=""adservice-6b4979fd86-tnxvz"", uid=""c535fc5a-ec8c-46ab-a2ea-f0ca502dbe94""}","{container=""server"", instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""default"", pod=""adservice-6fd97c5f66-85vlz"", uid=""37210729-6dfb-476d-81a3-0c08af9a188d""}","{container=""server"", instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""default"", pod=""cartservice-56464cbd57-mmb44"", uid=""4ff75332-080b-49e0-804d-ebd09edbd4a0""}","{container=""server"", instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""default"", pod=""cartservice-88fdf8db5-2wr56"", uid=""1b9257b2-f522-40b7-9dc3-f9c07ab73a4f""}","{container=""server"", instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""default"", pod=""checkoutservice-57ff9b6f6f-chntd"", uid=""fe3cdf75-885b-44f2-9eb4-66e2b4f1bfa7""}","{container=""server"", instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""default"", pod=""checkoutservice-77bcb7ccc7-f46zn"", uid=""1f343e93-5b03-4149-b450-3bb13ac2fc52""}","{container=""server"", instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""default"", pod=""currencyservice-758cffcb79-mmx4m"", uid=""48d5dfc7-10bb-437d-8f2d-f5f110bad5e4""}","{container=""server"", instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""default"", pod=""currencyservice-84f9ccd67-rjh2b"", uid=""b8854b37-f0fd-431e-b09f-0966a49913ac""}","{container=""server"", instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""default"", pod=""emailservice-6b8c7568f6-sq8lf"", uid=""5e1c029d-8a0a-4896-be14-86cca555641a""}","{container=""server"", instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""default"", pod=""emailservice-f56d9cccb-zbwv5"", uid=""9f961789-9f8c-4876-bdc9-0c7c82ea54a8""}","{container=""server"", instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""default"", pod=""frontend-544d59f594-bp5hp"", uid=""aa640248-06d0-43b4-8a42-fb06985c818a""}","{container=""server"", instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""default"", pod=""frontend-7b6c847994-j72tz"", uid=""17eb3664-470c-4d2a-90d6-212063cab2b3""}","{container=""server"", instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""default"", pod=""paymentservice-584488cb95-kxs6t"", uid=""c3808ec0-4273-43a3-8eb7-cf065ece9b6e""}","{container=""server"", instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""default"", pod=""paymentservice-fdb87db6c-n75xr"", uid=""7dfe3781-04e6-4e33-817d-adb70d68365b""}","{container=""server"", instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""default"", pod=""productcatalogservice-579f77468b-lf649"", uid=""1794dfe4-288d-4d8e-a47a-41fe6dbf5b81""}","{container=""server"", instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""default"", pod=""productcatalogservice-68f4dbd84b-6jhgk"", uid=""4d7b80d1-0a12-4f18-80fb-ae0345b44de1""}","{container=""server"", instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""default"", pod=""recommendationservice-564896d75f-4djl7"", uid=""cc89387c-b72d-4ba7-807f-8c5e096a6acd""}","{container=""server"", instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""default"", pod=""recommendationservice-75cdbfb85f-tbx68"", uid=""3dbdb578-bbd6-4031-98f0-c8f87b1b0f6e""}","{container=""server"", instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""default"", pod=""shippingservice-79d4cfc86c-8h4z5"", uid=""61d85cff-7c61-4c75-9272-315dbf849053""}","{container=""server"", instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""default"", pod=""shippingservice-8f959b975-tfj6s"", uid=""f80c2154-6cfc-45b8-ae01-7a995e175b95""}"
2024-05-29 14:36:32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-29 14:36:34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-29 14:36:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-29 14:36:38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-29 14:36:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-29 14:36:42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-29 14:36:44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-29 14:36:46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-29 14:36:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-29 14:36:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-29 14:36:52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-29 14:36:54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-29 14:36:56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-29 14:36:58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-29 14:37:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-29 14:37:02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-29 14:37:04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-29 14:37:06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-29 14:37:08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-29 14:37:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-29 14:37:12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-29 14:37:14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-29 14:37:16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-29 14:37:18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-29 14:37:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-29 14:37:22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-29 14:37:24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-29 14:37:26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-29 14:37:28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-29 14:37:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-29 14:37:32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-29 14:37:34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-29 14:37:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-29 14:37:38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-29 14:37:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-29 14:37:42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-29 14:37:44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-29 14:37:46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-29 14:37:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-29 14:37:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-29 14:37:52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-29 14:37:54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-29 14:37:56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-29 14:37:58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-29 14:38:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-29 14:38:02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-29 14:38:04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-29 14:38:06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-29 14:38:08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-29 14:38:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-29 14:38:12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-29 14:38:14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-29 14:38:16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-29 14:38:18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-29 14:38:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-29 14:38:22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-29 14:38:24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-29 14:38:26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-29 14:38:28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-29 14:38:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-29 14:38:32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-29 14:38:34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-29 14:38:36,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-29 14:38:38,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-29 14:38:40,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,
2024-05-29 14:38:42,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,
2024-05-29 14:38:44,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,
2024-05-29 14:38:46,0,0,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,0,,0,
2024-05-29 14:38:48,0,0,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,0,,0,
2024-05-29 14:38:50,0,0,,0,0,0,,0,,0,,0,,0,0,,0,0,,0,0,,0,
2024-05-29 14:38:52,0,0,,0,0,0,,0,,0,,0,,0,0,,0,0,,0,0,,0,
2024-05-29 14:38:54,0,0,,0,0,0,,0,,0,,0,,0,0,,0,0,,0,0,,0,
2024-05-29 14:38:56,0,0,,0,0,0,,0,,0,,0,,0,0,,0,0,,0,0,,0,
2024-05-29 14:38:58,0,0,,0,0,0,,0,,0,,0,,0,0,,0,0,,0,0,,0,
2024-05-29 14:39:00,0,0,,0,0,0,,0,,0,,0,,0,0,,0,,,0,0,,0,
2024-05-29 14:39:02,0,0,,0,0,0,,0,,0,,0,,0,0,,0,,,0,0,,0,
2024-05-29 14:39:04,0,0,,0,0,0,,0,,0,,0,,0,0,,0,,,0,0,,0,
2024-05-29 14:39:06,0,0,,0,0,0,,0,,0,,0,,0,0,,0,,,0,0,,0,
2024-05-29 14:39:08,0,0,,0,0,0,,0,,0,,0,,0,0,,0,,,0,0,,0,
2024-05-29 14:39:10,0,0,,0,0,0,,0,,0,,0,,0,0,,0,,,0,0,,0,
2024-05-29 14:39:12,0,0,,0,0,0,,0,,0,,0,,0,0,,0,,,0,0,,0,
2024-05-29 14:39:14,0,0,,0,0,0,,0,,0,,0,,0,0,,0,,,0,0,,0,
2024-05-29 14:39:16,0,0,,0,0,,,0,,0,,0,,0,0,,0,,,0,0,,0,
2024-05-29 14:39:18,0,0,,0,0,,,0,,0,,0,,0,0,,0,,,0,0,,0,
2024-05-29 14:39:20,0,0,,0,0,,,0,,0,,0,,0,0,,0,,,0,0,,0,
2024-05-29 14:39:22,0,0,,0,0,,,0,,0,,0,,0,0,,0,,,0,0,,0,
2024-05-29 14:39:24,0,0,,0,0,,,0,,0,,0,,0,0,,0,,,0,0,,0,
2024-05-29 14:39:26,0,0,,0,0,,,0,,0,,0,,0,0,,0,,,0,0,,0,
2024-05-29 14:39:28,0,0,,0,0,,,0,,0,,0,,0,0,,0,,,0,0,,0,
2024-05-29 14:39:30,,0,,0,0,,,0,,0,,0,,0,0,,0,,,0,0,,0,
2024-05-29 14:39:32,,0,,0,0,,,0,,0,,0,,0,0,,0,,,0,0,,0,
2024-05-29 14:39:34,,0,,0,0,,,0,,0,,0,,0,0,,0,,,0,0,,0,
2024-05-29 14:39:36,,0,,0,0,,,0,,0,,0,,0,0,,0,,,0,0,,0,
2024-05-29 14:39:38,,0,,0,0,,,0,,0,,0,,0,0,,0,,,0,0,,0,
2024-05-29 14:39:40,,0,,0,0,,,0,,0,,0,,0,0,,0,,,0,0,,0,
2024-05-29 14:39:42,,0,,0,0,,,0,,0,,0,,0,0,,0,,,0,0,,0,
2024-05-29 14:39:44,,0,,0,0,,,0,,0,,0,,0,0,,0,,,0,0,,0,
2024-05-29 14:39:46,,0,,0,0,,,0,,0,,0,,0,0,,0,,,0,0,,0,
