"Time","adservice-769c85bff-p5p4l","cartservice-57b6f4544-nndv9","checkoutservice-7744df487d-9p9wc","currencyservice-57c744564d-6dtkn","emailservice-58755f8b55-vqrwx","frontend-5bfd5c75f-4226p","loadgenerator-7b495c87ff-f2t9t","loadgenerator-7b495c87ff-rxzcq","loadgenerator-7b495c87ff-tjwsb","paymentservice-747f5544b8-65w42","productcatalogservice-8ffc55d69-gg7lz","recommendationservice-756856df7b-6rzgz","redis-cart-69c467889f-5kh4g","shippingservice-8b5c9bb9b-4xhfd"
2024-05-29 10:43:40,0.00290,0.00975,0.00167,0.0282,0.00216,0.0109,0.00940,0.000859,0.00917,0.00294,0.00440,0.00504,0.00240,0.00110
2024-05-29 10:43:42,0.00290,0.00975,0.00170,0.0345,0.00211,0.0109,0.00965,0.000826,0.00917,0.00294,0.00440,0.00504,0.00240,0.00110
2024-05-29 10:43:44,0.00290,0.00975,0.00176,0.0345,0.00231,0.0109,0.00990,0.000793,0.00917,0.00303,0.00454,0.00513,0.00240,0.00135
2024-05-29 10:43:46,0.00290,0.00988,0.00176,0.0345,0.00231,0.0109,0.0101,0.000759,0.00917,0.00419,0.00454,0.00513,0.00246,0.00135
2024-05-29 10:43:48,0.00290,0.0102,0.00176,0.0362,0.00231,0.0137,0.0107,0.000726,0.00917,0.00419,0.00454,0.00513,0.00246,0.00135
2024-05-29 10:43:50,0.00290,0.0102,0.00218,0.0362,0.00231,0.0137,0.0109,0.000558,0.00917,0.00419,0.00592,0.00513,0.00247,0.00135
2024-05-29 10:43:52,0.00313,0.0102,0.00218,0.0362,0.00231,0.0137,0.0112,0.000532,0.00917,0.00419,0.00592,0.00495,0.00247,0.00135
2024-05-29 10:43:54,0.00313,0.0102,0.00218,0.0362,0.00231,0.0137,0.0114,0.000506,0.00917,0.00419,0.00614,0.00492,0.00247,0.00135
2024-05-29 10:43:56,0.00313,0.0131,0.00218,0.0362,0.00235,0.0137,0.0117,0.000480,0.00917,0.00419,0.00614,0.00641,0.00247,0.00132
2024-05-29 10:43:58,0.00313,0.0131,0.00218,0.0362,0.00235,0.0144,0.0120,0.000454,0.00917,0.00419,0.00614,0.00641,0.00247,0.00162
2024-05-29 10:44:00,0.00313,0.0131,0.00226,0.0457,0.00227,0.0144,0.0126,0.000427,0.00917,0.00419,0.00614,0.00664,0.00247,0.00162
2024-05-29 10:44:02,0.00309,0.0131,0.00278,0.0474,0.00254,0.0144,0.0129,0.000401,0.00917,0.00541,0.00614,0.00664,0.00240,0.00162
2024-05-29 10:44:04,0.00311,0.0131,0.00278,0.0474,0.00254,0.0144,0.0131,,0.00917,0.00541,0.00614,0.00664,0.00232,0.00162
2024-05-29 10:44:06,0.00352,0.0135,0.00278,0.0474,0.00254,0.0184,0.0134,,0.00917,0.00541,0.00628,0.00664,0.00259,0.00162
2024-05-29 10:44:08,0.00352,0.0153,0.00278,0.0474,0.00257,0.0184,0.0137,,0.00917,0.00541,0.00624,0.00758,0.00259,0.00162
2024-05-29 10:44:10,0.00352,0.0153,0.00278,0.0474,0.00257,0.0184,0.0139,,0.00917,0.00541,0.00829,0.00758,0.00259,0.00162
2024-05-29 10:44:12,0.00352,0.0153,0.00278,0.0500,0.00257,0.0190,0.0151,,0.00917,0.00555,0.00829,0.00758,0.00259,0.00162
2024-05-29 10:44:14,0.00352,0.0153,0.00322,0.0500,0.00268,0.0197,0.0153,,0.00917,0.00559,0.00829,0.00758,0.00259,0.00167
2024-05-29 10:44:16,0.00352,0.0160,0.00322,0.0500,0.00268,0.0197,0.0156,,0.00917,0.00561,0.00829,0.00760,0.00259,0.00195
2024-05-29 10:44:18,0.00377,0.0160,0.00322,0.0586,0.00268,0.0227,0.0159,,0.00917,0.00683,0.00829,0.00785,0.00259,0.00195
2024-05-29 10:44:20,0.00377,0.0160,0.00322,0.0586,0.00268,0.0227,0.0162,,0.00917,0.00683,0.00829,0.00878,0.00266,0.00195
2024-05-29 10:44:22,0.00376,0.0160,0.00322,0.0586,0.00268,0.0227,0.0164,,0.00917,0.00683,0.00877,0.00878,0.00269,0.00195
2024-05-29 10:44:24,0.00388,0.0160,0.00322,0.0586,0.00273,0.0227,0.0167,,0.00917,0.00683,0.00877,0.00878,0.00269,0.00195
2024-05-29 10:44:26,0.00388,0.0179,0.00397,0.0586,0.00291,0.0227,0.0158,,0.00917,0.00683,0.00849,0.00878,0.00269,0.00195
2024-05-29 10:44:28,0.00388,0.0179,0.00397,0.0616,0.00291,0.0227,0.0158,,0.00917,0.00776,0.0107,0.00878,0.00269,0.00226
2024-05-29 10:44:30,0.00388,0.0185,0.00397,0.0665,0.00291,0.0264,0.0158,,0.00917,0.00776,0.0107,0.00987,0.00269,0.00228
2024-05-29 10:44:32,0.00388,0.0185,0.00397,0.0665,0.00291,0.0278,0.0193,,0.00917,0.00807,0.0107,0.00987,0.00272,0.00235
2024-05-29 10:44:34,0.00376,0.0185,0.00397,0.0665,0.00291,0.0278,0.0196,,0.00917,0.00807,0.0107,0.0101,0.00280,0.00235
2024-05-29 10:44:36,0.00438,0.0185,0.00397,0.0665,0.00291,0.0278,0.0199,,0.00917,0.00807,0.0107,0.0101,0.00280,0.00235
2024-05-29 10:44:38,0.00438,0.0185,0.00397,0.0665,0.00299,0.0278,0.0202,,0.00917,0.00807,0.0110,0.0101,0.00280,0.00235
2024-05-29 10:44:40,0.00452,0.0205,0.00476,0.0665,0.00299,0.0278,0.0205,,0.00917,0.00807,0.0114,0.0101,0.00280,0.00271
2024-05-29 10:44:42,0.00452,0.0216,0.00480,0.0701,0.00290,0.0278,0.0208,,0.00917,0.00807,0.0114,0.0101,0.00280,0.00271
2024-05-29 10:44:44,0.00452,0.0216,0.00496,0.0767,0.00326,0.0278,0.0211,,0.00917,0.0103,0.0114,0.0101,0.00280,0.00271
2024-05-29 10:44:46,0.00452,0.0216,0.00496,0.0767,0.00326,0.0326,0.0201,,0.00505,0.0103,0.0110,0.00999,0.00280,0.00271
2024-05-29 10:44:48,0.00452,0.0216,0.00496,0.0767,0.00326,0.0326,0.0201,,0.00499,0.0103,0.0141,0.0128,0.00280,0.00284
2024-05-29 10:44:50,0.00452,0.0216,0.00496,0.0767,0.00326,0.0339,0.0243,,0.00492,0.0103,0.0141,0.0128,0.00275,0.00284
2024-05-29 10:44:52,0.00452,0.0231,0.00581,0.0767,0.00326,0.0339,0.0246,,0.00485,0.0103,0.0141,0.0128,0.00273,0.00284
2024-05-29 10:44:54,0.00502,0.0231,0.00581,0.0767,0.00334,0.0339,0.0249,,0.00479,0.0103,0.0141,0.0128,0.00298,0.00324
2024-05-29 10:44:56,0.00519,0.0231,0.00581,0.0767,0.00334,0.0339,0.0253,,0.00472,0.0103,0.0145,0.0128,0.00298,0.00324
2024-05-29 10:44:58,0.00519,0.0237,0.00581,0.0810,0.00334,0.0339,0.0256,,0.00466,0.0125,0.0146,0.0128,0.00298,0.00324
2024-05-29 10:45:00,0.00519,0.0244,0.00597,0.0810,0.00365,0.0350,0.0271,,0.00464,0.0125,0.0165,0.0128,0.00298,0.00324
2024-05-29 10:45:02,0.00519,0.0244,0.00601,0.0880,0.00365,0.0412,0.0274,,0.00457,0.0125,0.0165,0.0144,0.00302,0.00324
2024-05-29 10:45:04,0.00519,0.0244,0.00670,0.0880,0.00365,0.0412,0.0278,,0.00451,0.0125,0.0165,0.0149,0.00302,0.00324
2024-05-29 10:45:06,0.00519,0.0244,0.00670,0.0880,0.00365,0.0412,0.0281,,0.00444,0.0125,0.0165,0.0149,0.00302,0.00335
2024-05-29 10:45:08,0.00519,0.0244,0.00670,0.0880,0.00365,0.0412,0.0285,,0.00438,0.0125,0.0165,0.0149,0.00310,0.00335
2024-05-29 10:45:10,0.00519,0.0235,0.00670,0.0880,0.00373,0.0412,0.0288,,0.00431,0.0134,0.0178,0.0149,0.00310,0.00324
2024-05-29 10:45:12,0.00518,0.0273,0.00670,0.0880,0.00373,0.0412,0.0292,,0.00436,0.0140,0.0178,0.0149,0.00310,0.00322
2024-05-29 10:45:14,0.00598,0.0273,0.00731,0.0927,0.00393,0.0412,0.0295,,0.00459,0.0140,0.0178,0.0165,0.00305,0.00386
2024-05-29 10:45:16,0.00598,0.0283,0.00731,0.0927,0.00393,0.0459,0.0281,,0.00452,0.0140,0.0183,0.0171,0.00316,0.00394
2024-05-29 10:45:18,0.00598,0.0283,0.00763,0.0927,0.00393,0.0459,0.0281,,0.00444,0.0140,0.0189,0.0171,0.00324,0.00408
2024-05-29 10:45:20,0.00598,0.0283,0.00763,0.0927,0.00393,0.0485,0.0330,,0.00437,0.0140,0.0189,0.0171,0.00324,0.00408
2024-05-29 10:45:22,0.00598,0.0283,0.00763,0.0994,0.00401,0.0485,0.0333,,0.00430,0.0154,0.0189,0.0171,0.00324,0.00408
2024-05-29 10:45:24,0.00598,0.0283,0.00818,0.0994,0.00401,0.0485,0.0337,,0.00423,0.0154,0.0189,0.0171,0.00324,0.00408
2024-05-29 10:45:26,0.00615,0.0318,0.00818,0.0994,0.00401,0.0485,0.0341,,0.00415,0.0156,0.0183,0.0171,0.00324,0.00408
2024-05-29 10:45:28,0.00670,0.0331,0.00818,0.103,0.00401,0.0528,0.0345,,0.00402,0.0161,0.0214,0.0171,0.00324,0.00408
2024-05-29 10:45:30,0.00670,0.0331,0.00818,0.103,0.00401,0.0528,0.0348,,0.00395,0.0161,0.0214,0.0165,0.00324,0.00395
2024-05-29 10:45:32,0.00670,0.0331,0.00828,0.103,0.00426,0.0528,0.0373,,0.00388,0.0161,0.0214,0.0170,0.00336,0.00462
2024-05-29 10:45:34,0.00670,0.0331,0.00834,0.103,0.00426,0.0528,0.0377,,0.00381,0.0171,0.0223,0.0203,0.00332,0.00477
2024-05-29 10:45:36,0.00670,0.0331,0.00859,0.103,0.00426,0.0528,0.0381,,0.00374,0.0171,0.0223,0.0203,0.00342,0.00477
2024-05-29 10:45:38,0.00670,0.0331,0.00859,0.103,0.00428,0.0537,0.0385,,0.00312,0.0171,0.0223,0.0203,0.00342,0.00477
2024-05-29 10:45:40,0.00670,0.0331,0.00832,0.110,0.00443,0.0594,0.0389,,0.00312,0.0171,0.0223,0.0203,0.00342,0.00477
2024-05-29 10:45:42,0.00670,0.0320,0.00826,0.110,0.00443,0.0594,0.0393,,0.00339,0.0174,0.0223,0.0203,0.00342,0.00477
2024-05-29 10:45:44,0.00692,0.0377,0.00971,0.110,0.00464,0.0594,0.0397,,0.00332,0.0188,0.0246,0.0203,0.00342,0.00477
2024-05-29 10:45:46,0.00667,0.0385,0.00971,0.113,0.00464,0.0594,0.0426,,0.00325,0.0194,0.0246,0.0227,0.00352,0.00477
2024-05-29 10:45:48,0.00765,0.0385,0.00971,0.113,0.00464,0.0594,0.0430,,0.00319,0.0194,0.0246,0.0227,0.00352,0.00552
2024-05-29 10:45:50,0.00765,0.0385,0.00989,0.113,0.00464,0.0594,0.0434,,0.00312,0.0194,0.0257,0.0227,0.00352,0.00552
2024-05-29 10:45:52,0.00765,0.0385,0.0102,0.113,0.00464,0.0632,0.0438,,0.00305,0.0194,0.0257,0.0227,0.00355,0.00552
2024-05-29 10:45:54,0.00765,0.0385,0.0102,0.117,0.00464,0.0632,0.0442,,0.00298,0.0194,0.0257,0.0227,0.00355,0.00552
2024-05-29 10:45:56,0.00765,0.0398,0.0110,0.117,0.00464,0.0649,0.0447,,0.00291,0.0194,0.0276,0.0230,0.00355,0.00552
2024-05-29 10:45:58,0.00806,0.0398,0.0110,0.117,0.00472,0.0649,0.0470,,0.00242,0.0194,0.0276,0.0238,0.00355,0.00552
2024-05-29 10:46:00,0.00835,0.0398,0.0110,0.117,0.00472,0.0649,0.0474,,0.00262,0.0188,0.0276,0.0238,0.00355,0.00552
2024-05-29 10:46:02,0.00835,0.0430,0.0110,0.122,0.00513,0.0680,0.0479,,0.00255,0.0226,0.0276,0.0229,0.00372,0.00552
2024-05-29 10:46:04,0.00835,0.0430,0.0110,0.122,0.00513,0.0680,0.0483,,0.00249,0.0226,0.0276,0.0228,0.00372,0.00568
2024-05-29 10:46:06,0.00835,0.0430,0.0110,0.122,0.00513,0.0680,0.0487,,0.00242,0.0226,0.0280,0.0264,0.00372,0.00622
2024-05-29 10:46:08,0.00835,0.0430,0.0114,0.126,0.00513,0.0712,0.0492,,0.00236,0.0226,0.0291,0.0264,0.00372,0.00622
2024-05-29 10:46:10,0.00835,0.0446,0.0124,0.126,0.00516,0.0712,0.0518,,0.00229,0.0226,0.0291,0.0264,0.00372,0.00622
2024-05-29 10:46:12,0.00835,0.0446,0.0124,0.126,0.00533,0.0712,0.0523,,0.00223,0.0226,0.0282,0.0264,0.00372,0.00622
2024-05-29 10:46:14,0.00892,0.0446,0.0124,0.126,0.00554,0.0755,0.0527,,0.00199,0.0240,0.0280,0.0268,0.00372,0.00622
2024-05-29 10:46:16,0.00915,0.0446,0.0124,0.126,0.00554,0.0755,0.0532,,0.00193,0.0249,0.0320,0.0269,0.00372,0.00688
2024-05-29 10:46:18,0.00915,0.0479,0.0126,0.126,0.00554,0.0755,0.0536,,0.00187,0.0249,0.0320,0.0296,0.00365,0.00688
2024-05-29 10:46:20,0.00915,0.0479,0.0127,0.131,0.00554,0.0755,0.0541,,0.00181,0.0249,0.0320,0.0296,0.00394,0.00688
2024-05-29 10:46:22,0.00915,0.0479,0.0138,0.134,0.00554,0.0769,0.0546,,0.00175,0.0249,0.0320,0.0296,0.00394,0.00688
2024-05-29 10:46:24,0.00915,0.0503,0.0138,0.134,0.00554,0.0793,0.0530,,0.00169,0.0249,0.0332,0.0296,0.00394,0.00688
2024-05-29 10:46:26,0.00915,0.0503,0.0138,0.134,0.00554,0.0793,0.0530,,0.00127,0.0249,0.0332,0.0296,0.00394,0.00688
2024-05-29 10:46:28,0.00937,0.0514,0.0138,0.134,0.00591,0.0793,0.0593,,0.00146,0.0260,0.0332,0.0296,0.00394,0.00688
2024-05-29 10:46:30,0.00988,0.0514,0.0138,0.134,0.00591,0.0767,0.0598,,0.00140,0.0268,0.0332,0.0310,0.00396,0.00688
2024-05-29 10:46:32,0.00988,0.0514,0.0138,0.134,0.00591,0.0846,0.0603,,0.00134,0.0268,0.0350,0.0310,0.00409,0.00703
2024-05-29 10:46:34,0.00988,0.0514,0.0138,0.134,0.00591,0.0846,0.0608,,0.00129,0.0268,0.0350,0.0319,0.00409,0.00768
2024-05-29 10:46:36,0.00988,0.0514,0.0138,0.139,0.00591,0.0846,0.0613,,0.00123,0.0268,0.0362,0.0319,0.00409,0.00768
2024-05-29 10:46:38,0.00998,0.0514,0.0149,0.139,0.00591,0.0846,0.0634,,0.00117,0.0268,0.0362,0.0319,0.00409,0.00768
2024-05-29 10:46:40,0.0103,0.0537,0.0149,0.143,0.00591,0.0885,0.0639,,0.00112,0.0278,0.0362,0.0319,0.00418,0.00768
2024-05-29 10:46:42,0.0103,0.0537,0.0149,0.143,0.00610,0.0885,0.0644,,0.000936,0.0288,0.0362,0.0334,0.00418,0.00768
2024-05-29 10:46:44,0.0103,0.0537,0.0149,0.143,0.00610,0.0885,0.0649,,0.000886,0.0288,0.0362,0.0346,0.00418,0.00768
2024-05-29 10:46:46,0.0100,0.0518,0.0149,0.143,0.00588,0.0885,0.0654,,0.000837,0.0288,0.0362,0.0346,0.00418,0.00768
2024-05-29 10:46:48,0.0108,0.0554,0.0153,0.143,0.00631,0.0927,0.0659,,0.000787,0.0288,0.0366,0.0346,0.00425,0.00768
2024-05-29 10:46:50,0.0108,0.0554,0.0153,0.143,0.00631,0.0927,0.0664,,0.000738,0.0288,0.0399,0.0346,0.00425,0.00804
2024-05-29 10:46:52,0.0108,0.0554,0.0153,0.151,0.00631,0.0927,0.0669,,0.000470,0.0294,0.0399,0.0346,0.00425,0.00846
2024-05-29 10:46:54,0.0108,0.0554,0.0148,0.151,0.00631,0.0953,0.0698,,0.000436,0.0316,0.0399,0.0346,0.00434,0.00846
2024-05-29 10:46:56,0.0108,0.0581,0.0147,0.154,0.00631,0.0959,0.0703,,0.000402,0.0316,0.0399,0.0363,0.00434,0.00846
2024-05-29 10:46:58,0.0112,0.0581,0.0172,0.154,0.00651,0.0992,0.0708,,0.000368,0.0316,0.0399,0.0352,0.00434,0.00846
2024-05-29 10:47:00,0.0112,0.0581,0.0172,0.154,0.00661,0.102,0.0714,,0.000334,0.0316,0.0399,0.0350,0.00444,0.00846
2024-05-29 10:47:02,0.0112,0.0581,0.0172,0.154,0.00661,0.102,0.0719,,0.000300,0.0316,0.0430,0.0382,0.00444,0.00846
2024-05-29 10:47:04,0.0117,0.0581,0.0172,0.154,0.00661,0.102,0.0724,,,0.0323,0.0430,0.0382,0.00444,0.00846
2024-05-29 10:47:06,0.0117,0.0610,0.0172,0.154,0.00661,0.102,0.0729,,,0.0323,0.0430,0.0382,0.00444,0.00846
2024-05-29 10:47:08,0.0122,0.0610,0.0172,0.154,0.00661,0.102,0.0754,,,0.0323,0.0430,0.0382,0.00444,0.00937
2024-05-29 10:47:10,0.0122,0.0610,0.0177,0.165,0.00685,0.102,0.0760,,,0.0338,0.0430,0.0397,0.00429,0.00937
2024-05-29 10:47:12,0.0122,0.0629,0.0177,0.165,0.00685,0.102,0.0765,,,0.0338,0.0430,0.0397,0.00467,0.00937
2024-05-29 10:47:14,0.0122,0.0652,0.0185,0.159,0.00703,0.109,0.0770,,,0.0338,0.0440,0.0397,0.00467,0.00937
2024-05-29 10:47:16,0.0122,0.0652,0.0185,0.167,0.00703,0.109,0.0775,,,0.0338,0.0463,0.0397,0.00467,0.00937
2024-05-29 10:47:18,0.0122,0.0652,0.0185,0.167,0.00703,0.109,0.0781,,,0.0338,0.0463,0.0413,0.00467,0.00937
2024-05-29 10:47:20,0.0118,0.0652,0.0185,0.167,0.00703,0.109,0.0786,,,0.0346,0.0463,0.0413,0.00467,0.00937
2024-05-29 10:47:22,0.0117,0.0679,0.0188,0.167,0.00703,0.109,0.0791,,,0.0358,0.0463,0.0433,0.00467,0.00937
2024-05-29 10:47:24,0.0131,0.0679,0.0188,0.167,0.00725,0.109,0.0817,,,0.0358,0.0463,0.0433,0.00467,0.00969
2024-05-29 10:47:26,0.0131,0.0679,0.0188,0.167,0.00725,0.109,0.0817,,,0.0358,0.0463,0.0433,0.00475,0.0102
2024-05-29 10:47:28,0.0131,0.0679,0.0194,0.172,0.00725,0.110,0.0817,,,0.0358,0.0463,0.0433,0.00489,0.0102
2024-05-29 10:47:30,0.0131,0.0679,0.0195,0.179,0.00725,0.117,0.0817,,,0.0358,0.0479,0.0433,0.00489,0.0102
2024-05-29 10:47:32,0.0131,0.0719,0.0201,0.179,0.00700,0.120,0.0817,,,0.0379,0.0496,0.0433,0.00489,0.0102
2024-05-29 10:47:34,0.0131,0.0719,0.0201,0.173,0.00736,0.120,0.0817,,,0.0367,0.0496,0.0447,0.00489,0.0102
2024-05-29 10:47:36,0.0138,0.0719,0.0204,0.180,0.00762,0.120,0.0817,,,0.0385,0.0496,0.0466,0.00489,0.0102
2024-05-29 10:47:38,0.0141,0.0741,0.0204,0.180,0.00762,0.120,0.0838,,,0.0385,0.0496,0.0466,0.00494,0.0102
2024-05-29 10:47:40,0.0141,0.0741,0.0204,0.180,0.00762,0.120,0.0865,,,0.0385,0.0496,0.0466,0.00494,0.0102
2024-05-29 10:47:42,0.0141,0.0741,0.0204,0.180,0.00762,0.120,0.0865,,,0.0385,0.0524,0.0466,0.00508,0.0110
2024-05-29 10:47:44,0.0141,0.0741,0.0204,0.180,0.00762,0.120,0.0865,,,0.0385,0.0524,0.0466,0.00508,0.0110
2024-05-29 10:47:46,0.0141,0.0741,0.0215,0.180,0.00762,0.125,0.0865,,,0.0385,0.0538,0.0466,0.00508,0.0110
2024-05-29 10:47:48,0.0143,0.0773,0.0215,0.188,0.00768,0.126,0.0865,,,0.0397,0.0538,0.0466,0.00508,0.0110
2024-05-29 10:47:50,0.0143,0.0773,0.0215,0.188,0.00804,0.131,0.0880,,,0.0406,0.0538,0.0498,0.00508,0.0110
2024-05-29 10:47:52,0.0147,0.0792,0.0215,0.188,0.00804,0.131,0.0899,,,0.0406,0.0538,0.0498,0.00508,0.0111
2024-05-29 10:47:54,0.0147,0.0792,0.0215,0.188,0.00804,0.131,0.0927,,,0.0406,0.0538,0.0498,0.00493,0.0113
2024-05-29 10:47:56,0.0147,0.0792,0.0222,0.188,0.00804,0.131,0.0927,,,0.0406,0.0538,0.0498,0.00513,0.0117
2024-05-29 10:47:58,0.0147,0.0792,0.0222,0.188,0.00804,0.131,0.0927,,,0.0422,0.0559,0.0498,0.00526,0.0117
2024-05-29 10:48:00,0.0147,0.0792,0.0222,0.189,0.00812,0.131,0.0927,,,0.0422,0.0559,0.0503,0.00526,0.0117
2024-05-29 10:48:02,0.0147,0.0802,0.0215,0.189,0.00812,0.132,0.0927,,,0.0422,0.0567,0.0503,0.00526,0.0117
2024-05-29 10:48:04,0.0143,0.0821,0.0213,0.189,0.00812,0.132,0.0927,,,0.0427,0.0567,0.0510,0.00526,0.0118
2024-05-29 10:48:06,0.0155,0.0848,0.0227,0.187,0.00815,0.137,0.0927,,,0.0427,0.0567,0.0528,0.00526,0.0118
2024-05-29 10:48:08,0.0155,0.0848,0.0230,0.194,0.00821,0.137,0.0898,,,0.0427,0.0567,0.0528,0.00526,0.0118
2024-05-29 10:48:10,0.0155,0.0848,0.0232,0.194,0.00847,0.137,0.0967,,,0.0427,0.0567,0.0528,0.00526,0.0118
2024-05-29 10:48:12,0.0155,0.0848,0.0239,0.194,0.00847,0.137,0.0967,,,0.0430,0.0580,0.0532,0.00540,0.0118
2024-05-29 10:48:14,0.0155,0.0848,0.0239,0.194,0.00847,0.137,0.0967,,,0.0433,0.0580,0.0532,0.00540,0.0122
2024-05-29 10:48:16,0.0155,0.0848,0.0239,0.194,0.00820,0.139,0.0967,,,0.0436,0.0580,0.0532,0.00540,0.0123
2024-05-29 10:48:18,0.0155,0.0848,0.0239,0.194,0.00859,0.139,0.0967,,,0.0449,0.0589,0.0532,0.00540,0.0123
2024-05-29 10:48:20,0.0155,0.0867,0.0242,0.194,0.00859,0.139,0.0996,,,0.0453,0.0589,0.0532,0.00540,0.0123
2024-05-29 10:48:22,0.0163,0.0895,0.0242,0.194,0.00859,0.142,0.0996,,,0.0453,0.0605,0.0549,0.00540,0.0123
2024-05-29 10:48:24,0.0163,0.0895,0.0242,0.194,0.00859,0.142,0.0996,,,0.0453,0.0605,0.0557,0.00540,0.0123
2024-05-29 10:48:26,0.0163,0.0895,0.0248,0.197,0.00885,0.142,0.101,,,0.0453,0.0605,0.0557,0.00540,0.0124
