"Time","adservice-6b4979fd86-tnxvz","adservice-6fd97c5f66-85vlz","cartservice-56464cbd57-mmb44","cartservice-88fdf8db5-2wr56","checkoutservice-57ff9b6f6f-chntd","checkoutservice-77bcb7ccc7-f46zn","currencyservice-758cffcb79-mmx4m","currencyservice-84f9ccd67-rjh2b","emailservice-6b8c7568f6-sq8lf","emailservice-f56d9cccb-zbwv5","frontend-544d59f594-bp5hp","frontend-7b6c847994-j72tz","loadgenerator-56c4cd7887-r425m","loadgenerator-64d987f766-wkpjd","paymentservice-584488cb95-kxs6t","paymentservice-fdb87db6c-n75xr","productcatalogservice-579f77468b-lf649","productcatalogservice-68f4dbd84b-6jhgk","recommendationservice-564896d75f-4djl7","recommendationservice-75cdbfb85f-tbx68","redis-cart-689d957757-xs562","redis-cart-7fc544db85-mk6rh","shippingservice-79d4cfc86c-8h4z5","shippingservice-8f959b975-tfj6s"
2024-05-29 14:35:22,0.0193,0.00179,0.00154,0.0121,0.000153,0.000527,0.000371,0.00696,0.00102,0.00348,0.000941,0.000178,0.00350,0.00632,0.00355,0.000397,0.000160,0.000479,0.00383,0.00134,0.00162,0.000907,0.000369,0.000261
2024-05-29 14:35:24,0.0197,0.00177,0.00153,0.0123,0.000151,0.000536,0.000368,0.00709,0.00101,0.00318,0.000959,0.000176,0.00347,0.00656,0.00362,0.000397,0.000158,0.000488,0.00391,0.00133,0.00160,0.000923,0.000376,0.000258
2024-05-29 14:35:26,0.0201,0.00176,0.00151,0.0125,0.000150,0.000545,0.000364,0.00722,0.00100,0.00326,0.000976,0.000175,0.00344,0.00609,0.00444,0.000393,0.000156,0.000497,0.00394,0.00132,0.00159,0.000940,0.000559,0.000256
2024-05-29 14:35:28,0.0204,0.00174,0.00150,0.0128,0.000150,0.000555,0.000361,0.00736,0.000992,0.00333,0.000993,0.000173,0.00342,0.00631,0.00453,0.000390,0.000155,0.00104,0.00401,0.00130,0.00157,0.000957,0.000568,0.000253
2024-05-29 14:35:30,0.0192,0.00173,0.00148,0.0130,0.000149,0.000518,0.000357,0.00749,0.000982,0.00339,0.00101,0.000171,0.00339,0.00653,0.00462,0.000386,0.000153,0.00105,0.00408,0.00129,0.00156,0.000974,0.000578,0.000250
2024-05-29 14:35:32,0.0195,0.00172,0.00147,0.0156,0.000147,0.00138,0.000353,0.00762,0.000972,0.00346,0.00213,0.000170,0.00336,0.00675,0.00471,0.000382,0.000150,0.00107,0.00416,0.00128,0.00154,0.000990,0.000588,0.000250
2024-05-29 14:35:34,0.0199,0.00170,0.00149,0.0159,0.000146,0.00140,0.000350,0.0115,0.000967,0.00352,0.00216,0.000168,0.00333,0.00697,0.00480,0.000378,0.000148,0.00109,0.00423,0.00126,0.00152,0.00101,0.000598,0.000247
2024-05-29 14:35:36,0.0202,0.00169,0.00147,0.0162,0.000144,0.00143,0.000346,0.0117,0.000958,0.00359,0.00220,0.000170,0.00331,0.00719,0.00489,0.000366,0.000147,0.00111,0.00430,0.00125,0.00151,0.00105,0.000608,0.000245
2024-05-29 14:35:38,0.0206,0.00167,0.00146,0.0165,0.000136,0.00145,0.000355,0.0119,0.000948,0.00365,0.00223,0.000168,0.00328,0.00741,0.00498,0.000362,0.000145,0.00113,0.00438,0.00124,0.00149,0.00107,0.000618,0.000242
2024-05-29 14:35:40,0.0197,0.00166,0.00144,0.0167,0.000142,0.00147,0.000351,0.0121,0.000938,0.00367,0.00227,0.000167,0.00325,0.00763,0.00682,0.000358,0.000144,0.00115,0.00445,0.00123,0.00147,0.00109,0.00101,0.000239
2024-05-29 14:35:42,0.0201,0.00164,0.00143,0.0169,0.000140,0.00150,0.000347,0.0123,0.000928,0.00373,0.00330,0.000165,0.00322,0.00721,0.00694,0.000355,0.000142,0.00116,0.00452,0.00121,0.00146,0.00110,0.00102,0.000237
2024-05-29 14:35:44,0.0204,0.00163,0.00141,0.0172,0.000138,0.00152,0.000344,0.0158,0.000920,0.00380,0.00336,0.000163,0.00320,0.00741,0.00707,0.000351,0.000141,0.00110,0.00491,0.00121,0.00144,0.00112,0.00104,0.000235
2024-05-29 14:35:46,0.0207,0.00161,0.00140,0.0175,0.000137,0.00154,0.000340,0.0161,0.000910,0.00386,0.00341,0.000162,0.00317,0.00761,0.00719,0.000331,0.000121,0.00217,0.00498,0.00120,0.00142,0.00114,0.00106,0.000233
2024-05-29 14:35:48,0.0210,0.00160,0.00133,0.0177,0.000135,0.00156,0.000336,0.0163,0.000900,0.00393,0.00346,0.000163,0.00307,0.00781,0.00731,0.000331,0.000127,0.00221,0.00506,0.00119,0.00141,0.00116,0.00107,0.000230
2024-05-29 14:35:50,0.0213,0.00158,0.00140,0.0180,0.000134,0.00146,0.000332,0.0166,0.000891,0.00399,0.00351,0.000161,0.00316,0.00801,0.00743,0.000345,0.000125,0.00224,0.00514,0.00117,0.00139,0.00117,0.00109,0.000227
2024-05-29 14:35:52,0.0217,0.00157,0.00138,0.0183,0.000132,0.00274,0.000320,0.0168,0.000881,0.00406,0.00357,0.000159,0.00313,0.00821,0.00755,0.000341,0.000124,0.00227,0.00522,0.00116,0.00138,0.00110,0.00110,0.000225
2024-05-29 14:35:54,0.0220,0.00155,0.00137,0.0186,0.000131,0.00278,0.000334,0.0171,0.000871,0.00415,0.00362,0.000157,0.00310,0.00841,0.00712,0.000337,0.000123,0.00231,0.00562,0.00115,0.00137,0.00130,0.00112,0.000222
2024-05-29 14:35:56,0.0208,0.00154,0.00135,0.0194,0.000135,0.00282,0.000331,0.0173,0.000861,0.00421,0.00367,0.000156,0.00308,0.00861,0.0103,0.000334,0.000121,0.00234,0.00571,0.00113,0.00135,0.00132,0.00114,0.000219
2024-05-29 14:35:58,0.0215,0.00153,0.00134,0.0196,0.000133,0.00286,0.000327,0.0228,0.000853,0.00428,0.00348,0.000154,0.00305,0.00786,0.0105,0.000330,0.000120,0.00327,0.00579,0.00114,0.00133,0.00133,0.00115,0.000203
2024-05-29 14:36:00,0.0218,0.00152,0.00132,0.0199,0.000132,0.00290,0.000323,0.0231,0.000843,0.00434,0.00613,0.000152,0.00302,0.00933,0.0107,0.000326,0.000118,0.00332,0.00587,0.00112,0.00132,0.00135,0.00180,0.000200
2024-05-29 14:36:02,0.0222,0.00150,0.00131,0.0202,0.000130,0.00383,0.000319,0.0234,0.000834,0.00440,0.00621,0.000151,0.00299,0.00954,0.0108,0.000323,0.000117,0.00337,0.00596,0.00111,0.00130,0.00137,0.00183,0.000198
2024-05-29 14:36:04,0.0225,0.00149,0.00129,0.0205,0.000128,0.00388,0.000315,0.0237,0.000824,0.00447,0.00630,0.000154,0.00296,0.00975,0.0110,0.000319,0.000115,0.00342,0.00604,0.00110,0.00128,0.00139,0.00185,0.000195
2024-05-29 14:36:06,0.0228,0.00147,0.00128,0.0208,0.000127,0.00393,0.000311,0.0241,0.000814,0.00453,0.00638,0.000152,0.00295,0.00995,0.0112,0.000322,0.000119,0.00346,0.00612,0.00109,0.00126,0.00141,0.00188,0.000193
2024-05-29 14:36:08,0.0231,0.00146,0.00129,0.0210,0.000125,0.00398,0.000308,0.0244,0.000812,0.00460,0.00647,0.000150,0.00293,0.0102,0.0113,0.000319,0.000117,0.00480,0.00717,0.00107,0.00125,0.00143,0.00190,0.000191
2024-05-29 14:36:10,0.0234,0.00144,0.00128,0.0213,0.000107,0.00404,0.000299,0.0247,0.000802,0.00466,0.00656,0.000149,0.00290,0.0104,0.0115,0.000315,0.000116,0.00486,0.00727,0.00106,0.00123,0.00136,0.00193,0.000192
2024-05-29 14:36:12,0.0230,0.00135,0.00126,0.0221,0.000105,0.00409,0.000296,0.0322,0.000792,0.00437,0.00664,0.000147,0.00287,0.0110,0.0108,0.000311,0.000115,0.00493,0.00737,0.00105,0.00121,0.00136,0.00195,0.000190
2024-05-29 14:36:14,0.0233,0.00141,0.00125,0.0224,0.000104,0.00414,0.000292,0.0326,0.000783,0.00508,0.00635,0.000145,0.00284,0.0112,0.0159,0.000307,0.000113,0.00499,0.00746,0.00103,0.00120,0.00163,0.00198,0.000187
2024-05-29 14:36:16,0.0236,0.00140,0.00123,0.0227,0.000102,0.00571,0.000288,0.0331,0.000773,0.00515,0.00942,0.000143,0.00281,0.0114,0.0161,0.000304,0.000112,0.00506,0.00756,0.00102,0.00118,0.00165,0.00271,0.000185
2024-05-29 14:36:18,0.0239,0.00138,0.00122,0.0230,0.000101,0.00578,0.000284,0.0335,0.000763,0.00522,0.00954,0.000137,0.00278,0.0116,0.0163,0.000300,0.000110,0.00512,0.00765,0.00100,0.00116,0.00167,0.00274,0.000182
2024-05-29 14:36:20,0.0242,0.00137,0.00120,0.0233,0.0000980,0.00585,0.000281,0.0339,0.000706,0.00529,0.00966,0.000143,0.00276,0.0118,0.0165,0.000289,0.000107,0.00519,0.00775,0.000990,0.00105,0.00169,0.00277,0.000180
2024-05-29 14:36:22,0.0239,0.00135,0.00119,0.0236,0.000104,0.00592,0.000278,0.0343,0.000748,0.00536,0.00978,0.000142,0.00260,0.0121,0.0168,0.000285,0.000106,0.00525,0.00785,0.000977,0.00112,0.00171,0.00281,0.000179
2024-05-29 14:36:24,0.0242,0.00134,0.00117,0.0239,0.000102,0.00600,0.000278,0.0393,0.000738,0.00543,0.00990,0.000140,0.00271,0.0123,0.0170,0.000282,0.000104,0.00503,0.00794,0.000964,0.00111,0.00178,0.00284,0.000176
2024-05-29 14:36:26,0.0245,0.00132,0.00120,0.0255,0.000101,0.00607,0.000291,0.0398,0.000728,0.00550,0.0100,0.000138,0.00268,0.0115,0.0195,0.000278,0.000103,0.00678,0.00894,0.000951,0.00109,0.00180,0.00288,0.000174
2024-05-29 14:36:28,0.0248,0.00131,0.00119,0.0259,0.0000991,0.00614,0.000287,0.0403,0.000718,0.00556,0.0123,0.000136,0.00265,0.0115,0.0197,0.000274,0.000101,0.00686,0.00904,0.000939,0.00107,0.00182,0.00344,0.000171
2024-05-29 14:36:30,0.0251,0.00114,0.00117,0.0262,0.0000976,0.00733,0.000283,0.0407,0.000708,0.00529,0.0124,0.000134,0.00263,0.0138,0.0199,0.000271,0.0000999,0.00695,0.00915,0.000926,0.00106,0.00184,0.00348,0.000169
2024-05-29 14:36:32,0.0254,0.00114,0.00116,0.0265,0.0000961,0.00742,0.000279,0.0412,0.000698,0.00602,0.0126,0.000133,0.00260,0.0140,0.0202,0.000267,0.0000984,0.00703,0.00926,0.000913,0.00104,0.00187,0.00352,0.000166
2024-05-29 14:36:34,0.0257,0.00120,0.00114,0.0268,0.0000946,0.00750,0.000275,0.0417,0.000688,0.00609,0.0127,0.000134,0.00257,0.0143,0.0204,0.000246,0.0000970,0.00711,0.00937,0.000897,0.00102,0.00196,0.00356,0.000163
2024-05-29 14:36:36,0.0260,0.00119,0.00113,0.0271,0.0000931,0.00758,0.000271,0.0422,0.000678,0.00617,0.0129,0.000132,0.00254,0.0145,0.0207,0.000246,0.0000963,0.00719,0.00947,0.000885,0.00101,0.00199,0.00360,0.000161
2024-05-29 14:36:38,0.0249,0.00117,0.00111,0.0274,0.0000913,0.00767,0.000267,0.0481,0.000668,0.00624,0.0130,0.000131,0.00251,0.0147,0.0209,0.000246,0.0000948,0.00728,0.00958,0.000872,0.000985,0.00201,0.00364,0.000147
2024-05-29 14:36:40,0.0249,0.00116,0.00109,0.0277,0.0000898,0.00884,0.000256,0.0486,0.000658,0.00631,0.0131,0.000129,0.00238,0.0150,0.0242,0.000257,0.0000934,0.00736,0.00969,0.000859,0.000968,0.00203,0.00420,0.000156
2024-05-29 14:36:42,0.0257,0.00114,0.00115,0.0266,0.0000883,0.00893,0.000253,0.0492,0.000647,0.00638,0.0133,0.000127,0.00250,0.0152,0.0245,0.000254,0.0000919,0.00894,0.00929,0.000846,0.000951,0.00205,0.00424,0.000154
2024-05-29 14:36:44,0.0259,0.00113,0.00113,0.0306,0.0000868,0.00903,0.000249,0.0497,0.000637,0.00646,0.0127,0.000125,0.00247,0.0162,0.0248,0.000250,0.0000904,0.00904,0.0110,0.000833,0.000935,0.00207,0.00429,0.000151
2024-05-29 14:36:46,0.0262,0.00111,0.00111,0.0309,0.0000853,0.00913,0.000245,0.0502,0.000627,0.00699,0.0170,0.000131,0.00244,0.0164,0.0250,0.000246,0.0000889,0.00914,0.0111,0.000820,0.000918,0.00210,0.00434,0.000149
2024-05-29 14:36:48,0.0265,0.00110,0.00110,0.0313,0.0000838,0.00922,0.000241,0.0545,0.000617,0.00707,0.0172,0.000129,0.00241,0.0167,0.0253,0.000242,0.0000875,0.00924,0.0113,0.000808,0.000902,0.00212,0.00438,0.000146
2024-05-29 14:36:50,0.0268,0.00111,0.00108,0.0316,0.0000823,0.0106,0.000237,0.0551,0.000607,0.00714,0.0173,0.000127,0.00238,0.0169,0.0256,0.000239,0.0000860,0.00934,0.0114,0.000795,0.000798,0.00224,0.00443,0.000143
2024-05-29 14:36:52,0.0271,0.00109,0.00106,0.0319,0.0000808,0.0107,0.000243,0.0557,0.000558,0.00722,0.0175,0.000125,0.00235,0.0171,0.0259,0.000235,0.0000845,0.00944,0.0115,0.000777,0.000859,0.00227,0.00448,0.000141
2024-05-29 14:36:54,0.0273,0.00108,0.00105,0.0323,0.0000869,0.0109,0.000239,0.0562,0.000598,0.00730,0.0177,0.000123,0.00232,0.0180,0.0249,0.000238,0.0000878,0.0107,0.0116,0.000764,0.000843,0.00229,0.00530,0.000138
2024-05-29 14:36:56,0.0268,0.00106,0.00103,0.0326,0.0000852,0.0110,0.000235,0.0568,0.000588,0.00738,0.0179,0.000121,0.00230,0.0183,0.0249,0.000234,0.0000863,0.0108,0.0117,0.000752,0.000826,0.00231,0.00535,0.000139
2024-05-29 14:36:58,0.0270,0.00105,0.00105,0.0343,0.0000836,0.0111,0.000231,0.0574,0.000578,0.00746,0.0203,0.000119,0.00230,0.0185,0.0308,0.000230,0.0000847,0.0109,0.0132,0.000739,0.000810,0.00234,0.00541,0.000136
2024-05-29 14:37:00,0.0273,0.00104,0.00103,0.0346,0.0000819,0.0112,0.000227,0.0580,0.000567,0.00753,0.0205,0.0000837,0.00227,0.0188,0.0312,0.000226,0.0000832,0.0110,0.0133,0.000726,0.000794,0.00236,0.00546,0.000134
2024-05-29 14:37:02,0.0276,0.00102,0.00102,0.0350,0.0000803,0.0126,0.000222,0.0585,0.000557,0.00803,0.0207,0.0000822,0.00224,0.0190,0.0315,0.000222,0.0000816,0.0111,0.0134,0.000714,0.000777,0.00238,0.00552,0.000131
2024-05-29 14:37:04,0.0278,0.00101,0.000998,0.0353,0.0000786,0.0127,0.000223,0.0563,0.000547,0.00811,0.0209,0.0000808,0.00221,0.0193,0.0318,0.000218,0.0000801,0.0112,0.0136,0.000701,0.000761,0.00241,0.00557,0.000128
2024-05-29 14:37:06,0.0281,0.000997,0.000980,0.0356,0.0000770,0.0128,0.000219,0.0656,0.000537,0.00819,0.0211,0.0000794,0.00218,0.0205,0.0321,0.000218,0.0000785,0.0126,0.0137,0.000695,0.000744,0.00256,0.00563,0.000126
2024-05-29 14:37:08,0.0284,0.000983,0.000963,0.0360,0.0000754,0.0129,0.000215,0.0662,0.000526,0.00827,0.0213,0.0000780,0.00215,0.0208,0.0325,0.000214,0.0000780,0.0127,0.0138,0.000682,0.000730,0.00259,0.00644,0.000123
2024-05-29 14:37:10,0.0282,0.000968,0.00101,0.0378,0.0000722,0.0131,0.000211,0.0668,0.000509,0.00836,0.0240,0.0000766,0.00212,0.0210,0.0328,0.000210,0.0000765,0.0128,0.0139,0.000670,0.000713,0.00261,0.00650,0.000120
2024-05-29 14:37:12,0.0285,0.000953,0.000995,0.0382,0.0000706,0.0132,0.000206,0.0675,0.000499,0.00844,0.0242,0.0000752,0.00209,0.0213,0.0331,0.000206,0.0000749,0.0130,0.0155,0.000657,0.000697,0.00264,0.00656,0.000118
2024-05-29 14:37:14,0.0288,0.000939,0.000977,0.0385,0.0000690,0.0133,0.000202,0.0681,0.000489,0.00898,0.0244,0.0000779,0.00196,0.0216,0.0375,0.000202,0.0000733,0.0131,0.0156,0.000644,0.000681,0.00266,0.00662,0.000115
2024-05-29 14:37:16,0.0290,0.000924,0.000958,0.0389,0.0000673,0.0129,0.000198,0.0687,0.000479,0.00907,0.0246,0.0000764,0.00196,0.0218,0.0378,0.000191,0.0000717,0.0145,0.0158,0.000631,0.000664,0.00278,0.00669,0.000113
2024-05-29 14:37:18,0.0293,0.000909,0.000939,0.0392,0.0000657,0.0158,0.000191,0.0735,0.000469,0.00915,0.0249,0.0000749,0.00206,0.0221,0.0382,0.000187,0.0000702,0.0146,0.0159,0.000618,0.000559,0.00280,0.00675,0.000110
2024-05-29 14:37:20,0.0295,0.000895,0.000920,0.0396,0.0000641,0.0159,0.000187,0.0741,0.000458,0.00924,0.0275,0.0000734,0.00203,0.0212,0.0386,0.000183,0.0000686,0.0148,0.0160,0.000605,0.000625,0.00283,0.00681,0.000107
2024-05-29 14:37:22,0.0298,0.000866,0.000902,0.0399,0.0000625,0.0161,0.000183,0.0748,0.000448,0.00933,0.0277,0.0000719,0.00200,0.0212,0.0389,0.000179,0.0000670,0.0149,0.0162,0.000584,0.000609,0.00285,0.00768,0.000105
2024-05-29 14:37:24,0.0301,0.000852,0.000966,0.0403,0.0000655,0.0162,0.000179,0.0755,0.000446,0.00941,0.0280,0.0000704,0.00197,0.0250,0.0393,0.000175,0.0000732,0.0150,0.0163,0.000572,0.000593,0.00288,0.00775,0.000102
2024-05-29 14:37:26,0.0291,0.000837,0.000946,0.0388,0.0000638,0.0164,0.000174,0.0761,0.000435,0.00950,0.0282,0.0000689,0.00194,0.0252,0.0397,0.000172,0.0000715,0.0152,0.0181,0.000559,0.000577,0.00290,0.00782,0.000102
2024-05-29 14:37:28,0.0302,0.000823,0.000926,0.0434,0.0000621,0.0165,0.000170,0.0768,0.000425,0.00959,0.0285,0.0000664,0.00191,0.0255,0.0400,0.000145,0.0000697,0.0169,0.0183,0.000546,0.000560,0.00293,0.00789,0.0000992
2024-05-29 14:37:30,0.0304,0.000808,0.000905,0.0438,0.0000603,0.0187,0.000166,0.0775,0.000415,0.0104,0.0287,0.0000649,0.00188,0.0258,0.0449,0.000142,0.0000680,0.0170,0.0184,0.000533,0.000544,0.00310,0.00796,0.0000965
2024-05-29 14:37:32,0.0307,0.000794,0.000885,0.0441,0.0000586,0.0189,0.000182,0.0782,0.000405,0.0105,0.0290,0.0000634,0.00175,0.0261,0.0453,0.000138,0.0000662,0.0172,0.0186,0.000521,0.000528,0.00313,0.00803,0.0000938
2024-05-29 14:37:34,0.0309,0.000780,0.000864,0.0445,0.0000569,0.0190,0.000177,0.0755,0.000394,0.0106,0.0292,0.0000619,0.00185,0.0264,0.0457,0.000135,0.0000644,0.0173,0.0188,0.000508,0.000511,0.00315,0.00878,0.0000910
2024-05-29 14:37:36,0.0312,0.000765,0.000844,0.0449,0.0000470,0.0192,0.000173,0.0755,0.000379,0.0107,0.0282,0.0000605,0.00182,0.0267,0.0461,0.000132,0.0000627,0.0175,0.0189,0.000495,0.000491,0.00318,0.00886,0.0000797
2024-05-29 14:37:38,0.0315,0.000660,0.000880,0.0453,0.0000470,0.0194,0.000168,0.0853,0.000369,0.0108,0.0282,0.0000590,0.00179,0.0257,0.0465,0.0000932,0.0000609,0.0187,0.0191,0.000483,0.000475,0.00321,0.00893,0.0000773
2024-05-29 14:37:40,0.0317,0.000660,0.000858,0.0457,0.0000540,0.0195,0.000163,0.0860,0.000359,0.0109,0.0349,0.0000575,0.00176,0.0293,0.0469,0.0000932,0.0000556,0.0188,0.0192,0.000466,0.000458,0.00323,0.00901,0.0000749
2024-05-29 14:37:42,0.0320,0.000660,0.000836,0.0460,0.0000522,0.0197,0.000159,0.0867,0.000349,0.0109,0.0352,0.0000592,0.00172,0.0296,0.0498,0.0000932,0.0000556,0.0190,0.0194,0.000453,0.000442,0.00326,0.00908,0.0000725
2024-05-29 14:37:44,0.0311,0.000703,0.000814,0.0446,0.0000503,0.0198,0.000154,0.0874,0.000339,0.0110,0.0355,0.0000576,0.00169,0.0299,0.0503,0.000102,0.0000628,0.0192,0.0187,0.000441,0.000426,0.00329,0.00983,0.0000700
2024-05-29 14:37:46,0.0317,0.000689,0.000792,0.0446,0.0000485,0.0193,0.000181,0.0882,0.000329,0.0107,0.0357,0.0000561,0.00166,0.0302,0.0507,0.0000993,0.0000608,0.0193,0.0219,0.000428,0.000410,0.00346,0.00991,0.0000494
2024-05-29 14:37:48,0.0320,0.000674,0.000770,0.0498,0.0000467,0.0227,0.000176,0.0889,0.000319,0.0121,0.0360,0.0000545,0.00168,0.0305,0.0511,0.0000965,0.0000588,0.0195,0.0221,0.000416,0.000393,0.00349,0.00999,0.0000494
2024-05-29 14:37:50,0.0323,0.000660,0.000748,0.0502,0.0000449,0.0228,0.000170,0.0936,0.000303,0.0122,0.0363,0.0000530,0.00165,0.0308,0.0516,0.0000937,0.0000568,0.0196,0.0223,0.000403,0.000377,0.00352,0.0101,0.0000582
2024-05-29 14:37:52,0.0325,0.000645,0.000726,0.0506,0.0000430,0.0230,0.000164,0.0943,0.000293,0.0123,0.0366,0.0000542,0.00162,0.0312,0.0520,0.0000909,0.0000547,0.0191,0.0225,0.000391,0.000267,0.00355,0.0102,0.0000559
2024-05-29 14:37:54,0.0328,0.000631,0.000794,0.0510,0.0000412,0.0232,0.000158,0.0951,0.000283,0.0124,0.0369,0.0000526,0.00159,0.0315,0.0524,0.0000881,0.0000527,0.0191,0.0226,0.000378,0.000267,0.00357,0.0102,0.0000536
2024-05-29 14:37:56,0.0328,0.000616,0.000769,0.0514,0.0000291,0.0234,0.000152,0.0958,0.000273,0.0125,0.0418,0.0000509,0.00156,0.0303,0.0528,0.0000853,0.0000507,0.0231,0.0228,0.000365,0.000319,0.00360,0.0103,0.0000513
2024-05-29 14:37:58,0.0330,0.000569,0.000744,0.0518,0.0000277,0.0236,0.000147,0.0966,0.000263,0.0126,0.0422,0.0000493,0.00152,0.0303,0.0511,0.0000619,0.0000487,0.0233,0.0230,0.000353,0.000303,0.00363,0.0104,0.0000490
2024-05-29 14:38:00,0.0333,0.000556,0.000719,0.0522,0.0000264,0.0237,0.000131,0.0973,0.000253,0.0127,0.0425,0.0000477,0.00149,0.0353,0.0587,0.0000619,0.0000435,0.0235,0.0252,0.000340,0.000287,0.00366,0.0117,0.0000468
2024-05-29 14:38:02,0.0335,0.000542,0.000694,0.0568,0.0000250,0.0239,0.000154,0.0981,0.000244,0.0128,0.0428,0.0000461,0.00136,0.0356,0.0592,0.0000619,0.0000416,0.0237,0.0254,0.000328,0.000270,0.00354,0.0117,0.0000445
2024-05-29 14:38:04,0.0338,0.000528,0.000670,0.0573,0.0000237,0.0232,0.000148,0.0988,0.000234,0.0129,0.0431,0.0000445,0.00136,0.0360,0.0596,0.0000693,0.0000398,0.0238,0.0256,0.000316,0.000254,0.00396,0.0118,0.0000422
2024-05-29 14:38:06,0.0340,0.000515,0.000645,0.0577,0.0000155,0.0277,0.000141,0.0961,0.000224,0.0140,0.0435,0.0000516,0.00145,0.0363,0.0601,0.0000666,0.0000379,0.0240,0.0258,0.000303,0.000238,0.00399,0.0119,0.0000390
2024-05-29 14:38:08,0.0343,0.000504,0.000620,0.0581,0.0000155,0.0279,0.000134,0.0961,0.000156,0.0141,0.0438,0.0000496,0.00142,0.0366,0.0606,0.0000639,0.0000360,0.0264,0.0260,0.000291,0.000224,0.00402,0.0120,0.0000368
2024-05-29 14:38:10,0.0345,0.000490,0.000744,0.0586,0.0000197,0.0282,0.000128,0.107,0.000156,0.0142,0.0441,0.0000477,0.00139,0.0370,0.0610,0.0000613,0.0000341,0.0266,0.0262,0.000278,0.000207,0.00405,0.0121,0.0000346
2024-05-29 14:38:12,0.0336,0.000476,0.000714,0.0590,0.0000183,0.0284,0.000121,0.108,0.000195,0.0144,0.0488,0.0000457,0.00135,0.0373,0.0615,0.0000586,0.0000322,0.0268,0.0264,0.000264,0.000191,0.00408,0.0122,0.0000324
2024-05-29 14:38:14,0.0360,0.000463,0.000683,0.0594,0.0000169,0.0286,0.000114,0.108,0.000185,0.0145,0.0492,0.0000438,0.00132,0.0399,0.0653,0.0000560,0.0000333,0.0270,0.0266,0.000252,0.000175,0.00411,0.0133,0.0000302
