"Time","{container=""main"", instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""default"", pod=""loadgenerator-56c4cd7887-n5x68"", uid=""b6dd4de0-9a2d-4c63-a297-4082d45aee3b""}","{container=""main"", instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""default"", pod=""loadgenerator-56c4cd7887-r425m"", uid=""f0f78182-a113-4da1-a7ae-fd47f1b1c7ce""}","{container=""main"", instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""default"", pod=""loadgenerator-675b588654-rrgkb"", uid=""13f04fba-bdd3-4fc7-94a1-c78636b752d5""}","{container=""redis"", instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""default"", pod=""redis-cart-5bbccd47f-kr6wf"", uid=""381bca7e-d822-4f68-989f-f910eda2c666""}","{container=""redis"", instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""default"", pod=""redis-cart-689d957757-xs562"", uid=""87e9c8c4-aac5-492d-a046-f46cb43e7dc8""}","{container=""server"", instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""default"", pod=""adservice-6fd97c5f66-85vlz"", uid=""37210729-6dfb-476d-81a3-0c08af9a188d""}","{container=""server"", instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""default"", pod=""adservice-84674696bd-dwm2q"", uid=""30e17a62-10a0-46c3-b7ce-d7ac447cb2d7""}","{container=""server"", instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""default"", pod=""cartservice-56464cbd57-mmb44"", uid=""4ff75332-080b-49e0-804d-ebd09edbd4a0""}","{container=""server"", instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""default"", pod=""cartservice-d6c6b89c5-thm6z"", uid=""a30db430-f30b-40ca-8694-31d569817728""}","{container=""server"", instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""default"", pod=""checkoutservice-547698945f-kkq85"", uid=""76705c07-9ad4-4a17-93c1-3a8ec4850476""}","{container=""server"", instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""default"", pod=""checkoutservice-57ff9b6f6f-chntd"", uid=""fe3cdf75-885b-44f2-9eb4-66e2b4f1bfa7""}","{container=""server"", instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""default"", pod=""currencyservice-6c79f6489c-xgcnj"", uid=""8fe137b4-48d4-4ca6-a51f-5217293d928a""}","{container=""server"", instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""default"", pod=""currencyservice-758cffcb79-mmx4m"", uid=""48d5dfc7-10bb-437d-8f2d-f5f110bad5e4""}","{container=""server"", instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""default"", pod=""emailservice-6b8c7568f6-sq8lf"", uid=""5e1c029d-8a0a-4896-be14-86cca555641a""}","{container=""server"", instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""default"", pod=""emailservice-7db8d45dbb-vjsbv"", uid=""f0f856a4-f954-4ef8-94d2-e3be08631b7b""}","{container=""server"", instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""default"", pod=""frontend-5b7bdb5976-5rlqp"", uid=""0e0f2557-6e40-40dd-b9c4-76604f0060c1""}","{container=""server"", instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""default"", pod=""frontend-7b6c847994-j72tz"", uid=""17eb3664-470c-4d2a-90d6-212063cab2b3""}","{container=""server"", instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""default"", pod=""paymentservice-5c459c6b77-stvrx"", uid=""b0cacd50-f3ce-445f-8206-d47f6c127bd8""}","{container=""server"", instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""default"", pod=""paymentservice-fdb87db6c-n75xr"", uid=""7dfe3781-04e6-4e33-817d-adb70d68365b""}","{container=""server"", instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""default"", pod=""productcatalogservice-579f77468b-lf649"", uid=""1794dfe4-288d-4d8e-a47a-41fe6dbf5b81""}","{container=""server"", instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""default"", pod=""productcatalogservice-58f898d544-ppwqq"", uid=""c76bdb5c-381e-4b2e-b00d-1e6056de4709""}","{container=""server"", instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""default"", pod=""recommendationservice-75cdbfb85f-tbx68"", uid=""3dbdb578-bbd6-4031-98f0-c8f87b1b0f6e""}","{container=""server"", instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""default"", pod=""recommendationservice-b44f7c66f-bhqth"", uid=""659b4b3e-7248-4fc4-a77a-ddea1ca63879""}","{container=""server"", instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""default"", pod=""shippingservice-6d78c69fb9-wrrsf"", uid=""27e08079-e7d2-4114-9235-423264c6646c""}","{container=""server"", instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""default"", pod=""shippingservice-8f959b975-tfj6s"", uid=""f80c2154-6cfc-45b8-ae01-7a995e175b95""}"
2024-05-29 14:03:38,0,0,0,,0,0,0,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:03:40,0,0,0,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:03:42,0,0,0,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:03:44,0,0,0,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:03:46,0,0,0,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:03:48,0,0,0,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:03:50,0,0,0,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:03:52,0,0,0,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:03:54,0,0,0,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:03:56,0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:03:58,0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:04:00,0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:04:02,0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:04:04,0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:04:06,0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:04:08,0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:04:10,0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:04:12,0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:04:14,0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:04:16,0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:04:18,0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:04:20,0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:04:22,0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:04:24,0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:04:26,0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:04:28,0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:04:30,0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:04:32,0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:04:34,0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:04:36,0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:04:38,0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:04:40,0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:04:42,0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:04:44,0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:04:46,0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:04:48,0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:04:50,0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:04:52,0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:04:54,0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:04:56,0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:04:58,0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:05:00,0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:05:02,0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:05:04,0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:05:06,0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:05:08,0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:05:10,0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:05:12,0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:05:14,0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:05:16,0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:05:18,0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:05:20,0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:05:22,0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:05:24,0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:05:26,0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:05:28,0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:05:30,0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:05:32,0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:05:34,0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:05:36,0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:05:38,0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:05:40,0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:05:42,0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:05:44,0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:05:46,0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:05:48,0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:05:50,0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:05:52,0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:05:54,0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:05:56,0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:05:58,0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:06:00,0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:06:02,0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:06:04,0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:06:06,0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:06:08,0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:06:10,0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:06:12,0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:06:14,0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:06:16,0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:06:18,0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:06:20,0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:06:22,0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:06:24,0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:06:26,0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:06:28,0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:06:30,0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:06:32,0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:06:34,0,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:06:36,,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:06:38,,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:06:40,,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:06:42,,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:06:44,,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:06:46,,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:06:48,,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:06:50,,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
2024-05-29 14:06:52,,0,,,0,0,,0,,,0,,0,0,,,0,,0,0,,0,,,0
