"Time","adservice-66cdf5d799-qjcz9","cartservice-594d56988-6zw54","checkoutservice-678cdcb74b-gxdhc","currencyservice-65f5c47df6-57ktd","emailservice-57d8c6575f-l28zv","frontend-6b49fbfbff-tr2t9","loadgenerator-7c6fb64488-pgsk2","loadgenerator-7c6fb64488-z47zq","paymentservice-dc6c9d6c6-4g7p8","productcatalogservice-5f999d9577-bdqw2","recommendationservice-6d849b6d76-kkqwm","redis-cart-855b76d469-tvvt6","shippingservice-5cb69d4cbd-khvz6"
2024-06-07 12:16:10,321,729,539,1653,347,16620,3768,1747,190,3011,686,183,344
2024-06-07 12:16:12,402,729,539,2219,347,16620,3731,1789,190,2910,686,190,344
2024-06-07 12:16:14,402,729,548,2219,347,16620,3695,1667,190,2890,686,183,344
2024-06-07 12:16:16,402,729,569,2219,347,23160,3659,1667,190,5035,894,182,417
2024-06-07 12:16:18,412,729,569,2219,350,23160,3622,1667,190,5035,894,280,417
2024-06-07 12:16:20,412,1068,569,2219,350,23160,3586,2399,202,5035,894,280,417
2024-06-07 12:16:22,412,1068,569,2219,350,23160,3549,2450,204,5249,932,280,417
2024-06-07 12:16:24,520,1068,756,2219,338,24553,3513,2501,204,5249,932,280,417
2024-06-07 12:16:26,520,1121,756,3076,371,24553,3476,2552,204,6910,1105,280,415
2024-06-07 12:16:28,530,1121,756,3191,371,24553,3660,2603,204,6910,1105,288,429
2024-06-07 12:16:30,547,1121,756,3191,375,24553,3621,2654,215,6910,1105,288,429
2024-06-07 12:16:32,547,1432,756,3191,375,24553,3582,2705,210,6910,1105,375,415
2024-06-07 12:16:34,654,1432,781,3191,375,37100,3544,3156,217,7171,1105,375,412
2024-06-07 12:16:36,654,1432,949,3191,375,37100,3505,3215,217,7171,1105,375,543
2024-06-07 12:16:38,654,1432,949,3191,375,37100,3861,3273,217,7171,1156,391,543
2024-06-07 12:16:40,654,1432,949,3191,375,37100,3818,3331,217,7171,1156,391,543
2024-06-07 12:16:42,654,1514,949,3090,362,39256,3775,3390,217,9761,1156,465,543
2024-06-07 12:16:44,654,1514,949,3069,400,39256,3732,3448,217,9761,1458,465,559
2024-06-07 12:16:46,812,1514,1004,4321,400,39256,3689,3506,236,10055,1458,465,559
2024-06-07 12:16:48,812,1898,1004,4321,400,39256,3645,3565,236,10393,1458,465,559
2024-06-07 12:16:50,812,1898,1004,4321,400,39256,3602,3331,242,10393,1458,465,559
2024-06-07 12:16:52,812,1898,1295,4321,400,37899,3559,3331,242,10393,1458,465,540
2024-06-07 12:16:54,812,1898,1295,4321,400,52290,3516,4295,242,12086,1458,481,687
2024-06-07 12:16:56,829,1898,1295,5100,405,52290,3699,4362,242,12086,1487,574,692
2024-06-07 12:16:58,835,2184,1295,5100,405,55655,3894,4429,242,12086,1536,574,697
2024-06-07 12:17:00,861,2257,1295,5100,405,55655,3845,4496,268,12086,1818,574,720
2024-06-07 12:17:02,1019,2257,1295,5100,431,55655,3796,4563,268,12086,1818,574,720
2024-06-07 12:17:04,1019,2257,1667,5100,431,55655,3747,4630,268,12757,1818,601,720
2024-06-07 12:17:06,1019,2257,1667,5100,431,64966,3697,4697,273,15150,1818,601,809
2024-06-07 12:17:08,1019,2257,1667,5100,431,64966,3648,4764,273,15150,1818,601,809
2024-06-07 12:17:10,1019,2341,1667,5911,431,64966,3599,5335,273,15150,1818,601,809
2024-06-07 12:17:12,1019,2341,1667,5911,436,64966,3550,5409,296,15150,1818,581,809
2024-06-07 12:17:14,1019,2826,1667,6207,455,64966,3744,5482,296,15150,2212,577,809
2024-06-07 12:17:16,1062,2826,1713,6207,455,67854,3744,5556,296,15150,2212,763,834
2024-06-07 12:17:18,1025,2826,1776,6207,455,67854,3973,5630,296,15150,2212,800,938
2024-06-07 12:17:20,1285,2904,1776,6207,455,67854,3916,6034,305,15995,2212,800,938
2024-06-07 12:17:22,1285,3016,2223,6207,455,83107,3858,6112,305,19205,2212,800,938
2024-06-07 12:17:24,1285,3016,2223,6956,455,83107,3801,6190,305,19205,2212,800,938
2024-06-07 12:17:26,1285,3016,2223,6956,455,83107,3743,6269,305,19205,2290,800,938
2024-06-07 12:17:28,1355,3449,2223,7298,462,87782,3686,6347,345,19205,2290,905,977
2024-06-07 12:17:30,1355,3449,2223,7298,489,87782,3629,6425,345,19205,2608,905,977
2024-06-07 12:17:32,1539,3449,2223,7298,489,87782,3571,6901,345,21594,2608,905,1095
2024-06-07 12:17:34,1539,3449,2223,7880,489,87782,606,6984,353,22761,2608,941,1095
2024-06-07 12:17:36,1539,3449,2336,7880,489,87782,596,7067,353,22761,2608,941,1095
2024-06-07 12:17:38,1539,3449,2336,7880,489,87782,587,7150,353,22761,2697,941,1095
2024-06-07 12:17:40,1539,3629,2250,7880,489,104618,577,7233,353,22761,2697,941,1095
2024-06-07 12:17:42,1539,3629,2824,8121,498,104618,567,7316,353,22761,2697,941,1095
2024-06-07 12:17:44,1761,3629,2824,8371,498,110728,557,7399,375,22761,2697,912,1155
2024-06-07 12:17:46,1761,4299,2824,8371,522,110728,547,7105,375,25738,2697,953,1155
2024-06-07 12:17:48,1761,4299,2824,8371,522,110728,460,8223,386,25738,3250,1182,1115
2024-06-07 12:17:50,1761,4299,2982,9275,522,110728,497,8314,386,26468,3250,1182,1315
2024-06-07 12:17:52,1761,4299,2982,9275,522,110728,488,8404,386,26652,3250,1182,1315
2024-06-07 12:17:54,1761,4299,2982,9275,522,110728,478,8494,386,27471,3250,1182,1315
2024-06-07 12:17:56,1761,4586,2982,9275,531,110728,469,8584,386,27471,3250,1182,1315
2024-06-07 12:17:58,2017,4586,2890,9275,557,106752,460,8675,424,27471,3250,1182,1315
2024-06-07 12:18:00,2080,5037,2870,9823,557,137931,450,8765,424,27471,3250,1296,1340
2024-06-07 12:18:02,2080,5037,3647,9823,557,137931,441,8855,435,26567,3339,1373,1349
2024-06-07 12:18:04,2080,5037,3647,9823,557,137931,431,8532,435,31626,3342,1373,1396
2024-06-07 12:18:06,2080,5037,3811,9502,557,137931,397,8532,435,31626,3926,1373,1347
2024-06-07 12:18:08,2080,5037,3811,9436,557,137931,388,9885,435,33360,3926,1373,1611
2024-06-07 12:18:10,2080,5490,3811,10843,572,137931,379,9983,435,33360,3926,1373,1611
2024-06-07 12:18:12,2080,5490,3811,10843,572,137931,370,10080,449,33360,3926,1373,1611
2024-06-07 12:18:14,2013,5690,3811,10843,572,153018,362,10178,434,33360,3926,1373,1611
2024-06-07 12:18:16,2431,5690,4309,11184,608,153018,353,10276,498,33360,3926,1326,1611
2024-06-07 12:18:18,2431,5690,4309,11261,608,161915,325,10374,498,33360,3926,1608,1611
2024-06-07 12:18:20,2431,5690,4552,12112,608,161915,317,10986,498,32266,4486,1659,1754
2024-06-07 12:18:22,2431,5982,4552,12112,608,161915,309,11089,498,32043,4486,1659,1818
2024-06-07 12:18:24,2431,6150,4552,12112,608,161915,300,11192,502,39709,4486,1659,1818
2024-06-07 12:18:26,2502,6192,4552,12112,636,161915,292,11294,518,39709,4486,1659,1818
2024-06-07 12:18:28,2586,6397,4552,12112,636,161915,284,11397,539,39709,4486,1659,1818
2024-06-07 12:18:30,2586,6397,4552,12112,636,156466,195,11499,539,39709,4486,1758,1898
2024-06-07 12:18:32,2510,6397,4946,12571,636,178497,195,11602,539,39709,4486,1758,1898
2024-06-07 12:18:34,2811,6397,4946,12571,636,187926,220,11704,539,42099,4809,1758,1898
2024-06-07 12:18:36,2811,6397,5137,13024,636,187926,213,12408,539,42099,4979,1854,1898
2024-06-07 12:18:38,2811,6179,5137,13024,636,187926,206,12516,562,43277,4979,1854,1993
2024-06-07 12:18:40,2811,7021,5137,13024,652,187926,199,12624,562,44758,4979,1854,1993
2024-06-07 12:18:42,2811,7021,5137,13024,678,187926,191,12731,583,44758,4979,1854,1993
2024-06-07 12:18:44,2962,7229,5137,13024,678,187926,184,12839,583,44758,4979,1854,1993
2024-06-07 12:18:46,2962,7468,5137,14011,678,187926,177,12947,583,44758,4979,1795,2128
2024-06-07 12:18:48,3151,7468,5394,14108,678,210560,167,13055,583,44758,5591,2003,2128
2024-06-07 12:18:50,3151,7468,5999,14558,678,218104,160,13163,583,43360,5591,2003,2128
2024-06-07 12:18:52,3151,7468,5999,14558,678,218104,153,12779,619,48346,5591,2082,2128
2024-06-07 12:18:54,3151,7468,5999,14558,694,218104,146,12779,619,48346,5591,2082,2240
2024-06-07 12:18:56,3151,7964,5999,14558,694,218104,139,14367,619,50160,5591,2082,2240
2024-06-07 12:18:58,3151,7964,5999,14558,672,218104,133,14481,629,50160,5591,2082,2240
2024-06-07 12:19:00,3286,7964,5999,15159,738,218104,155,14596,634,50160,5591,2203,2240
2024-06-07 12:19:02,3286,8204,6244,15159,738,232591,155,14711,653,50160,5943,2203,2174
2024-06-07 12:19:04,3175,8261,6731,15159,738,232591,155,14826,653,53196,6284,2322,2411
2024-06-07 12:19:06,3575,8525,6731,15839,764,232591,197,14941,653,55671,6284,2322,2411
2024-06-07 12:19:08,3575,8525,6731,15839,764,246162,184,15055,633,55671,6284,2322,2411
2024-06-07 12:19:10,3575,8525,6731,15839,764,246162,170,15170,629,55671,6284,2418,2519
2024-06-07 12:19:12,3748,8244,7145,15839,764,246162,156,14753,698,55671,6505,2418,2519
2024-06-07 12:19:14,3748,9156,7145,15839,764,246162,143,16281,698,55671,6505,2418,2519
2024-06-07 12:19:16,3748,9156,7145,15334,793,260987,129,16402,698,55671,6505,2418,2519
2024-06-07 12:19:18,3748,9156,7543,17246,793,260987,,16523,726,55671,6505,2503,2519
2024-06-07 12:19:20,3946,9156,7543,17246,793,260987,,16645,726,56533,6505,2503,2682
2024-06-07 12:19:22,3946,9603,7543,17246,793,260987,,16766,726,56145,6870,2503,2682
2024-06-07 12:19:24,3946,9603,7543,17246,815,276658,,16887,750,62563,6870,2503,2769
2024-06-07 12:19:26,4130,9603,7543,17246,815,276658,,17551,750,62563,6870,2637,2769
2024-06-07 12:19:28,4130,9603,7543,17587,815,276658,,17677,750,62563,7216,2743,2769
2024-06-07 12:19:30,4130,10111,7933,18358,815,276658,,17802,750,62563,7216,2743,2769
2024-06-07 12:19:32,4130,10111,7933,18358,834,293662,,17927,776,64332,7216,2743,2769
2024-06-07 12:19:34,4130,10111,7933,18358,834,293662,,18052,776,66620,7216,2743,2975
2024-06-07 12:19:36,3984,10433,8391,18358,856,293662,,18177,776,66620,7216,2743,2975
2024-06-07 12:19:38,4616,10791,8391,18708,856,293662,,18303,776,66620,7430,2743,2975
2024-06-07 12:19:40,4616,10791,8391,18708,856,309520,,18428,751,69875,7700,2820,2975
2024-06-07 12:19:42,4616,10791,8391,18708,876,309520,,19397,807,69875,7980,3055,2975
2024-06-07 12:19:44,4616,10791,8654,19697,876,309520,,19528,823,69875,7980,3055,2975
2024-06-07 12:19:46,4616,10791,8989,19697,876,309520,,19676,850,69875,7980,3055,3052
2024-06-07 12:19:48,4616,11284,8989,19697,904,324591,,19814,850,69875,7980,3055,3148
2024-06-07 12:19:50,4803,11284,8989,19697,904,324591,,19951,850,72647,7980,3055,3285
2024-06-07 12:19:52,4803,11284,9446,19697,904,324591,,20088,850,74880,7980,3159,3285
2024-06-07 12:19:54,4923,11898,9446,19094,904,324591,,20226,850,74880,7980,3159,3285
2024-06-07 12:19:56,5099,11898,9446,18963,904,335841,,20363,891,74880,7980,3159,3285
2024-06-07 12:19:58,5099,11898,9446,20734,904,347225,,21248,891,74880,8355,3301,3285
2024-06-07 12:20:00,5099,11898,9446,21425,950,347225,,21366,891,74880,8753,3301,3285
2024-06-07 12:20:02,5099,12405,9446,21425,958,361578,,21547,906,77579,8753,3301,3399
2024-06-07 12:20:04,5099,12405,10023,21425,990,361578,,21694,933,77579,8753,3301,3484
2024-06-07 12:20:06,5308,12405,10023,21425,990,361578,,21841,933,77579,8753,3301,3591
2024-06-07 12:20:08,5308,12405,9688,21425,990,361578,,21989,933,81048,8753,3301,3591
2024-06-07 12:20:10,5308,13029,10580,21760,990,361578,,22087,933,81048,8915,3251,3591
2024-06-07 12:20:12,5413,13029,10580,21760,990,361578,,22811,933,82817,8977,3676,3591
2024-06-07 12:20:14,5599,13029,10580,21760,990,375616,,23164,900,83391,9257,3676,3674
2024-06-07 12:20:16,5599,13029,10580,22721,990,387580,,23321,959,86073,8950,3676,3674
2024-06-07 12:20:18,5599,13029,10580,22721,953,387580,,23478,959,86073,8888,3676,3674
2024-06-07 12:20:20,5599,12559,10580,22721,1048,387580,,23542,970,86073,9647,3676,3674
2024-06-07 12:20:22,5431,13565,10960,22721,1048,387580,,23542,1005,86073,9647,3676,3793
2024-06-07 12:20:24,5793,13565,10960,23009,1048,387580,,23542,1005,89075,9647,3779,3793
2024-06-07 12:20:26,5793,13755,11384,23009,1048,394393,,24808,1005,89075,9647,3779,3793
2024-06-07 12:20:28,5793,14275,11384,23009,1048,406954,,24808,1005,89075,9647,3907,3793
2024-06-07 12:20:30,5867,14275,11384,23009,1048,406954,,24808,1005,89075,10028,3907,3913
2024-06-07 12:20:32,5907,14275,11560,23601,1048,393721,,24808,969,91579,10381,3907,4024
2024-06-07 12:20:34,6087,14275,11641,23601,1078,424535,,24808,1045,91579,10381,3907,4024
2024-06-07 12:20:36,6087,14275,12303,23601,1103,424535,,25656,1045,91579,10381,3907,4024
2024-06-07 12:20:38,6262,13832,12303,23601,1103,424535,,25656,1079,91579,10381,4022,4024
2024-06-07 12:20:40,6262,14828,12303,24064,1103,424535,,26304,1079,88761,10381,4022,4024
2024-06-07 12:20:42,6262,14828,12303,24064,1103,424535,,26304,1079,98127,10381,4194,4024
2024-06-07 12:20:44,6262,14828,12303,24090,1103,435672,,26304,1091,98127,10381,4194,4295
2024-06-07 12:20:46,6262,15488,12303,24804,1103,435672,,26304,1091,98127,10743,4194,4295
2024-06-07 12:20:48,6262,15488,12303,24804,1104,435672,,26304,1091,98127,11029,4275,4295
2024-06-07 12:20:50,6426,15488,12303,24804,1156,435672,,26892,1091,98127,11029,4275,4295
2024-06-07 12:20:52,6426,15734,13142,24804,1156,449697,,26892,1125,98127,11029,4275,4295
2024-06-07 12:20:54,6426,15734,13142,24804,1156,461281,,26892,1125,98127,11029,4275,4295
2024-06-07 12:20:56,6195,15734,13142,24016,1156,461281,,26892,1125,99163,11029,4275,4295
2024-06-07 12:20:58,6613,15734,13142,25160,1156,461281,,27700,1125,99216,11029,4311,4382
2024-06-07 12:21:00,6783,15734,13142,25535,1156,461281,,27620,1092,106050,11474,4341,4382
2024-06-07 12:21:02,6783,15798,13360,25535,1174,461281,,28688,1153,106050,11792,4475,4520
2024-06-07 12:21:04,6783,16297,13360,25535,1174,473582,,28688,1153,106050,11792,4320,4520
2024-06-07 12:21:06,6783,16297,13360,25535,1174,486878,,28688,1184,106050,11792,4621,4520
2024-06-07 12:21:08,6783,16721,13360,25535,1205,486878,,28688,1184,106050,11792,4621,4520
2024-06-07 12:21:10,6783,16721,13793,25535,1205,486878,,28688,1184,106050,11792,4621,4520
2024-06-07 12:21:12,6942,16721,13793,25889,1205,486878,,28688,1184,106050,11792,4621,4520
2024-06-07 12:21:14,6721,16721,13793,26251,1208,486878,,28688,1191,108085,11792,4621,4363
2024-06-07 12:21:16,7112,16721,13793,26251,1208,488113,,27683,1191,110094,12008,4621,4590
2024-06-07 12:21:18,7112,16721,13336,26251,1208,504823,,29465,1191,110094,11608,4749,4763
2024-06-07 12:21:20,7112,17109,13950,26251,1208,504823,,30149,1215,110094,12285,4830,4763
2024-06-07 12:21:22,7112,17109,13950,26251,1208,515231,,30149,1215,110094,12285,4830,4763
2024-06-07 12:21:24,7251,16584,14335,26251,1208,515231,,30149,1215,110094,12285,4830,4763
2024-06-07 12:21:26,7251,16470,14335,25795,1204,515231,,30149,1215,113655,12265,4830,4763
2024-06-07 12:21:28,7336,17431,14335,26218,1263,515231,,30149,1215,113655,12681,4830,4763
2024-06-07 12:21:30,7336,17431,14335,27061,1263,515231,,30682,1214,110096,12897,4894,4834
2024-06-07 12:21:32,7336,17938,14335,27061,1263,515231,,30682,1277,116351,12897,4979,4834
2024-06-07 12:21:34,7503,17938,14335,27061,1263,514921,,30452,1277,116351,12897,4979,4834
2024-06-07 12:21:36,7503,17938,14364,27061,1263,534237,,30663,1277,116351,12897,4979,4824
2024-06-07 12:21:38,7503,17938,15152,27061,1263,548891,,31654,1277,116351,12897,4979,4997
2024-06-07 12:21:40,7608,17938,15152,27342,1263,548891,,31654,1277,116351,12897,4979,4997
2024-06-07 12:21:42,7608,17938,15152,27342,1263,548891,,31654,1277,118730,12897,5119,4997
2024-06-07 12:21:44,7608,18304,15152,27342,1246,548891,,31654,1293,118730,13260,5119,5074
2024-06-07 12:21:46,7804,18304,15152,27680,1315,548891,,31654,1315,120432,13260,4959,5074
2024-06-07 12:21:48,7804,18619,15152,27680,1315,548891,,32292,1315,120432,13543,4925,5074
2024-06-07 12:21:50,7804,18619,15152,27680,1315,548891,,32292,1315,120432,13543,5243,5074
2024-06-07 12:21:52,7865,18619,15472,27911,1315,548891,,32292,1315,120432,13543,5243,5074
2024-06-07 12:21:54,7865,18619,15472,27911,1315,560279,,33077,1315,122980,13543,5243,5153
2024-06-07 12:21:56,7865,18619,14887,28212,1315,569629,,33077,1332,122980,13543,5198,5210
2024-06-07 12:21:58,7865,19026,15967,28212,1315,569629,,33077,1332,122980,13543,5234,5210
2024-06-07 12:22:00,7865,19026,15967,28212,1334,569629,,33077,1357,122980,13808,5397,5210
2024-06-07 12:22:02,8146,18359,15967,28453,1353,569629,,33634,1357,118888,13808,5397,5210
2024-06-07 12:22:04,8146,19422,16401,28453,1353,569629,,33634,1357,125624,14025,5397,5210
2024-06-07 12:22:06,8146,19422,16401,28453,1353,591676,,33634,1376,128392,14025,5500,5344
2024-06-07 12:22:08,8146,19422,16737,28453,1353,591676,,33634,1376,128392,14025,5500,5344
2024-06-07 12:22:10,8146,19422,16737,28691,1353,591676,,34106,1376,128392,14025,5500,5344
2024-06-07 12:22:12,8146,19422,16737,28691,1353,591676,,34106,1393,128392,14025,5500,5344
2024-06-07 12:22:14,8146,19778,16737,28691,1408,591676,,34106,1393,128392,14362,5500,5344
2024-06-07 12:22:16,8146,20033,16737,28691,1408,591676,,34106,1393,128392,14362,5609,5344
2024-06-07 12:22:18,7903,20033,16737,27817,1408,600003,,34106,1393,128392,14609,5609,5431
2024-06-07 12:22:20,8362,20033,17059,29011,1408,600003,,35082,1417,128392,14609,5609,5431
2024-06-07 12:22:22,8362,20033,16923,29011,1408,594772,,35082,1417,132561,14609,5437,5519
2024-06-07 12:22:24,8362,20033,17041,29179,1408,614673,,35082,1417,132561,14609,5700,5519
2024-06-07 12:22:26,8362,20033,17589,29179,1408,614673,,35082,1417,132561,14609,5700,5519
2024-06-07 12:22:28,8362,19773,17589,29179,1408,621849,,35082,1452,132561,14609,5611,5519
2024-06-07 12:22:30,8362,20452,17589,29179,1441,621849,,35082,1452,132561,14904,5650,5519
2024-06-07 12:22:32,8496,20719,17589,29179,1389,621849,,35838,1452,134679,14904,5832,5471
2024-06-07 12:22:34,8496,20719,17589,29774,1470,621849,,35838,1468,134679,15182,5832,5636
2024-06-07 12:22:36,8496,20719,17589,29774,1470,621849,,36435,1468,134679,15182,5832,5636
2024-06-07 12:22:38,8199,20719,17874,29774,1470,621849,,36435,1468,134679,15182,5832,5718
2024-06-07 12:22:40,8585,20719,17874,29774,1470,613350,,36435,1468,130183,15182,5656,5718
2024-06-07 12:22:42,8585,20719,17554,29774,1470,617597,,36435,1468,137019,15182,5926,5718
2024-06-07 12:22:44,8710,20719,18201,30021,1470,637078,,36435,1482,137019,15182,5926,5718
2024-06-07 12:22:46,8710,21212,18201,30021,1484,648993,,36435,1482,139685,15182,5926,5718
2024-06-07 12:22:48,8710,21212,18201,30021,1484,648993,,35856,1482,139685,15164,6000,5718
2024-06-07 12:22:50,8710,21212,18201,29183,1435,648993,,37213,1432,139685,15659,6000,5600
2024-06-07 12:22:52,8710,21212,18201,29385,1484,648993,,37213,1487,139685,15659,6000,5802
2024-06-07 12:22:54,8778,21212,18201,30380,1484,648993,,37684,1487,139685,15659,6000,5611
2024-06-07 12:22:56,8778,21212,17555,30380,1484,648993,,37684,1487,139685,15659,6000,5848
2024-06-07 12:22:58,8629,21212,18439,30380,1503,648993,,37684,1457,139685,15659,5803,5848
2024-06-07 12:23:00,8934,21650,18439,30679,1503,657910,,37684,1506,141551,15779,5997,5848
2024-06-07 12:23:02,8934,21650,18686,30679,1503,667585,,37684,1529,141551,15779,6189,5848
2024-06-07 12:23:04,8934,21650,18686,30679,1538,667585,,38086,1529,139248,15779,6189,5848
2024-06-07 12:23:06,8934,21650,18686,30679,1538,667585,,38086,1529,144270,16040,6189,5848
2024-06-07 12:23:08,8934,21650,18686,30679,1538,667585,,38569,1529,144270,16040,6189,5893
2024-06-07 12:23:10,8934,21923,18686,31144,1538,667585,,38569,1529,144270,16040,6189,5893
2024-06-07 12:23:12,8608,21923,18686,31144,1538,667585,,38569,1529,144270,16040,6189,5711
2024-06-07 12:23:14,9042,21923,18975,31144,1538,683008,,38569,1529,144270,16040,6189,5671
2024-06-07 12:23:16,9195,21923,19348,31144,1558,683008,,38569,1548,144270,16255,6002,5971
2024-06-07 12:23:18,9195,22211,19348,31144,1570,691955,,39026,1503,146183,16255,6056,5971
2024-06-07 12:23:20,9195,22211,19348,31424,1570,691955,,39768,1557,146183,16484,6388,6059
2024-06-07 12:23:22,9195,21935,19348,31424,1570,691955,,39768,1557,146183,16484,6388,6059
2024-06-07 12:23:24,9195,22678,19348,31424,1570,691955,,39768,1557,147842,16484,6388,6059
2024-06-07 12:23:26,9195,22678,19348,31755,1593,691955,,39768,1557,147842,16484,6388,6059
2024-06-07 12:23:28,9246,22678,19348,31755,1593,697528,,39768,1572,147842,16590,6388,6059
2024-06-07 12:23:30,9246,22678,19517,31755,1593,697528,,39768,1572,149010,16590,6322,6154
2024-06-07 12:23:32,9246,22678,19197,32083,1593,710157,,39768,1572,149010,16590,6574,5966
2024-06-07 12:23:34,9362,22851,19870,32083,1603,710157,,40227,1575,151506,16841,6574,5925
2024-06-07 12:23:36,9362,22851,19870,32083,1603,710157,,39388,1575,151506,16841,6574,6168
2024-06-07 12:23:38,9362,22851,19870,32083,1603,710157,,39661,1589,151506,16951,6574,6168
2024-06-07 12:23:40,9362,23131,19870,32083,1603,710157,,40986,1589,151506,16951,6574,6168
2024-06-07 12:23:42,9381,23131,19870,30993,1565,710157,,40986,1589,152224,16951,6574,6168
2024-06-07 12:23:44,9381,23131,19870,32380,1617,688512,,40986,1589,152224,16951,6574,6168
2024-06-07 12:23:46,9381,23131,19870,32637,1617,683778,,40986,1589,152224,16951,6624,6216
2024-06-07 12:23:48,9178,23291,19179,32637,1622,728626,,40986,1589,152224,17132,6702,6216
2024-06-07 12:23:50,9491,23291,20112,32637,1622,728626,,39625,1598,152224,17132,6702,6216
2024-06-07 12:23:52,9533,23291,20112,32637,1622,728626,,41418,1553,153872,17218,6702,6003
2024-06-07 12:23:54,9533,23291,20112,32637,1622,728626,,41418,1564,153872,17218,6702,6239
2024-06-07 12:23:56,9533,23611,20112,32637,1622,728626,,41993,1618,153872,17218,6702,6239
2024-06-07 12:23:58,9533,23611,20112,32637,1622,728626,,41993,1618,153872,17218,6702,6239
2024-06-07 12:24:00,9533,23611,20112,32099,1638,733147,,41993,1618,148666,17218,6761,6239
2024-06-07 12:24:02,9533,23611,20112,33229,1638,741824,,41993,1618,155004,17407,6798,6239
2024-06-07 12:24:04,9533,23737,20339,33229,1638,741824,,41993,1609,151464,17407,6798,6295
2024-06-07 12:24:06,9585,23737,20339,33229,1635,741824,,41993,1609,157243,17534,6798,6295
2024-06-07 12:24:08,9285,23737,20431,33229,1635,741824,,41993,1609,157243,17534,6798,6295
2024-06-07 12:24:10,9642,23737,20431,33229,1635,741824,,40461,1609,157243,17534,6887,6295
2024-06-07 12:24:12,9642,23737,20431,33378,1635,748216,,42410,1620,157243,17774,6912,6072
2024-06-07 12:24:14,9642,24045,20431,33378,1635,748216,,42850,1620,158127,17774,6912,6298
2024-06-07 12:24:16,9642,24045,20431,33378,1668,759289,,42850,1620,158127,17774,6912,6298
2024-06-07 12:24:18,9642,24045,20100,33592,1668,759289,,42850,1620,158127,17774,6912,6298
2024-06-07 12:24:20,9734,24139,20767,33592,1668,759289,,42850,1570,158127,17774,6912,6368
2024-06-07 12:24:22,9736,24139,20767,33592,1668,759289,,42850,1559,158127,17248,6912,6368
2024-06-07 12:24:24,9736,24139,20767,33592,1668,759289,,42850,1588,160179,17130,6912,6368
