"Time","adservice-66cdf5d799-qjcz9","cartservice-594d56988-6zw54","checkoutservice-678cdcb74b-gxdhc","currencyservice-65f5c47df6-57ktd","emailservice-57d8c6575f-l28zv","frontend-6b49fbfbff-tr2t9","loadgenerator-7c6fb64488-6n4d7","loadgenerator-7c6fb64488-tjvqt","paymentservice-dc6c9d6c6-4g7p8","productcatalogservice-5f999d9577-bdqw2","recommendationservice-6d849b6d76-kkqwm","redis-cart-855b76d469-tvvt6","shippingservice-5cb69d4cbd-khvz6"
2024-06-17 10:50:06,3468,8727,6430,12392,783,255868,1116,17041,684,56087,6570,2501,2387
2024-06-17 10:50:08,3468,9023,6430,12392,788,255868,1100,17258,684,56087,6570,2583,2387
2024-06-17 10:50:10,3468,9023,6897,13032,788,255868,1085,17476,684,56087,6570,2583,2387
2024-06-17 10:50:12,3468,9023,6897,12766,788,255868,1076,17693,669,56087,6570,2583,2387
2024-06-17 10:50:14,3591,8702,6897,12766,788,267638,1061,17032,669,56087,6570,2583,2387
2024-06-17 10:50:16,3517,8960,6897,12766,788,267638,1045,17239,669,56087,6570,2583,2522
2024-06-17 10:50:18,3517,8960,6897,12766,788,267638,1030,17446,669,56087,6570,2506,2491
2024-06-17 10:50:20,3517,8960,6897,12766,809,267638,1014,17652,700,57942,6570,2506,2491
2024-06-17 10:50:22,3517,8960,6897,12766,802,265098,999,17859,700,59199,6811,2506,2491
2024-06-17 10:50:24,3710,9361,6795,12935,802,265098,983,18066,694,59199,6560,2580,2491
2024-06-17 10:50:26,3710,9361,6795,13341,802,265098,878,18272,694,59199,6816,2597,2491
2024-06-17 10:50:28,3710,9361,7002,13794,802,278044,878,18325,694,59199,6816,2680,2491
2024-06-17 10:50:30,3710,9361,7257,13794,828,278044,942,18530,694,59199,6816,2680,2491
2024-06-17 10:50:32,3600,9361,7257,13794,828,278044,927,18735,694,59199,7002,2680,2553
2024-06-17 10:50:34,3885,9879,7430,13794,828,278044,911,18940,710,59199,7228,2798,2680
2024-06-17 10:50:36,3885,9879,7430,13794,828,278044,895,19145,728,57500,7228,2798,2762
2024-06-17 10:50:38,3885,10350,7430,13794,802,268577,880,19918,728,59314,7228,2798,2762
2024-06-17 10:50:40,3993,10350,7430,14506,862,296861,864,20129,728,65925,7228,2798,2762
2024-06-17 10:50:42,4128,10350,7430,14506,862,309407,848,20340,728,65925,7757,2798,2762
2024-06-17 10:50:44,4128,10843,7430,15145,862,309407,833,20551,728,65925,7757,3074,2762
2024-06-17 10:50:46,4128,10843,7430,15145,894,309407,664,20762,752,65925,7757,3074,2762
2024-06-17 10:50:48,4334,10843,7762,15145,894,309407,664,20973,752,68688,7757,3074,2762
2024-06-17 10:50:50,4334,10843,7511,15145,894,309407,664,21184,728,72047,8151,3074,2667
2024-06-17 10:50:52,4334,11574,8491,15955,894,309407,709,21395,806,72047,8151,3074,3079
2024-06-17 10:50:54,4334,11574,8491,15955,894,330535,695,20593,806,72047,8151,3221,3179
2024-06-17 10:50:56,4334,11574,8491,16823,937,330535,680,20593,806,72047,8151,3221,3179
2024-06-17 10:50:58,4530,11574,8491,16823,937,358803,666,23283,840,72047,8151,3350,3179
2024-06-17 10:51:00,4530,12407,8769,16823,937,358803,651,23505,840,75717,7866,3350,3179
2024-06-17 10:51:02,4788,12407,9097,16823,958,358803,637,23728,875,75717,8844,3350,3179
2024-06-17 10:51:04,4788,12407,9097,16823,958,358803,622,23951,875,75717,9183,3350,3179
2024-06-17 10:51:06,4788,12407,9097,16823,958,358803,603,24174,875,81128,9183,3350,3179
2024-06-17 10:51:08,4788,12407,9764,16279,958,358803,589,24397,875,81128,9183,3443,3079
2024-06-17 10:51:10,5036,12859,9764,16167,1004,358803,574,24620,875,81128,9183,3447,3553
2024-06-17 10:51:12,5036,13393,9764,19071,1004,383547,560,24843,919,81128,9183,3423,3553
2024-06-17 10:51:14,5036,13393,9764,19071,1021,383547,546,23955,919,85123,9183,3819,3553
2024-06-17 10:51:16,5036,13393,9764,19071,1055,370271,531,26766,919,85123,9644,3819,3553
2024-06-17 10:51:18,5230,13393,10029,19071,1055,410800,464,27002,891,85123,10278,3819,3553
2024-06-17 10:51:20,5230,14168,10589,19071,1055,410800,510,27238,885,89483,10278,3819,3553
2024-06-17 10:51:22,5230,14168,10589,19071,1055,410800,496,27474,953,89483,10278,3819,3553
2024-06-17 10:51:24,5230,14168,10589,19071,1085,410800,481,27710,953,89483,10278,3819,3553
2024-06-17 10:51:26,5415,14168,10589,20018,1085,410800,466,27946,953,89483,10278,3994,3685
2024-06-17 10:51:28,5415,14168,10589,19336,1085,410800,452,28182,969,94101,10278,4162,3802
2024-06-17 10:51:30,5560,14899,10589,20997,1085,429729,437,28418,976,94101,10651,4162,3802
2024-06-17 10:51:32,5560,14899,10589,20997,1126,429729,423,27546,1011,96814,10651,4162,3802
2024-06-17 10:51:34,5560,14899,10926,20997,1126,453456,410,29745,1011,96814,10937,4162,3802
2024-06-17 10:51:36,5777,15774,11269,20997,1130,453456,396,29988,1011,96814,10937,4162,3802
2024-06-17 10:51:38,5777,15774,11643,20997,1130,453456,381,30231,979,96814,10937,4276,3916
2024-06-17 10:51:40,5777,15774,11643,21385,1130,453456,366,30474,1008,96814,11263,4306,3967
2024-06-17 10:51:42,5777,15774,11643,21385,1130,467676,352,30717,1008,102374,11665,4308,3967
2024-06-17 10:51:44,5777,15774,11643,21385,1130,483372,278,30960,1008,102374,11665,4278,3967
2024-06-17 10:51:46,5757,15774,11643,21385,1114,483372,323,31203,1008,99029,11665,4326,3967
2024-06-17 10:51:48,5797,15232,11643,21385,1157,468941,308,31446,1059,99029,11333,4326,3967
2024-06-17 10:51:50,5975,15251,11318,22487,1157,468941,293,31689,1059,99029,11333,4326,3967
2024-06-17 10:51:52,5975,15794,11318,22487,1157,468941,278,31175,1059,99029,11333,4326,3967
2024-06-17 10:51:54,5975,15794,11944,22487,1157,468941,263,31412,1059,99029,11333,4326,3967
2024-06-17 10:51:56,5975,15794,11944,22478,1157,468941,249,31649,1026,99029,11333,4326,4126
2024-06-17 10:51:58,6054,15794,11944,22478,1157,468941,234,31887,1059,103140,11333,4556,4126
2024-06-17 10:52:00,6054,15794,11944,22478,1166,484029,216,32124,1059,103853,12170,4599,4126
2024-06-17 10:52:02,6054,16134,11944,22478,1166,487389,202,32361,1059,106995,12170,4599,4126
2024-06-17 10:52:04,6054,17223,11944,22478,1184,488114,188,33265,1103,106995,12170,4599,4126
2024-06-17 10:52:06,6251,17223,12206,23320,1220,513461,174,33507,1103,106995,12170,4599,4126
2024-06-17 10:52:08,6294,17223,12206,23726,1220,513461,160,33749,1103,109620,12170,4599,4244
2024-06-17 10:52:10,6481,17223,12645,23726,1220,513461,,33991,1121,109620,12455,4599,4483
2024-06-17 10:52:12,6481,17223,12645,23726,1220,513461,,34233,1121,109620,12455,4788,4483
2024-06-17 10:52:14,6599,17223,12645,23726,1185,513461,,34475,1121,109620,12455,4911,4483
2024-06-17 10:52:16,6599,17223,12645,24962,1177,513461,,34717,1121,115666,12820,4911,4483
2024-06-17 10:52:18,6599,17780,12924,24962,1268,524976,,34959,1160,115666,13273,4911,4483
2024-06-17 10:52:20,6599,17780,13634,25599,1320,554378,,36577,1160,115666,13273,4911,4483
2024-06-17 10:52:22,6599,18899,13634,25599,1320,554378,,36829,1172,119492,13700,4911,4483
2024-06-17 10:52:24,6951,18899,13634,25599,1320,554378,,37080,1172,119492,13700,5069,4573
2024-06-17 10:52:26,6951,18899,13634,25599,1320,554378,,37332,1172,119492,13700,5251,4795
2024-06-17 10:52:28,6951,18899,13801,25599,1320,554378,,37583,1172,119492,13700,5333,4795
2024-06-17 10:52:30,6728,18899,13801,26319,1320,554378,,37892,1232,119492,13700,5333,4795
2024-06-17 10:52:32,6989,18899,13801,27118,1320,554378,,38153,1232,124849,13700,5333,4795
2024-06-17 10:52:34,6989,18899,13801,27118,1276,569509,,39534,1232,124849,13999,5333,4817
2024-06-17 10:52:36,6989,19354,14092,26315,1265,597529,,39803,1232,124849,14096,5333,4817
2024-06-17 10:52:38,6989,19354,14190,26135,1357,597529,,40073,1188,120578,14923,5333,4817
2024-06-17 10:52:40,7277,20388,14631,27753,1401,597529,,40342,1246,119746,14923,5333,4995
2024-06-17 10:52:42,7277,20388,14631,27753,1401,597529,,40655,1246,128830,14923,5253,4995
2024-06-17 10:52:44,7277,20388,14161,27753,1401,597529,,40935,1246,134068,14923,5521,4995
2024-06-17 10:52:46,7277,20388,14064,27753,1401,612160,,41215,1278,134068,14923,5720,4995
2024-06-17 10:52:48,7036,20388,14881,28472,1401,612160,,41495,1278,134068,14923,5720,4985
2024-06-17 10:52:50,7341,20388,14881,28472,1401,612160,,42625,1285,134068,14923,5720,4985
2024-06-17 10:52:52,7516,20388,14881,28472,1421,637820,,42861,1285,134068,15152,5720,5103
2024-06-17 10:52:54,7516,19676,14881,28472,1421,637820,,42861,1285,135854,15150,5720,5103
2024-06-17 10:52:56,7516,20628,15213,28910,1447,645997,,43508,1285,135854,15255,5720,5103
2024-06-17 10:52:58,7516,21334,15213,29569,1447,645997,,43802,1285,135830,15737,5784,5103
2024-06-17 10:53:00,7516,21334,15398,29569,1447,645997,,44437,1306,140361,15737,5784,5103
2024-06-17 10:53:02,7699,21334,15398,29569,1447,645997,,44437,1306,140361,15737,5918,5121
2024-06-17 10:53:04,7580,21334,15398,29569,1445,645997,,44437,1306,140361,15737,5918,5231
2024-06-17 10:53:06,7580,21334,15303,29569,1445,645997,,44437,1289,140361,15737,5918,5231
2024-06-17 10:53:08,7580,21334,15409,28943,1445,657199,,45318,1289,137514,15373,5918,5231
2024-06-17 10:53:10,7580,21334,15888,28943,1463,657199,,45318,1273,137514,15373,5918,5231
2024-06-17 10:53:12,7580,21334,15282,28943,1463,657199,,45318,1314,137514,15373,5918,5231
2024-06-17 10:53:14,7580,20458,15282,29233,1463,657199,,45318,1314,137514,15685,5582,5231
2024-06-17 10:53:16,7580,20786,15282,29233,1463,657199,,45318,1314,139545,15685,5748,4984
2024-06-17 10:53:18,7352,20786,15282,29233,1463,635988,,43209,1271,139545,15685,5748,4984
2024-06-17 10:53:20,7161,20786,15282,29233,1439,635988,,43921,1271,139545,15685,5748,5040
2024-06-17 10:53:22,7207,20786,15282,29233,1429,635988,,43921,1271,139545,15048,5748,5040
2024-06-17 10:53:24,7207,20786,15282,28033,1416,625191,,43921,1271,132740,15048,5748,5040
2024-06-17 10:53:26,7207,20786,15481,28155,1416,647081,,43921,1271,132740,15048,5748,5040
2024-06-17 10:53:28,7207,20786,14773,28155,1416,647081,,43921,1280,133706,15048,5748,4895
2024-06-17 10:53:30,7207,20786,14773,28155,1416,647081,,42796,1280,133706,15129,5603,4895
2024-06-17 10:53:32,7207,20034,14773,28155,1423,647081,,42796,1280,133706,15129,5479,4895
2024-06-17 10:53:34,7207,19692,14773,28155,1423,624824,,43225,1242,133706,15129,5479,4895
2024-06-17 10:53:36,6974,19692,14773,27240,1423,614890,,43225,1227,133706,15129,5479,4895
2024-06-17 10:53:38,6915,19692,14752,28220,1423,614890,,43225,1227,133968,14566,5479,4862
2024-06-17 10:53:40,6915,19692,14752,27267,1379,614890,,43225,1227,129582,14566,5479,4862
2024-06-17 10:53:42,6915,19692,14752,27138,1366,594899,,43225,1227,128155,14566,5479,4862
2024-06-17 10:53:44,6915,19692,14309,27138,1366,615601,,43225,1164,128155,14571,5205,4693
2024-06-17 10:53:46,6915,19692,14085,27138,1366,615601,,41793,1172,128155,14571,5241,4693
2024-06-17 10:53:48,6915,18942,14085,27138,1366,597381,,41521,1210,128155,14571,5115,4693
2024-06-17 10:53:50,6714,18942,13976,27138,1366,597381,,41521,1210,128155,14571,5228,4693
2024-06-17 10:53:52,6714,18942,13976,27138,1348,597381,,41580,1175,127579,14571,5228,4623
2024-06-17 10:53:54,6626,18942,13976,25998,1348,597381,,41580,1175,123937,14057,5228,4623
2024-06-17 10:53:56,6626,18942,13976,26350,1348,597381,,41580,1175,123937,14057,5228,4546
2024-06-17 10:53:58,6626,18942,13976,26350,1348,597381,,41580,1175,123937,13481,5228,4546
2024-06-17 10:54:00,6626,18942,13195,26350,1334,563016,,41580,1175,123937,13901,5228,4546
2024-06-17 10:54:02,6626,18942,13208,26350,1334,579566,,41580,1175,123937,13901,5126,4546
2024-06-17 10:54:04,6626,18437,13182,26350,1334,579566,,39856,1152,123937,13901,5076,4546
2024-06-17 10:54:06,6288,18116,13182,26350,1334,579566,,39993,1127,122772,13901,5076,4493
2024-06-17 10:54:08,6348,18116,13182,26350,1334,579566,,39993,1127,122772,13602,5076,4493
2024-06-17 10:54:10,6348,18116,13182,26350,1241,569470,,39993,1127,119526,13602,5076,4493
2024-06-17 10:54:12,6348,18116,13182,25245,1286,569470,,39993,1127,119526,13602,5076,4349
2024-06-17 10:54:14,6348,18116,13182,25712,1286,569470,,39993,1127,119526,13602,5076,4385
2024-06-17 10:54:16,6348,18116,13182,25712,1286,562665,,39993,1061,119526,13442,4903,4103
2024-06-17 10:54:18,6348,18116,13182,25712,1286,562665,,39993,1096,119526,13442,4903,4132
2024-06-17 10:54:20,6207,18116,12414,25712,1286,562665,,39993,1096,117215,13442,4903,4267
2024-06-17 10:54:22,6160,17757,12507,25712,1267,562665,,39993,1096,117215,13442,4903,4267
2024-06-17 10:54:24,6160,17304,12507,24352,1267,562665,,37194,1096,117215,13020,4903,4267
2024-06-17 10:54:26,6160,17304,12507,25169,1267,522491,,38402,1096,113669,12930,4903,4267
2024-06-17 10:54:28,6160,17304,12507,24993,1248,539100,,38402,1096,115203,12909,4743,4267
2024-06-17 10:54:30,6160,17304,12507,24993,1248,539100,,38402,1096,115203,12909,4743,4128
2024-06-17 10:54:32,5931,17304,12507,24993,1248,539100,,38402,1062,115203,12909,4743,4100
2024-06-17 10:54:34,5931,17304,12507,24993,1248,539100,,38402,1060,115203,12909,4743,4227
2024-06-17 10:54:36,5931,17175,12507,24993,1248,532712,,38402,1060,112479,12909,4743,3951
2024-06-17 10:54:38,5931,17175,11599,24993,1248,532712,,37835,1060,112479,12909,4743,4076
2024-06-17 10:54:40,5939,16697,11858,24993,1204,532712,,37835,1060,112479,12568,4630,4076
2024-06-17 10:54:42,5939,16697,11858,24240,1204,532712,,35625,1060,112479,12568,4630,4076
2024-06-17 10:54:44,5939,16697,11858,24240,1204,521235,,36881,1026,109089,12477,4599,4076
2024-06-17 10:54:46,5939,16697,11858,24240,1204,521235,,36881,1026,108339,12477,4599,4088
2024-06-17 10:54:48,5844,16661,11858,24240,1204,521235,,36881,1026,111736,12477,4599,4088
2024-06-17 10:54:50,5844,16661,11858,24240,1204,521235,,36589,1032,111904,12477,4599,4088
2024-06-17 10:54:52,5844,16661,11858,24240,1204,519216,,36589,1032,111904,12477,4531,4088
2024-06-17 10:54:54,5844,16661,11973,24240,1219,521690,,36589,1032,111904,12477,4531,4119
2024-06-17 10:54:56,5906,16636,12191,24240,1218,521690,,36589,1032,111904,12621,4531,4119
2024-06-17 10:54:58,5906,17289,12191,24320,1218,521690,,36589,1032,111904,12621,4531,4119
2024-06-17 10:55:00,5906,17289,12191,25081,1218,521690,,37702,1064,112016,12195,4562,4119
2024-06-17 10:55:02,5906,17289,12191,25081,1218,521690,,37702,1074,112016,12647,4757,4177
2024-06-17 10:55:04,6091,17347,12191,25081,1218,522003,,37498,1074,112016,12647,4757,4177
2024-06-17 10:55:06,6091,17347,12191,25081,1218,537529,,37498,1074,115407,12583,4757,4277
2024-06-17 10:55:08,6091,17347,12191,25122,1247,537529,,37498,1074,115407,13037,4757,4277
2024-06-17 10:55:10,6159,17347,12186,25122,1247,537529,,37498,1074,115407,13037,4757,4277
2024-06-17 10:55:12,6159,17347,12102,25466,1204,537529,,37498,1095,115407,13037,4757,4277
2024-06-17 10:55:14,6159,17347,12707,25466,1247,537529,,38002,1095,115407,13037,4759,4277
2024-06-17 10:55:16,5933,16760,12707,25466,1247,537529,,38002,1095,115387,12987,4759,4277
2024-06-17 10:55:18,6126,17316,12707,25466,1247,535805,,38002,1058,115387,12987,4747,4112
2024-06-17 10:55:20,6126,17316,12707,25466,1247,535805,,36833,1096,115387,12987,4747,4084
2024-06-17 10:55:22,6126,17281,12707,25466,1238,515028,,37679,1096,110593,12987,4747,4276
2024-06-17 10:55:24,6214,17281,12661,25346,1238,518584,,37679,1095,114346,12987,4747,4276
2024-06-17 10:55:26,6214,17281,12661,25346,1238,533431,,37679,1095,114346,12791,4747,4276
2024-06-17 10:55:28,6214,17281,12661,25346,1238,533431,,37343,1095,114610,12791,4747,4276
2024-06-17 10:55:30,6214,17281,12661,25346,1197,536349,,37343,1095,114610,12791,4581,4276
2024-06-17 10:55:32,6214,17424,12661,25346,1228,536349,,37343,1095,114610,12791,4802,4276
2024-06-17 10:55:34,6097,17171,12202,25479,1228,536349,,37418,1066,114610,12880,4728,3986
2024-06-17 10:55:36,6097,17171,12202,25479,1228,536349,,37418,1066,114610,12880,4728,4120
2024-06-17 10:55:38,6097,17171,12355,25479,1228,536349,,35147,1066,114610,12880,4728,3979
2024-06-17 10:55:40,6097,17171,12355,25103,1203,501460,,36475,1066,112835,12880,4728,3952
2024-06-17 10:55:42,6232,17171,12355,25103,1203,504929,,36475,1066,112835,12002,4728,4208
2024-06-17 10:55:44,6232,16611,12355,25103,1208,524685,,36475,1066,109413,12445,4631,4208
2024-06-17 10:55:46,6232,16796,12355,25172,1208,524685,,36475,1070,108661,12445,4631,4208
2024-06-17 10:55:48,6056,16796,12355,25172,1208,524685,,36561,1070,114307,12445,4486,4208
2024-06-17 10:55:50,6056,16796,12355,25172,1208,524685,,36561,1070,110811,12584,4709,4208
2024-06-17 10:55:52,6056,16796,11842,23404,1208,524685,,36561,1043,110811,12584,4709,3930
2024-06-17 10:55:54,6056,16796,12073,23566,1208,524685,,36561,1043,110811,12584,4360,4072
2024-06-17 10:55:56,6056,16796,12073,24332,1181,524685,,36561,1043,110811,12584,4522,4072
2024-06-17 10:55:58,6056,17065,12073,24332,1181,486000,,34029,1066,110811,12584,4522,3933
2024-06-17 10:56:00,5829,16689,12073,24653,1181,499094,,35148,1066,112362,12584,4522,4178
2024-06-17 10:56:02,6101,16689,12073,24653,1181,515092,,35561,999,112362,12095,4522,4178
2024-06-17 10:56:04,6101,16689,12073,24653,1181,515092,,35561,1006,112362,12095,4622,4178
2024-06-17 10:56:06,6101,16689,12073,24653,1181,515092,,35561,1041,109180,11681,4622,4178
2024-06-17 10:56:08,6101,16893,11871,24653,1181,515092,,35561,1041,109180,12367,4622,4178
2024-06-17 10:56:10,6101,16893,11470,24653,1155,522309,,35561,1057,109180,12367,4622,4083
2024-06-17 10:56:12,6101,15764,12204,23193,1115,522309,,35561,1057,109180,12367,4622,4083
2024-06-17 10:56:14,6101,16296,12204,23908,1173,522309,,35561,1057,110921,12367,4478,4083
2024-06-17 10:56:16,6101,16296,12204,24424,1173,522309,,34173,1057,110921,12367,4478,4174
2024-06-17 10:56:18,6165,16296,11934,24424,1173,489122,,35358,1057,110921,12156,4478,4174
2024-06-17 10:56:20,6165,16296,11934,24424,1173,502996,,35358,1057,108834,12156,4323,4174
2024-06-17 10:56:22,6165,16296,11934,24424,1173,502996,,35358,1027,108834,12156,4651,4174
2024-06-17 10:56:24,6165,16296,11934,24424,1171,502996,,35358,1097,108834,11758,4651,4174
2024-06-17 10:56:26,6165,16876,11934,24424,1212,518693,,35358,1097,108834,11677,4651,4174
2024-06-17 10:56:28,6165,16876,11934,24424,1212,518693,,36223,1097,108834,12663,4630,4260
2024-06-17 10:56:30,6365,16896,12640,24936,1212,518693,,36223,1097,112667,12663,4782,4260
2024-06-17 10:56:32,6365,17513,12640,25525,1212,518693,,36223,1097,116584,12663,4782,4396
2024-06-17 10:56:34,6481,17513,13035,25525,1212,535308,,35892,1097,116584,13054,4782,4396
2024-06-17 10:56:36,6481,17513,13035,25525,1250,535308,,37024,1097,116584,13054,4782,4396
2024-06-17 10:56:38,6481,17845,13035,25525,1250,535308,,37024,1097,116584,13054,4782,4396
