"Time","adservice-6fd97c5f66-85vlz","adservice-84674696bd-dwm2q","cartservice-56464cbd57-mmb44","cartservice-d6c6b89c5-thm6z","checkoutservice-547698945f-kkq85","checkoutservice-57ff9b6f6f-chntd","currencyservice-6c79f6489c-xgcnj","currencyservice-758cffcb79-mmx4m","emailservice-6b8c7568f6-sq8lf","emailservice-7db8d45dbb-vjsbv","frontend-5b7bdb5976-5rlqp","frontend-7b6c847994-j72tz","loadgenerator-56c4cd7887-n5x68","loadgenerator-56c4cd7887-r425m","loadgenerator-675b588654-rrgkb","paymentservice-5c459c6b77-stvrx","paymentservice-fdb87db6c-n75xr","productcatalogservice-579f77468b-lf649","productcatalogservice-58f898d544-ppwqq","recommendationservice-75cdbfb85f-tbx68","recommendationservice-b44f7c66f-bhqth","redis-cart-5bbccd47f-kr6wf","redis-cart-689d957757-xs562","shippingservice-6d78c69fb9-wrrsf","shippingservice-8f959b975-tfj6s"
2024-05-29 14:03:30,0.0156,,0.0280,,,0.00108,,0.0478,0.00174,,,0.0205,0.00581,0.0190,,,0.00210,0.00828,,0.0107,,,0.00313,,0.00183
2024-05-29 14:03:32,0.0156,,0.0280,,,0.00110,,0.0495,0.00174,,,0.0206,0.00581,0.0194,,,0.00210,0.00823,,0.0107,,,0.00313,,0.00186
2024-05-29 14:03:34,0.0156,,0.0280,,,0.00110,,0.0495,0.00168,,,0.0201,0.00581,0.0180,,,0.00210,0.0122,,0.0107,,,0.00313,,0.00187
2024-05-29 14:03:36,0.0156,,0.0280,,,0.00110,,0.0495,0.00169,,,0.0279,0.00581,0.0223,,,0.00210,0.0122,,0.0107,,,0.00313,,0.00194
2024-05-29 14:03:38,0.0205,,0.0280,,,0.00110,,0.0495,0.00174,,,0.0281,0.00581,0.0227,,,0.00210,0.0123,,0.0107,,,0.00313,,0.00194
2024-05-29 14:03:40,0.0205,,0.0280,,,0.00110,,0.0563,0.00168,,,0.0282,0.00581,0.0231,,,0.00228,0.0124,,0.0112,,,0.00317,,0.00194
2024-05-29 14:03:42,0.0205,,0.0271,,,0.00132,,0.0583,0.00179,,,0.0282,0.00581,0.0235,,,0.00228,0.0124,,0.0112,,,0.00338,,0.00194
2024-05-29 14:03:44,0.0205,,0.0260,,,0.00132,,0.0583,0.00179,,,0.0287,0.00581,0.0239,,,0.00228,0.0124,,0.0135,,,0.00338,,0.00194
2024-05-29 14:03:46,0.0205,,0.0300,,,0.00132,,0.0583,0.00179,,,0.0289,0.00581,0.0242,,,0.00228,0.0127,,0.0135,,,0.00338,,0.00188
2024-05-29 14:03:48,0.0205,,0.0300,,,0.00132,,0.0583,0.00179,,,0.0291,0.00581,0.0246,,,0.00228,0.0124,,0.0135,,,0.00338,,0.00186
2024-05-29 14:03:50,0.0212,,0.0300,,,0.00132,,0.0583,0.00179,,,0.0293,0.00581,0.0279,,,0.00228,0.0162,,0.0135,,,0.00338,,0.00243
2024-05-29 14:03:52,0.0212,,0.0300,,,0.00132,,0.0643,0.00182,,,0.0285,0.00581,0.0283,,,0.00263,0.0163,,0.0141,,,0.00338,,0.00247
2024-05-29 14:03:54,0.0205,,0.0300,,,0.00132,,0.0677,0.00182,,,0.0372,0.00578,0.0287,,,0.00263,0.0164,,0.0141,,,0.00338,,0.00257
2024-05-29 14:03:56,0.0204,,0.0300,,,0.00132,,0.0677,0.00176,,,0.0376,0.00123,0.0291,,,0.00266,0.0165,,0.0141,,,0.00338,,0.00257
2024-05-29 14:03:58,0.0240,,0.0300,,,0.00163,,0.0677,0.00190,,,0.0379,0.00121,0.0296,,,0.00275,0.0166,,0.0166,,,0.00354,,0.00257
2024-05-29 14:04:00,0.0240,,0.0300,,,0.00163,,0.0677,0.00190,,,0.0381,0.00120,0.0300,,,0.00275,0.0194,,0.0166,,,0.00367,,0.00257
2024-05-29 14:04:02,0.0240,,0.0297,,,0.00163,,0.0677,0.00190,,,0.0384,0.00118,0.0304,,,0.00275,0.0194,,0.0166,,,0.00367,,0.00257
2024-05-29 14:04:04,0.0251,,0.0295,,,0.00163,,0.0677,0.00190,,,0.0387,0.00117,0.0308,,,0.00275,0.0197,,0.0166,,,0.00367,,0.00291
2024-05-29 14:04:06,0.0251,,0.0338,,,0.00163,,0.0677,0.00190,,,0.0389,0.00115,0.0293,,,0.00299,0.0198,,0.0172,,,0.00367,,0.00291
2024-05-29 14:04:08,0.0280,,0.0338,,,0.00163,,0.0655,0.00192,,,0.0441,0.00124,0.0345,,,0.00299,0.0199,,0.0172,,,0.00367,,0.00291
2024-05-29 14:04:10,0.0280,,0.0338,,,0.00169,,0.0650,0.00195,,,0.0444,0.00122,0.0350,,,0.00299,0.0201,,0.0172,,,0.00367,,0.00291
2024-05-29 14:04:12,0.0280,,0.0338,,,0.00180,,0.0787,0.00195,,,0.0445,0.00120,0.0355,,,0.00299,0.0202,,0.0172,,,0.00382,,0.00307
2024-05-29 14:04:14,0.0280,,0.0348,,,0.00180,,0.0811,0.00195,,,0.0450,0.00119,0.0359,,,0.00309,0.0226,,0.0198,,,0.00382,,0.00335
2024-05-29 14:04:16,0.0280,,0.0348,,,0.00180,,0.0816,0.00195,,,0.0453,0.00117,0.0364,,,0.00309,0.0229,,0.0198,,,0.00390,,0.00335
2024-05-29 14:04:18,0.0280,,0.0348,,,0.00180,,0.0816,0.00195,,,0.0457,0.00116,0.0369,,,0.00309,0.0231,,0.0203,,,0.00390,,0.00335
2024-05-29 14:04:20,0.0292,,0.0348,,,0.00180,,0.0816,0.00195,,,0.0460,0.00114,0.0373,,,0.00309,0.0232,,0.0210,,,0.00390,,0.00335
2024-05-29 14:04:22,0.0292,,0.0337,,,0.00188,,0.0816,0.00195,,,0.0463,0.00112,0.0406,,,0.00299,0.0234,,0.0210,,,0.00390,,0.00335
2024-05-29 14:04:24,0.0282,,0.0334,,,0.00188,,0.0816,0.00201,,,0.0451,0.00114,0.0411,,,0.00342,0.0253,,0.0210,,,0.00404,,0.00335
2024-05-29 14:04:26,0.0351,,0.0364,,,0.00188,,0.0816,0.00201,,,0.0541,0.00123,0.0416,,,0.00354,0.0253,,0.0210,,,0.00404,,0.00371
2024-05-29 14:04:28,0.0351,,0.0375,,,0.00213,,0.0881,0.00201,,,0.0544,0.00121,0.0421,,,0.00354,0.0257,,0.0236,,,0.00404,,0.00388
2024-05-29 14:04:30,0.0351,,0.0375,,,0.00213,,0.0881,0.00201,,,0.0548,0.00119,0.0426,,,0.00354,0.0259,,0.0236,,,0.00404,,0.00388
2024-05-29 14:04:32,0.0367,,0.0375,,,0.00213,,0.0924,0.00201,,,0.0549,0.00117,0.0431,,,0.00354,0.0261,,0.0236,,,0.00412,,0.00388
2024-05-29 14:04:34,0.0367,,0.0375,,,0.00213,,0.0924,0.00204,,,0.0556,0.00115,0.0436,,,0.00354,0.0281,,0.0236,,,0.00412,,0.00388
2024-05-29 14:04:36,0.0367,,0.0375,,,0.00213,,0.0924,0.00204,,,0.0560,0.00113,0.0441,,,0.00354,0.0283,,0.0246,,,0.00412,,0.00388
2024-05-29 14:04:38,0.0367,,0.0395,,,0.00224,,0.0924,0.00208,,,0.0610,0.00112,0.0446,,,0.00369,0.0284,,0.0246,,,0.00412,,0.00388
2024-05-29 14:04:40,0.0367,,0.0395,,,0.00239,,0.0924,0.00208,,,0.0614,0.00110,0.0497,,,0.00401,0.0286,,0.0246,,,0.00399,,0.00388
2024-05-29 14:04:42,0.0355,,0.0414,,,0.00239,,0.0924,0.00208,,,0.0618,0.00108,0.0503,,,0.00401,0.0289,,0.0246,,,0.00436,,0.00458
2024-05-29 14:04:44,0.0390,,0.0414,,,0.00239,,0.0921,0.00208,,,0.0622,0.00117,0.0508,,,0.00401,0.0291,,0.0238,,,0.00436,,0.00458
2024-05-29 14:04:46,0.0408,,0.0414,,,0.00239,,0.102,0.00208,,,0.0622,0.00115,0.0514,,,0.00401,0.0312,,0.0281,,,0.00436,,0.00458
2024-05-29 14:04:48,0.0408,,0.0414,,,0.00239,,0.104,0.00204,,,0.0632,0.00113,0.0519,,,0.00401,0.0315,,0.0292,,,0.00447,,0.00458
2024-05-29 14:04:50,0.0408,,0.0414,,,0.00239,,0.104,0.00206,,,0.0637,0.00111,0.0525,,,0.00401,0.0317,,0.0292,,,0.00447,,0.00458
2024-05-29 14:04:52,0.0408,,0.0414,,,0.00239,,0.105,0.00214,,,0.0622,0.00109,0.0530,,,0.00413,0.0318,,0.0292,,,0.00447,,0.00458
2024-05-29 14:04:54,0.0408,,0.0400,,,0.00246,,0.105,0.00214,,,0.0710,0.00107,0.0573,,,0.00413,0.0318,,0.0292,,,0.00447,,0.00458
2024-05-29 14:04:56,0.0408,,0.0441,,,0.00245,,0.105,0.00214,,,0.0715,0.00105,0.0579,,,0.00399,0.0324,,0.0292,,,0.00447,,0.00470
2024-05-29 14:04:58,0.0408,,0.0464,,,0.00244,,0.105,0.00214,,,0.0720,0.000859,0.0585,,,0.00464,0.0326,,0.0316,,,0.00433,,0.00539
2024-05-29 14:05:00,0.0416,,0.0464,,,0.00287,,0.105,0.00214,,,0.0725,0.000940,0.0591,,,0.00464,0.0352,,0.0316,,,0.00430,,0.00539
2024-05-29 14:05:02,0.0433,,0.0464,,,0.00287,,0.101,0.00214,,,0.0730,0.000921,0.0597,,,0.00464,0.0354,,0.0330,,,0.00474,,0.00539
2024-05-29 14:05:04,0.0433,,0.0464,,,0.00287,,0.115,0.00214,,,0.0770,0.000902,0.0602,,,0.00478,0.0355,,0.0330,,,0.00474,,0.00539
2024-05-29 14:05:06,0.0433,,0.0464,,,0.00287,,0.115,0.00221,,,0.0780,0.000883,0.0643,,,0.00478,0.0360,,0.0330,,,0.00484,,0.00539
2024-05-29 14:05:08,0.0433,,0.0464,,,0.00287,,0.115,0.00221,,,0.0785,0.000864,0.0649,,,0.00478,0.0362,,0.0330,,,0.00484,,0.00539
2024-05-29 14:05:10,0.0433,,0.0464,,,0.00287,,0.115,0.00221,,,0.0791,0.000845,0.0655,,,0.00478,0.0365,,0.0330,,,0.00484,,0.00539
2024-05-29 14:05:12,0.0433,,0.0486,,,0.00305,,0.115,0.00221,,,0.0796,0.000826,0.0662,,,0.00516,0.0367,,0.0330,,,0.00484,,0.00586
2024-05-29 14:05:14,0.0455,,0.0498,,,0.00338,,0.119,0.00221,,,0.0802,0.000807,0.0668,,,0.00545,0.0394,,0.0332,,,0.00501,,0.00616
2024-05-29 14:05:16,0.0455,,0.0516,,,0.00338,,0.120,0.00221,,,0.0849,0.000788,0.0674,,,0.00545,0.0397,,0.0380,,,0.00501,,0.00616
2024-05-29 14:05:18,0.0455,,0.0516,,,0.00338,,0.120,0.00225,,,0.0854,0.000766,0.0680,,,0.00545,0.0399,,0.0380,,,0.00518,,0.00616
2024-05-29 14:05:20,0.0455,,0.0516,,,0.00338,,0.116,0.00225,,,0.0856,0.000747,0.0686,,,0.00545,0.0399,,0.0380,,,0.00518,,0.00616
2024-05-29 14:05:22,0.0455,,0.0529,,,0.00338,,0.125,0.00218,,,0.0867,0.000728,0.0662,,,0.00545,0.0405,,0.0380,,,0.00518,,0.00616
2024-05-29 14:05:24,0.0455,,0.0529,,,0.00338,,0.125,0.00230,,,0.0873,0.000709,0.0662,,,0.00545,0.0408,,0.0380,,,0.00518,,0.00616
2024-05-29 14:05:26,0.0455,,0.0529,,,0.00338,,0.129,0.00230,,,0.0878,0.000690,0.0759,,,0.00548,0.0411,,0.0401,,,0.00533,,0.00616
2024-05-29 14:05:28,0.0439,,0.0529,,,0.00362,,0.130,0.00230,,,0.0884,0.000671,0.0765,,,0.00548,0.0413,,0.0401,,,0.00533,,0.00616
2024-05-29 14:05:30,0.0486,,0.0529,,,0.00362,,0.131,0.00232,,,0.0890,0.000652,0.0772,,,0.00548,0.0402,,0.0401,,,0.00533,,0.00618
2024-05-29 14:05:32,0.0486,,0.0529,,,0.00362,,0.131,0.00232,,,0.0949,0.000633,0.0779,,,0.00577,0.0445,,0.0401,,,0.00533,,0.00701
2024-05-29 14:05:34,0.0486,,0.0552,,,0.00362,,0.131,0.00232,,,0.0959,0.000631,0.0785,,,0.00577,0.0448,,0.0386,,,0.00533,,0.00701
2024-05-29 14:05:36,0.0486,,0.0552,,,0.00362,,0.131,0.00232,,,0.0966,0.000612,0.0792,,,0.00577,0.0451,,0.0441,,,0.00550,,0.00701
2024-05-29 14:05:38,0.0486,,0.0535,,,0.00362,,0.135,0.00232,,,0.0972,0.000592,0.0799,,,0.00622,0.0455,,0.0441,,,0.00550,,0.00701
2024-05-29 14:05:40,0.0486,,0.0531,,,0.00378,,0.135,0.00238,,,0.0979,0.000573,0.0805,,,0.00622,0.0458,,0.0441,,,0.00550,,0.00719
2024-05-29 14:05:42,0.0486,,0.0596,,,0.00378,,0.140,0.00236,,,0.0985,0.000553,0.0778,,,0.00622,0.0462,,0.0469,,,0.00531,,0.00724
2024-05-29 14:05:44,0.0506,,0.0596,,,0.00415,,0.141,0.00237,,,0.103,0.000319,0.0876,,,0.00622,0.0465,,0.0469,,,0.00574,,0.00746
2024-05-29 14:05:46,0.0490,,0.0611,,,0.00415,,0.142,0.00245,,,0.103,0.000374,0.0883,,,0.00622,0.0489,,0.0490,,,0.00574,,0.00792
2024-05-29 14:05:48,0.0506,,0.0611,,,0.00415,,0.142,0.00245,,,0.104,0.000359,0.0890,,,0.00654,0.0492,,0.0490,,,0.00574,,0.00792
2024-05-29 14:05:50,0.0506,,0.0611,,,0.00415,,0.143,0.00245,,,0.105,0.000345,0.0897,,,0.00654,0.0496,,0.0490,,,0.00574,,0.00792
2024-05-29 14:05:52,0.0506,,0.0611,,,0.00415,,0.143,0.00245,,,0.106,0.000331,0.0905,,,0.00654,0.0499,,0.0490,,,0.00588,,0.00792
2024-05-29 14:05:54,0.0506,,0.0611,,,0.00432,,0.146,0.00245,,,0.106,0.000317,0.0912,,,0.00633,0.0503,,0.0490,,,0.00588,,0.00792
2024-05-29 14:05:56,0.0525,,0.0611,,,0.00460,,0.146,0.00249,,,0.107,0.000303,0.0962,,,0.00629,0.0506,,0.0511,,,0.00588,,0.00792
2024-05-29 14:05:58,0.0525,,0.0653,,,0.00460,,0.151,0.00249,,,0.112,0.000288,0.0970,,,0.00705,0.0508,,0.0511,,,0.00604,,0.00792
2024-05-29 14:06:00,0.0524,,0.0653,,,0.00460,,0.152,0.00249,,,0.113,0.000274,0.0977,,,0.00705,0.0514,,0.0534,,,0.00604,,0.00822
2024-05-29 14:06:02,0.0524,,0.0653,,,0.00460,,0.153,0.00245,,,0.114,0.000180,0.0985,,,0.00705,0.0501,,0.0534,,,0.00604,,0.00874
2024-05-29 14:06:04,0.0524,,0.0653,,,0.00460,,0.154,0.00253,,,0.115,0.000170,0.0992,,,0.00742,0.0542,,0.0534,,,0.00624,,0.00874
2024-05-29 14:06:06,0.0524,,0.0653,,,0.00483,,0.154,0.00253,,,0.115,0.000160,0.1000,,,0.00742,0.0545,,0.0534,,,0.00624,,0.00874
2024-05-29 14:06:08,0.0538,,0.0669,,,0.00506,,0.154,0.00253,,,0.116,0.000150,0.105,,,0.00742,0.0549,,0.0534,,,0.00624,,0.00874
2024-05-29 14:06:10,0.0542,,0.0711,,,0.00506,,0.154,0.00256,,,0.117,0.000141,0.105,,,0.00742,0.0553,,0.0534,,,0.00635,,0.00874
2024-05-29 14:06:12,0.0560,,0.0711,,,0.00506,,0.157,0.00256,,,0.121,0.000131,0.106,,,0.00782,0.0557,,0.0534,,,0.00635,,0.00918
2024-05-29 14:06:14,0.0560,,0.0711,,,0.00506,,0.162,0.00256,,,0.122,0.000121,0.107,,,0.00782,0.0559,,0.0600,,,0.00635,,0.00949
2024-05-29 14:06:16,0.0560,,0.0711,,,0.00506,,0.163,0.00256,,,0.123,0.000111,0.108,,,0.00782,0.0565,,0.0600,,,0.00635,,0.00949
2024-05-29 14:06:18,0.0560,,0.0711,,,0.00506,,0.164,0.00256,,,0.123,,0.109,,,0.00782,0.0569,,0.0600,,,0.00635,,0.00949
