"Time","adservice-769c85bff-p5p4l","cartservice-57b6f4544-nndv9","checkoutservice-7744df487d-9p9wc","currencyservice-57c744564d-6dtkn","emailservice-58755f8b55-vqrwx","frontend-5bfd5c75f-4226p","loadgenerator-7b495c87ff-ndrlj","loadgenerator-7b495c87ff-zq277","paymentservice-747f5544b8-65w42","productcatalogservice-8ffc55d69-gg7lz","recommendationservice-756856df7b-6rzgz","redis-cart-69c467889f-5kh4g","shippingservice-8b5c9bb9b-4xhfd"
2024-05-29 11:34:20,460,1373,1082,2746,389,27430,3785,2271,230,6551,1296,322,550
2024-05-29 11:34:22,460,1373,1121,2746,389,27430,3744,3034,228,6551,1342,334,550
2024-05-29 11:34:24,460,1402,1446,2746,389,27430,3703,3089,236,6551,1342,334,550
2024-05-29 11:34:26,478,1412,1446,2746,389,26627,3641,3143,268,6551,1342,334,550
2024-05-29 11:34:28,478,1457,1446,2746,389,26444,3601,3198,268,9752,1342,323,547
2024-05-29 11:34:30,478,1457,1446,2746,394,40493,3560,3253,268,10101,1342,321,543
2024-05-29 11:34:32,478,1457,1476,2863,421,40493,3519,3307,268,10101,1342,475,733
2024-05-29 11:34:34,478,1457,1526,2863,421,40493,3478,3362,268,10101,1395,475,733
2024-05-29 11:34:36,461,1982,1526,3643,421,42412,3438,3417,268,10101,1395,475,733
2024-05-29 11:34:38,655,1982,1526,3643,421,42412,3397,3471,268,10101,1798,492,733
2024-05-29 11:34:40,678,1982,1994,3643,421,42412,3356,3231,265,10101,1798,492,743
2024-05-29 11:34:42,678,1982,1994,3643,422,42412,3144,4128,265,10101,1798,492,767
2024-05-29 11:34:44,678,2058,1994,3643,422,53672,3289,4191,321,9800,1798,492,767
2024-05-29 11:34:46,678,2058,1994,3870,422,53672,3248,4254,321,13583,1798,600,767
2024-05-29 11:34:48,678,2058,1994,3870,458,53672,3207,4317,321,13677,1798,600,743
2024-05-29 11:34:50,678,2439,2107,3870,458,55665,3166,4380,321,14137,1873,623,952
2024-05-29 11:34:52,841,2439,2107,3746,458,55665,3126,4766,321,14137,2149,623,952
2024-05-29 11:34:54,841,2439,2107,4846,455,55665,3085,4834,321,14137,2149,623,952
2024-05-29 11:34:56,841,2540,2618,4846,470,55665,3044,4901,321,14137,2149,623,952
2024-05-29 11:34:58,841,2540,2618,4846,470,55665,3003,4969,322,16071,2149,623,993
2024-05-29 11:35:00,841,2860,2618,4846,470,70809,2931,5037,320,16071,2149,623,993
2024-05-29 11:35:02,841,2860,2618,5119,470,70809,2890,5104,372,16071,2149,638,993
2024-05-29 11:35:04,958,2860,2618,5692,470,70809,2850,5172,372,16071,2250,801,993
2024-05-29 11:35:06,1008,2860,2682,5692,453,70809,2809,5239,372,16557,2250,801,1137
2024-05-29 11:35:08,1008,2966,2766,5692,499,70809,2769,5888,372,16672,2690,801,1137
2024-05-29 11:35:10,1008,2966,2766,5692,499,70809,2728,5963,372,17219,2690,801,1137
2024-05-29 11:35:12,1008,3299,2766,5692,506,70809,2687,6038,372,16713,2690,801,1154
2024-05-29 11:35:14,1008,3299,2669,5692,506,84507,2647,6113,372,21000,2690,801,1193
2024-05-29 11:35:16,1008,3299,3416,5692,506,84507,2373,6188,408,21000,2690,801,1193
2024-05-29 11:35:18,1008,3385,3416,5862,506,88859,2373,6263,422,21000,2816,917,1317
2024-05-29 11:35:20,1008,3511,3416,5903,506,88859,2373,6338,422,21000,2816,948,1317
2024-05-29 11:35:22,972,3511,3416,5889,506,88859,2497,6919,422,21000,2816,948,1317
2024-05-29 11:35:24,1220,3887,3578,7078,506,88859,2456,7000,422,21000,3200,948,1317
2024-05-29 11:35:26,1266,3887,3578,7078,550,88859,2415,7081,422,21678,3200,948,1317
2024-05-29 11:35:28,1266,3887,3578,7078,544,88859,2374,7162,422,24071,3200,948,1317
2024-05-29 11:35:30,1266,3887,4127,7078,547,88859,2334,7243,461,24863,3200,948,1366
2024-05-29 11:35:32,1266,3887,4127,7078,566,106232,2293,7324,461,24863,3200,993,1485
2024-05-29 11:35:34,1266,3887,4127,7078,566,106232,2252,7405,480,24863,3572,993,1485
2024-05-29 11:35:36,1266,3887,4127,7078,566,106232,2211,7486,480,24863,3572,1098,1485
2024-05-29 11:35:38,1266,4033,4312,7297,566,106232,2171,8047,480,24863,3572,1098,1485
2024-05-29 11:35:40,1385,3908,4312,7545,566,106232,2130,8134,480,24863,3572,1098,1485
2024-05-29 11:35:42,1385,4462,4312,8289,548,106232,2089,8220,506,24863,3572,1098,1485
2024-05-29 11:35:44,1425,4462,4312,8289,544,106232,2048,8306,506,24064,3572,1150,1538
2024-05-29 11:35:46,1475,4462,4701,8289,604,111226,1766,8392,506,28944,3780,1150,1538
2024-05-29 11:35:48,1475,4676,4701,8289,617,121656,1766,8478,506,28944,3926,1150,1663
2024-05-29 11:35:50,1475,4676,4825,8289,617,121656,1890,8897,523,28944,3926,1150,1663
2024-05-29 11:35:52,1475,4676,4987,8685,617,121656,1850,8987,523,28944,3926,1247,1663
2024-05-29 11:35:54,1581,4676,4987,8685,617,121656,1810,9076,523,28944,3926,1247,1663
2024-05-29 11:35:56,1581,4676,4987,9162,617,121656,1770,9166,552,28944,3926,1247,1715
2024-05-29 11:35:58,1581,5048,5200,9162,617,126837,1729,9255,552,29781,3926,1315,1715
2024-05-29 11:36:00,1581,5048,5200,9162,654,126837,1689,9345,552,29987,4033,1315,1715
2024-05-29 11:36:02,1671,5301,5200,9162,654,126837,1649,9434,559,29888,4168,1315,1715
2024-05-29 11:36:04,1671,5301,5200,9162,654,126837,1601,9524,580,33839,4512,1315,1715
2024-05-29 11:36:06,1757,5301,5200,9621,654,138482,1561,9613,580,33839,4512,1315,1695
2024-05-29 11:36:08,1757,5301,5353,9621,654,138482,1521,10157,580,33839,4512,1422,1973
2024-05-29 11:36:10,1757,5301,5390,9621,654,146195,1481,10250,580,33839,4512,1422,1973
2024-05-29 11:36:12,1757,5301,5567,10081,654,146195,1441,10344,561,33839,4512,1422,1973
2024-05-29 11:36:14,1757,5134,6053,10081,654,146195,1400,10438,612,33839,4512,1493,1973
2024-05-29 11:36:16,1757,6004,6053,10081,633,146195,1360,10531,612,35157,4512,1493,1973
2024-05-29 11:36:18,1757,6004,6053,10081,691,146195,1203,10625,612,35157,5017,1493,1973
2024-05-29 11:36:20,1934,6004,6053,10081,691,146195,1318,10718,619,36986,5017,1493,2043
2024-05-29 11:36:22,1934,6004,6053,10655,691,155074,1276,10812,623,36986,5017,1493,2043
2024-05-29 11:36:24,1934,6004,6053,10655,691,155074,1235,11242,643,36986,5017,1493,2090
2024-05-29 11:36:26,1934,6004,6053,10984,691,164153,1193,11338,643,36986,5017,1586,2167
2024-05-29 11:36:28,1934,6253,6660,11335,705,164153,1152,11435,663,38607,5017,1586,2167
2024-05-29 11:36:30,1934,6253,6660,11335,705,164153,1110,11531,663,40229,5017,1637,2167
2024-05-29 11:36:32,2025,6449,6660,11335,705,164153,1092,11628,663,40229,5017,1692,2167
2024-05-29 11:36:34,2099,6677,6660,11335,725,164153,1050,11986,663,40229,5299,1692,2167
2024-05-29 11:36:36,2099,6677,6660,11335,725,171310,1008,12084,663,40229,5603,1753,2270
2024-05-29 11:36:38,2099,6903,6660,11821,725,171310,965,12183,663,40229,5603,1753,2270
2024-05-29 11:36:40,2099,6903,6660,11821,745,171310,923,12282,687,41744,5603,1753,2270
2024-05-29 11:36:42,2099,6903,6967,11821,745,171310,881,12380,709,41744,5603,1753,2270
2024-05-29 11:36:44,2099,6903,6733,12466,745,181393,670,12479,709,41744,5603,1753,2343
2024-05-29 11:36:46,2167,6903,6687,12466,759,181393,775,12831,709,40505,5603,1753,2343
2024-05-29 11:36:48,2340,6903,7329,12782,759,187779,733,12932,709,44015,5802,1887,2343
2024-05-29 11:36:50,2340,7100,7329,12782,759,187779,691,13033,725,45220,5802,1887,2343
2024-05-29 11:36:52,2340,7149,7329,12782,759,187779,649,13133,725,45534,5953,1887,2423
2024-05-29 11:36:54,2340,7179,7615,12782,790,187779,607,13234,725,47010,5995,1887,2560
2024-05-29 11:36:56,2340,7700,7615,12782,790,187779,566,13334,725,47010,6201,1887,2560
2024-05-29 11:36:58,2340,7700,7615,12782,798,187779,553,13435,746,47010,6201,1924,2560
2024-05-29 11:37:00,2396,7700,7751,13423,798,201071,509,13536,746,47010,6201,1971,2560
2024-05-29 11:37:02,2396,7700,7751,13423,798,201071,465,13150,746,48235,6201,2036,2560
2024-05-29 11:37:04,2449,7700,7751,13798,798,201071,421,14168,746,48235,6201,2036,2560
2024-05-29 11:37:06,2467,7700,7987,13798,798,201071,376,14272,724,48235,5978,2036,2560
2024-05-29 11:37:08,2556,7856,8243,13798,811,201071,,14376,800,48235,6416,2036,2480
2024-05-29 11:37:10,2556,8065,8243,13798,811,201071,,14480,800,49951,6416,2036,2565
2024-05-29 11:37:12,2556,8121,8243,13798,815,212009,,14584,800,49951,6637,2036,2746
2024-05-29 11:37:14,2556,8410,8243,14482,843,212009,,14688,800,49951,6637,1973,2746
2024-05-29 11:37:16,2468,8410,8575,14482,843,218242,,14791,800,49951,6637,2110,2746
2024-05-29 11:37:18,2653,8410,8575,14482,853,218242,,14895,800,48243,6637,2209,2746
2024-05-29 11:37:20,2653,8410,8575,14032,853,218242,,14511,800,49938,6769,2209,2746
2024-05-29 11:37:22,2653,8410,8575,13935,853,218242,,15424,789,53684,6769,2209,2746
2024-05-29 11:37:24,2774,8147,8888,14871,853,218242,,15530,810,53684,7103,2209,2946
2024-05-29 11:37:26,2774,8091,9049,14871,853,228730,,15636,864,53684,7103,2209,2946
2024-05-29 11:37:28,2774,8662,9049,15837,853,231432,,15742,864,53684,7103,2245,2946
2024-05-29 11:37:30,2774,9149,9049,15837,857,231432,,15848,864,53684,7103,2245,2946
2024-05-29 11:37:32,2774,9149,9049,15837,863,231432,,15981,864,55763,7103,2374,2946
2024-05-29 11:37:34,2690,9149,9316,15837,891,231432,,16092,864,56592,7103,2374,2946
2024-05-29 11:37:36,2672,9149,9624,16017,858,231432,,16204,864,56592,7103,2374,2946
2024-05-29 11:37:38,2937,9149,9624,16017,906,231432,,16315,864,56592,7609,2374,3109
2024-05-29 11:37:40,2937,9279,9624,16017,906,239149,,15818,908,56592,7609,2374,3109
2024-05-29 11:37:42,2937,9279,9624,16017,906,251033,,16838,908,58383,7609,2374,2998
2024-05-29 11:37:44,2937,9279,9805,16017,906,251033,,16951,908,58788,7609,2374,3168
2024-05-29 11:37:46,2937,9492,9805,16760,906,251033,,16988,908,60668,7609,2421,3168
2024-05-29 11:37:48,3050,9558,9805,16760,906,251033,,17201,908,60668,7609,2540,3168
2024-05-29 11:37:50,3050,9899,9805,16760,938,251033,,17321,908,61619,7609,2540,3168
2024-05-29 11:37:52,3110,9899,10327,16760,938,251033,,17485,908,61619,7609,2540,3168
2024-05-29 11:37:54,3110,9899,10327,16159,938,253468,,17606,916,61619,7551,2540,3343
2024-05-29 11:37:56,3110,10015,10327,17053,938,253468,,17726,909,61619,8182,2540,3343
2024-05-29 11:37:58,3110,10015,10327,17293,938,262673,,17846,954,61619,8182,2540,3343
2024-05-29 11:38:00,3168,10015,10005,17413,938,262673,,17967,954,61619,8182,2540,3359
2024-05-29 11:38:02,3286,10015,10428,18012,952,262673,,18047,954,64658,8182,2540,3359
2024-05-29 11:38:04,3286,10015,10428,18012,956,262673,,18047,954,64658,8182,2567,3359
2024-05-29 11:38:06,3321,10356,10428,18012,956,262673,,18047,954,64658,8182,2700,3359
2024-05-29 11:38:08,3321,10356,10891,18012,956,271653,,18584,989,64658,8182,2700,3359
2024-05-29 11:38:10,3321,10356,10891,18198,956,271653,,18709,989,64658,8182,2700,3359
2024-05-29 11:38:12,3321,10455,10891,18198,956,275141,,18750,987,64658,8278,2700,3450
2024-05-29 11:38:14,3321,10455,10891,18198,984,275141,,18750,987,64658,8668,2700,3450
2024-05-29 11:38:16,3321,10455,10891,18198,984,275141,,18750,987,67273,8668,2700,3450
2024-05-29 11:38:18,3334,10821,10891,18779,984,275141,,18750,987,67273,8668,2721,3450
2024-05-29 11:38:20,3359,10821,10507,18815,953,277367,,18750,987,67273,8668,2809,3450
2024-05-29 11:38:22,3480,10821,10953,18815,947,287101,,19258,1007,67273,8668,2809,3553
2024-05-29 11:38:24,3480,10821,11304,18815,981,287101,,19323,1007,67273,8722,2809,3553
2024-05-29 11:38:26,3480,10821,11304,18815,981,287101,,19323,1016,67273,8722,2809,3553
2024-05-29 11:38:28,3480,10484,11304,18815,981,289412,,19323,1016,67273,8722,2809,3553
2024-05-29 11:38:30,3480,10412,11304,18815,1004,289412,,19323,1016,69333,8722,2809,3553
2024-05-29 11:38:32,3516,10938,11304,18815,1004,289412,,19323,1034,69333,8921,2809,3436
2024-05-29 11:38:34,3516,10963,11389,19367,1004,289412,,19323,1034,69333,8921,2893,3590
2024-05-29 11:38:36,3516,11353,11389,19367,1004,289412,,19754,1034,69333,8938,2909,3590
2024-05-29 11:38:38,3610,11353,11421,18686,1004,299289,,19754,1034,69333,8938,2909,3594
2024-05-29 11:38:40,3610,11353,11851,19510,1008,299289,,19721,1034,71216,8938,2909,3720
2024-05-29 11:38:42,3610,11353,11851,19510,1008,299289,,19721,1048,71221,8938,2909,3720
2024-05-29 11:38:44,3610,11353,11851,19510,1008,289206,,19721,1010,71221,8916,2909,3720
2024-05-29 11:38:46,3610,11353,11851,19510,1036,299778,,19721,1039,71221,9239,2970,3720
2024-05-29 11:38:48,3651,10978,11851,19510,1036,299778,,19721,1039,71221,9239,2970,3720
2024-05-29 11:38:50,3651,11389,11731,19854,1036,299778,,20074,1039,71221,9239,2970,3720
2024-05-29 11:38:52,3651,11614,11731,19854,1036,299778,,20074,1039,71221,8935,2976,3699
2024-05-29 11:38:54,3735,11614,11731,19854,1033,299778,,20074,1068,73304,9243,2976,3699
2024-05-29 11:38:56,3735,11614,11731,19954,1033,307945,,20074,1068,73304,9243,2976,3699
2024-05-29 11:38:58,3735,11614,11990,19954,1033,307945,,19374,1068,73493,9243,2976,3778
2024-05-29 11:39:00,3736,11614,11990,19954,1033,307945,,20040,1068,73493,9243,3038,3778
2024-05-29 11:39:02,3736,11614,11990,19643,1033,297516,,20040,1068,73493,9243,3038,3778
2024-05-29 11:39:04,3736,11614,11990,20311,1039,309019,,19785,1068,73493,9428,3038,3787
2024-05-29 11:39:06,3803,11398,11610,20311,1039,309019,,20439,1068,73493,9433,3038,3787
2024-05-29 11:39:08,3803,11758,12005,20311,1037,309019,,20439,1068,73494,9433,2935,3787
2024-05-29 11:39:10,3803,11758,12188,20311,1037,302633,,20439,1068,73494,9433,3039,3787
2024-05-29 11:39:12,3803,11758,12188,20324,1037,304729,,20439,1080,74430,9433,2967,3706
2024-05-29 11:39:14,3803,11758,12188,20324,1017,314337,,20412,1045,74430,9433,3078,3843
2024-05-29 11:39:16,3799,11758,12188,20324,1050,313623,,20412,1078,74430,9433,3078,3843
2024-05-29 11:39:18,3689,11758,12188,20324,1050,313623,,20412,1078,74430,9433,3078,3837
2024-05-29 11:39:20,3715,11851,12239,20441,1051,313623,,20412,1078,74430,9220,3063,3837
2024-05-29 11:39:22,3840,11851,12239,20441,1051,313623,,19915,1078,74255,9465,3063,3837
2024-05-29 11:39:24,3840,11826,12358,20441,1051,313623,,20053,1078,74255,9465,3063,3837
2024-05-29 11:39:26,3840,11826,12358,20441,1051,313623,,20685,1078,74255,9465,3063,3837
2024-05-29 11:39:28,3840,11826,12358,19805,1051,313049,,20685,1078,72474,9465,3063,3837
2024-05-29 11:39:30,3840,11826,12358,19668,1051,315043,,20549,1087,74836,9465,3063,3851
2024-05-29 11:39:32,3826,11826,12435,20368,1054,315043,,20549,1087,74751,9465,3089,3855
2024-05-29 11:39:34,3826,11826,12435,20368,1054,315043,,20549,1087,74751,9465,3087,3855
2024-05-29 11:39:36,3826,11920,12435,19819,1054,315043,,20549,1087,74751,9465,3087,3855
2024-05-29 11:39:38,3856,11920,12435,20452,1054,315043,,20549,1087,74751,9549,3087,3855
2024-05-29 11:39:40,3856,11931,12544,20452,1054,315043,,20549,1089,74751,9549,3087,3855
2024-05-29 11:39:42,3856,11931,12544,20452,1054,315043,,20639,1089,74751,9549,3087,3855
2024-05-29 11:39:44,3856,11931,12544,20452,1054,316855,,20639,1064,74751,9549,3087,3855
2024-05-29 11:39:46,3856,11931,12544,20452,1057,316855,,20599,1099,75248,9549,2995,3855
2024-05-29 11:39:48,3856,11931,12144,19778,1025,316855,,20599,1099,75248,9549,3113,3873
2024-05-29 11:39:50,3717,11947,12759,20536,1032,316855,,20599,1099,75248,9549,3113,3889
2024-05-29 11:39:52,3862,11947,12759,20536,1068,316855,,20517,1110,75248,9544,3113,3889
2024-05-29 11:39:54,3862,11947,12759,20540,1068,316855,,20517,1110,75248,9540,3113,3889
2024-05-29 11:39:56,3862,11960,12270,20540,1068,316855,,20457,1110,75248,9540,3113,3889
2024-05-29 11:39:58,3862,11960,12355,20540,1068,316855,,20457,1110,72842,9540,3113,3889
2024-05-29 11:40:00,3862,11944,12783,20540,1071,315604,,20457,1110,74995,9540,3099,3889
2024-05-29 11:40:02,3862,11944,12783,20540,1071,315604,,20457,1105,74995,9540,3099,3893
2024-05-29 11:40:04,3715,11944,12662,19751,1071,315604,,20457,1105,74995,9540,3089,3893
2024-05-29 11:40:06,3741,11944,12662,19888,1071,315604,,20457,1105,74995,9540,3089,3892
2024-05-29 11:40:08,3861,11968,12662,20533,1025,315604,,20386,1105,74995,9530,3089,3892
2024-05-29 11:40:10,3861,11968,12662,20533,1059,315604,,20386,1105,75099,9555,3089,3892
2024-05-29 11:40:12,3861,11967,12662,20533,1059,315604,,20386,1105,75099,9555,3089,3892
2024-05-29 11:40:14,3861,11967,12662,20533,1059,306677,,19663,1105,75284,9555,3100,3892
2024-05-29 11:40:16,3861,11967,12538,20556,1057,317555,,20501,1097,75284,9555,3100,3912
2024-05-29 11:40:18,3861,11970,12538,20556,1057,317555,,20501,1060,75284,9555,3115,3916
2024-05-29 11:40:20,3861,11970,12466,20556,1057,317555,,20501,1052,75284,9555,3115,3916
2024-05-29 11:40:22,3864,11970,12466,20556,1057,317555,,20491,1090,75284,9555,3115,3916
2024-05-29 11:40:24,3875,12010,12466,19967,1057,317505,,20491,1090,75407,9560,3115,3916
2024-05-29 11:40:26,3875,12010,12466,20651,1012,317505,,20491,1090,75407,9265,3115,3916
2024-05-29 11:40:28,3875,12010,12466,20651,1021,317505,,20491,1090,73027,9595,3115,3916
2024-05-29 11:40:30,3875,12010,12556,20651,1054,317505,,20474,1093,75575,9595,3120,3936
2024-05-29 11:40:32,3875,12010,12556,20696,1054,318659,,20474,1093,75575,9595,3120,3936
2024-05-29 11:40:34,3875,12010,12556,20696,1054,318659,,20474,1104,75575,9617,3120,3936
2024-05-29 11:40:36,3875,11588,12556,20696,1054,319045,,20474,1104,75575,9617,3133,3936
2024-05-29 11:40:38,3870,12094,12556,20696,1054,319045,,20450,1104,75575,9617,3133,3936
2024-05-29 11:40:40,3893,12094,12556,20696,1061,319045,,20450,1104,73029,9617,3133,3936
2024-05-29 11:40:42,3893,12139,12556,20731,1061,319045,,20450,1100,72525,9617,3133,3948
2024-05-29 11:40:44,3893,12139,12556,20731,1061,319045,,20450,1100,75831,9617,3133,3948
2024-05-29 11:40:46,3893,12139,12673,20731,1068,318644,,20450,1100,73089,9629,3027,3948
2024-05-29 11:40:48,3893,12139,12886,20731,1068,307292,,20573,1100,73595,9629,3133,3803
2024-05-29 11:40:50,3893,12124,12886,20769,1068,309415,,19866,1100,75808,9629,3133,3940
2024-05-29 11:40:52,3883,12124,12886,20827,1068,318422,,20559,1061,75808,9629,3130,3940
2024-05-29 11:40:54,3889,12124,12886,20827,1068,318422,,20559,1120,75808,9629,3130,3940
2024-05-29 11:40:56,3889,12124,12886,20827,1031,318422,,20559,1086,75808,9629,3130,3940
2024-05-29 11:40:58,3889,12121,12842,20827,1074,318667,,20559,1121,75882,9629,3130,3940
2024-05-29 11:41:00,3889,12121,12842,20827,1041,318667,,20559,1121,75882,9629,3130,3969
2024-05-29 11:41:02,3889,12121,12842,20827,1075,318667,,20559,1121,75882,9629,3130,3969
2024-05-29 11:41:04,3889,12121,12842,20827,1075,318667,,20559,1121,76080,9643,3124,3969
2024-05-29 11:41:06,3886,12100,12379,20805,1075,310122,,19857,1121,76080,9643,3124,3969
2024-05-29 11:41:08,3767,12100,12869,20805,1075,319003,,20571,1121,76080,9643,3030,3989
2024-05-29 11:41:10,3741,12100,12869,20805,1075,319003,,20571,1119,75906,9643,3126,3989
2024-05-29 11:41:12,3878,12100,12869,20805,1076,309837,,20571,1119,75906,9650,3126,3989
2024-05-29 11:41:14,3878,12100,12848,20805,1076,318345,,20571,1124,75906,9650,3120,3989
2024-05-29 11:41:16,3878,12123,12848,20805,1076,318345,,20571,1124,75906,9650,3120,3864
2024-05-29 11:41:18,3878,12123,12848,20805,1077,318345,,20571,1124,75906,9607,3120,3837
2024-05-29 11:41:20,3868,12123,12848,20766,1077,318345,,20571,1124,75799,9607,3120,3976
2024-05-29 11:41:22,3854,11734,12848,20786,1077,317983,,20571,1124,75799,9607,3120,3976
2024-05-29 11:41:24,3854,12082,12782,20786,1077,317983,,20453,1124,75799,9607,3120,3976
2024-05-29 11:41:26,3854,12082,12782,20786,1077,317983,,20453,1122,75799,9607,3111,3976
2024-05-29 11:41:28,3854,12048,12362,20786,1076,317983,,20453,1127,75799,9614,3111,3976
2024-05-29 11:41:30,3854,12048,12819,20786,1076,307326,,20453,1127,72773,9614,3105,3976
2024-05-29 11:41:32,3851,12048,12819,20786,1076,317282,,20453,1127,73276,9614,3105,3976
2024-05-29 11:41:34,3851,12048,12723,20786,1076,317282,,20414,1127,75464,9612,3105,3976
2024-05-29 11:41:36,3851,12048,12723,20711,1076,316803,,20414,1120,75464,9612,3099,3857
2024-05-29 11:41:38,3851,12022,12723,20682,1076,316803,,20414,1120,75464,9612,3099,3951
2024-05-29 11:41:40,3718,12009,12723,20682,1076,316803,,20414,1118,75464,9612,3099,3951
2024-05-29 11:41:42,3870,12009,12723,20682,1076,316803,,20359,1118,75464,9612,3099,3951
2024-05-29 11:41:44,3870,12009,12809,20682,1043,316473,,20359,1118,75464,9612,3091,3951
2024-05-29 11:41:46,3870,12009,12809,20682,1076,316473,,20239,1118,73104,9255,3091,3951
2024-05-29 11:41:48,3877,12009,12883,20716,1076,316137,,20239,1118,75376,9242,3098,3951
2024-05-29 11:41:50,3877,12009,12883,20790,1076,316137,,20239,1130,75376,9601,3098,3951
2024-05-29 11:41:52,3877,12009,12883,20790,1076,316137,,20239,1130,75376,9601,3098,3817
2024-05-29 11:41:54,3877,12009,12883,20790,1076,316137,,20239,1130,75376,9601,3098,3988
2024-05-29 11:41:56,3864,12044,12883,20790,1076,316137,,20239,1130,75376,9601,3098,3988
2024-05-29 11:41:58,3864,12040,13047,20790,1074,316137,,20239,1130,75376,9601,3083,3988
2024-05-29 11:42:00,3726,12040,12979,20790,1074,314643,,20208,1130,75376,9601,2981,3988
2024-05-29 11:42:02,3852,12040,12979,20790,1090,314643,,20208,1130,70410,9601,3085,3988
2024-05-29 11:42:04,3852,12040,12979,20005,1090,314643,,20169,1130,70410,9623,3085,3988
2024-05-29 11:42:06,3852,12040,12979,20779,1090,314643,,20169,1130,72325,9623,3085,3988
2024-05-29 11:42:08,3846,11602,12988,20779,1088,314643,,20169,1099,75366,9615,3085,4009
2024-05-29 11:42:10,3846,12020,12988,20779,1088,314643,,20169,1136,75366,9615,3085,4009
2024-05-29 11:42:12,3846,12020,12988,20779,1088,314643,,20152,1136,75366,9615,3085,3993
2024-05-29 11:42:14,3846,12020,12988,20779,1081,305547,,20152,1136,75366,9615,3085,3993
