"Time","adservice-769c85bff-p5p4l","cartservice-57b6f4544-nndv9","checkoutservice-7744df487d-9p9wc","currencyservice-57c744564d-6dtkn","emailservice-58755f8b55-vqrwx","frontend-5bfd5c75f-4226p","loadgenerator-7b495c87ff-pc9rs","loadgenerator-7b495c87ff-zq277","paymentservice-747f5544b8-65w42","productcatalogservice-8ffc55d69-gg7lz","recommendationservice-756856df7b-6rzgz","redis-cart-69c467889f-5kh4g","shippingservice-8b5c9bb9b-4xhfd"
2024-05-29 11:54:30,0.00943,0.0394,0.0165,0.0920,0.00708,0.0898,0.105,0.00209,0.0285,0.0335,0.0553,0.00446,0.00912
2024-05-29 11:54:32,0.00954,0.0394,0.0165,0.0957,0.00782,0.0898,0.106,0.00205,0.0285,0.0335,0.0553,0.00446,0.00912
2024-05-29 11:54:34,0.00961,0.0394,0.0175,0.0957,0.00782,0.0947,0.108,0.00201,0.0285,0.0349,0.0553,0.00433,0.00912
2024-05-29 11:54:36,0.00967,0.0417,0.0175,0.0957,0.00782,0.0947,0.114,0.00197,0.0296,0.0349,0.0553,0.00459,0.00952
2024-05-29 11:54:38,0.00996,0.0417,0.0175,0.0957,0.00782,0.0947,0.115,0.00193,0.0296,0.0349,0.0553,0.00459,0.00952
2024-05-29 11:54:40,0.00996,0.0417,0.0175,0.0926,0.00815,0.0947,0.116,0.00189,0.0296,0.0349,0.0536,0.00459,0.00952
2024-05-29 11:54:42,0.00996,0.0417,0.0181,0.101,0.00815,0.0947,0.117,0.00185,0.0296,0.0359,0.0597,0.00459,0.00952
2024-05-29 11:54:44,0.00996,0.0422,0.0181,0.107,0.00815,0.100,0.118,0.00181,0.0296,0.0361,0.0597,0.00459,0.0100
2024-05-29 11:54:46,0.00962,0.0422,0.0181,0.107,0.00815,0.105,0.119,0.00169,0.0308,0.0373,0.0620,0.00461,0.0100
2024-05-29 11:54:48,0.0101,0.0422,0.0181,0.107,0.00788,0.105,0.121,0.00187,0.0308,0.0386,0.0620,0.00476,0.0107
2024-05-29 11:54:50,0.0101,0.0422,0.0186,0.107,0.00874,0.105,0.122,0.00183,0.0308,0.0386,0.0620,0.00479,0.0107
2024-05-29 11:54:52,0.0102,0.0422,0.0194,0.107,0.00874,0.105,0.117,0.00179,0.0311,0.0386,0.0620,0.00479,0.0107
2024-05-29 11:54:54,0.0103,0.0447,0.0194,0.107,0.00874,0.105,0.130,0.00174,0.0311,0.0386,0.0620,0.00479,0.0107
2024-05-29 11:54:56,0.0106,0.0447,0.0194,0.107,0.00907,0.105,0.131,0.00170,0.0311,0.0386,0.0640,0.00479,0.0107
2024-05-29 11:54:58,0.0108,0.0447,0.0194,0.114,0.00907,0.108,0.132,0.00166,0.0323,0.0386,0.0660,0.00479,0.0109
2024-05-29 11:55:00,0.0108,0.0447,0.0194,0.114,0.00907,0.111,0.133,0.00162,0.0323,0.0386,0.0664,0.00479,0.0109
2024-05-29 11:55:02,0.0108,0.0447,0.0194,0.114,0.00907,0.108,0.134,0.00157,0.0323,0.0404,0.0685,0.00479,0.0109
2024-05-29 11:55:04,0.0108,0.0447,0.0194,0.114,0.00918,0.107,0.136,0.00153,0.0323,0.0407,0.0685,0.00483,0.0109
2024-05-29 11:55:06,0.0108,0.0447,0.0202,0.114,0.00918,0.106,0.137,0.00125,0.0323,0.0420,0.0685,0.00486,0.0114
2024-05-29 11:55:08,0.0108,0.0447,0.0202,0.114,0.00918,0.106,0.138,0.00125,0.0313,0.0420,0.0685,0.00501,0.0114
2024-05-29 11:55:10,0.0112,0.0473,0.0202,0.118,0.00952,0.105,0.133,0.00139,0.0332,0.0420,0.0685,0.00501,0.0114
2024-05-29 11:55:12,0.0108,0.0451,0.0202,0.118,0.00952,0.104,0.146,0.00135,0.0332,0.0420,0.0662,0.00501,0.0109
2024-05-29 11:55:14,0.0108,0.0451,0.0202,0.114,0.00924,0.103,0.148,0.00131,0.0332,0.0420,0.0657,0.00501,0.0109
2024-05-29 11:55:16,0.0108,0.0451,0.0202,0.113,0.00924,0.109,0.149,0.00127,0.0332,0.0420,0.0659,0.00501,0.0109
2024-05-29 11:55:18,0.0108,0.0451,0.0203,0.113,0.00924,0.108,0.150,0.00122,0.0332,0.0397,0.0686,0.00486,0.0109
2024-05-29 11:55:20,0.0108,0.0451,0.0203,0.119,0.00924,0.108,0.151,0.00118,0.0332,0.0397,0.0686,0.00486,0.0113
2024-05-29 11:55:22,0.0108,0.0451,0.0203,0.119,0.00965,0.107,0.153,0.00114,0.0332,0.0411,0.0686,0.00486,0.0117
2024-05-29 11:55:24,0.0112,0.0451,0.0203,0.119,0.00965,0.106,0.154,0.00109,0.0332,0.0411,0.0686,0.00489,0.0112
2024-05-29 11:55:26,0.0108,0.0443,0.0203,0.119,0.00965,0.105,0.155,0.00110,0.0323,0.0411,0.0686,0.00505,0.0112
2024-05-29 11:55:28,0.0108,0.0459,0.0203,0.119,0.00965,0.104,0.150,0.00105,0.0335,0.0411,0.0657,0.00505,0.0112
2024-05-29 11:55:30,0.0108,0.0459,0.0209,0.119,0.00965,0.104,0.147,0.00101,0.0335,0.0411,0.0685,0.00505,0.0112
2024-05-29 11:55:32,0.0108,0.0459,0.0216,0.114,0.00918,0.110,0.148,0.000964,0.0335,0.0433,0.0685,0.00505,0.0112
2024-05-29 11:55:34,0.0108,0.0459,0.0206,0.114,0.00918,0.109,0.150,0.000920,0.0335,0.0414,0.0685,0.00489,0.0112
2024-05-29 11:55:36,0.0108,0.0459,0.0206,0.122,0.00918,0.108,0.151,0.000875,0.0335,0.0414,0.0685,0.00494,0.0112
2024-05-29 11:55:38,0.0111,0.0459,0.0206,0.122,0.00948,0.107,0.152,0.000872,0.0335,0.0414,0.0685,0.00494,0.0116
2024-05-29 11:55:40,0.0108,0.0459,0.0206,0.122,0.00948,0.106,0.153,0.000827,0.0326,0.0414,0.0685,0.00494,0.0115
2024-05-29 11:55:42,0.0107,0.0459,0.0206,0.122,0.00948,0.111,0.154,0.000781,0.0326,0.0414,0.0702,0.00505,0.0115
2024-05-29 11:55:44,0.0107,0.0471,0.0206,0.122,0.00977,0.111,0.155,0.000736,0.0326,0.0414,0.0725,0.00505,0.0115
2024-05-29 11:55:46,0.0107,0.0492,0.0215,0.122,0.00977,0.110,0.151,0.000691,0.0336,0.0436,0.0725,0.00505,0.0115
2024-05-29 11:55:48,0.0107,0.0492,0.0222,0.125,0.0103,0.115,0.151,0.000646,0.0348,0.0436,0.0725,0.00505,0.0115
2024-05-29 11:55:50,0.0111,0.0492,0.0222,0.125,0.0103,0.115,0.156,0.000601,0.0348,0.0422,0.0725,0.00509,0.0123
