"Time","adservice-66cdf5d799-qjcz9","cartservice-594d56988-6zw54","checkoutservice-678cdcb74b-gxdhc","currencyservice-65f5c47df6-57ktd","emailservice-57d8c6575f-l28zv","frontend-6b49fbfbff-tr2t9","loadgenerator-7c6fb64488-6n4d7","loadgenerator-7c6fb64488-87k5l","paymentservice-dc6c9d6c6-4g7p8","productcatalogservice-5f999d9577-bdqw2","recommendationservice-6d849b6d76-kkqwm","redis-cart-855b76d469-tvvt6","shippingservice-5cb69d4cbd-khvz6"
2024-06-12 11:05:44,0.00249,0.00749,0.00139,0.0170,0.00179,0.00782,0.0118,0.00170,0.00241,0.00269,0.00461,0.00260,0.000983
2024-06-12 11:05:46,0.00249,0.00781,0.00139,0.0177,0.00179,0.0120,0.0122,0.00169,0.00241,0.00278,0.00461,0.00260,0.000983
2024-06-12 11:05:48,0.00249,0.00781,0.00139,0.0253,0.00179,0.0120,0.0126,0.00167,0.00241,0.00278,0.00461,0.00260,0.000983
2024-06-12 11:05:50,0.00249,0.00781,0.00139,0.0253,0.00179,0.0120,0.0130,0.00172,0.00241,0.00268,0.00461,0.00260,0.000983
2024-06-12 11:05:52,0.00249,0.00781,0.00139,0.0253,0.00176,0.0120,0.0134,0.00171,0.00241,0.00520,0.00461,0.00260,0.00125
2024-06-12 11:05:54,0.00253,0.00757,0.00139,0.0253,0.00199,0.0120,0.0138,0.00170,0.00241,0.00520,0.00461,0.00251,0.00127
2024-06-12 11:05:56,0.00299,0.0119,0.00145,0.0253,0.00199,0.0165,0.0155,0.00168,0.00241,0.00520,0.00461,0.00286,0.00131
2024-06-12 11:05:58,0.00299,0.0119,0.00145,0.0265,0.00199,0.0170,0.0159,0.00167,0.00238,0.00520,0.00676,0.00286,0.00131
2024-06-12 11:06:00,0.00299,0.0121,0.00140,0.0345,0.00199,0.0176,0.0164,0.00165,0.00415,0.00520,0.00676,0.00286,0.00131
2024-06-12 11:06:02,0.00299,0.0122,0.00226,0.0345,0.00199,0.0176,0.0168,0.00169,0.00415,0.00547,0.00676,0.00286,0.00131
2024-06-12 11:06:04,0.00299,0.0126,0.00226,0.0345,0.00199,0.0176,0.0172,0.00168,0.00415,0.00547,0.00676,0.00286,0.00131
2024-06-12 11:06:06,0.00305,0.0126,0.00226,0.0345,0.00219,0.0176,0.0177,0.00166,0.00415,0.00547,0.00676,0.00286,0.00131
2024-06-12 11:06:08,0.00305,0.0126,0.00226,0.0345,0.00219,0.0176,0.0181,0.00165,0.00415,0.00852,0.00686,0.00286,0.00127
2024-06-12 11:06:10,0.00305,0.0168,0.00232,0.0359,0.00222,0.0176,0.0185,0.00163,0.00415,0.00852,0.00712,0.00286,0.00189
2024-06-12 11:06:12,0.00296,0.0168,0.00240,0.0420,0.00222,0.0171,0.0169,0.00169,0.00415,0.00852,0.00712,0.00312,0.00196
2024-06-12 11:06:14,0.00384,0.0168,0.00323,0.0420,0.00222,0.0258,0.0225,0.00167,0.00403,0.00852,0.00712,0.00312,0.00196
2024-06-12 11:06:16,0.00385,0.0168,0.00323,0.0420,0.00222,0.0270,0.0230,0.00166,0.00597,0.00852,0.0102,0.00312,0.00196
2024-06-12 11:06:18,0.00399,0.0168,0.00323,0.0420,0.00222,0.0270,0.0235,0.00164,0.00616,0.00891,0.0102,0.00312,0.00196
2024-06-12 11:06:20,0.00399,0.0173,0.00323,0.0420,0.00245,0.0270,0.0240,0.00162,0.00616,0.00891,0.0102,0.00312,0.00196
2024-06-12 11:06:22,0.00399,0.0174,0.00323,0.0436,0.00242,0.0270,0.0245,0.00161,0.00616,0.00891,0.0102,0.00312,0.00196
2024-06-12 11:06:24,0.00399,0.0220,0.00323,0.0502,0.00251,0.0270,0.0250,0.00170,0.00616,0.0116,0.0102,0.00312,0.00260
2024-06-12 11:06:26,0.00399,0.0220,0.00323,0.0502,0.00251,0.0270,0.0255,0.00169,0.00616,0.0116,0.0102,0.00312,0.00260
2024-06-12 11:06:28,0.00473,0.0220,0.00339,0.0502,0.00251,0.0270,0.0260,0.00167,0.00746,0.0116,0.0106,0.00305,0.00260
2024-06-12 11:06:30,0.00473,0.0220,0.00327,0.0502,0.00251,0.0354,0.0239,0.00165,0.00746,0.0122,0.0106,0.00344,0.00260
2024-06-12 11:06:32,0.00473,0.0220,0.00452,0.0532,0.00251,0.0366,0.0303,0.00164,0.00746,0.0122,0.0106,0.00344,0.00260
2024-06-12 11:06:34,0.00473,0.0220,0.00452,0.0532,0.00251,0.0366,0.0309,0.00162,0.00778,0.0122,0.0135,0.00344,0.00260
2024-06-12 11:06:36,0.00489,0.0220,0.00452,0.0532,0.00242,0.0366,0.0314,0.00160,0.00778,0.0122,0.0135,0.00344,0.00260
2024-06-12 11:06:38,0.00489,0.0264,0.00452,0.0532,0.00286,0.0366,0.0320,0.00159,0.00778,0.0122,0.0135,0.00344,0.00314
2024-06-12 11:06:40,0.00489,0.0277,0.00452,0.0617,0.00294,0.0366,0.0326,0.00165,0.00778,0.0118,0.0135,0.00340,0.00321
2024-06-12 11:06:42,0.00489,0.0277,0.00476,0.0617,0.00294,0.0366,0.0331,0.00163,0.00778,0.0152,0.0140,0.00351,0.00332
2024-06-12 11:06:44,0.00474,0.0277,0.00476,0.0617,0.00294,0.0436,0.0337,0.00161,0.00944,0.0162,0.0140,0.00371,0.00332
2024-06-12 11:06:46,0.00579,0.0277,0.00476,0.0617,0.00294,0.0436,0.0343,0.00159,0.00968,0.0162,0.0140,0.00371,0.00332
2024-06-12 11:06:48,0.00579,0.0277,0.00588,0.0617,0.00294,0.0460,0.0386,0.00157,0.00997,0.0162,0.0140,0.00371,0.00332
2024-06-12 11:06:50,0.00598,0.0277,0.00588,0.0658,0.00294,0.0460,0.0392,0.00156,0.00997,0.0162,0.0165,0.00371,0.00332
2024-06-12 11:06:52,0.00598,0.0309,0.00588,0.0658,0.00294,0.0460,0.0399,0.00146,0.00997,0.0182,0.0173,0.00371,0.00381
2024-06-12 11:06:54,0.00598,0.0324,0.00588,0.0658,0.00285,0.0460,0.0405,0.00144,0.00997,0.0182,0.0173,0.00371,0.00381
2024-06-12 11:06:56,0.00598,0.0324,0.00588,0.0658,0.00345,0.0460,0.0411,0.00142,0.00997,0.0182,0.0173,0.00371,0.00381
2024-06-12 11:06:58,0.00668,0.0324,0.00605,0.0739,0.00345,0.0460,0.0417,0.00141,0.00997,0.0182,0.0173,0.00403,0.00397
2024-06-12 11:07:00,0.00668,0.0324,0.00626,0.0739,0.00345,0.0446,0.0423,0.00139,0.0124,0.0182,0.0196,0.00403,0.00397
2024-06-12 11:07:02,0.00668,0.0324,0.00626,0.0739,0.00345,0.0547,0.0430,0.00137,0.0129,0.0193,0.0196,0.00403,0.00397
2024-06-12 11:07:04,0.00696,0.0324,0.00766,0.0739,0.00345,0.0579,0.0477,0.00136,0.0129,0.0193,0.0196,0.00403,0.00444
2024-06-12 11:07:06,0.00696,0.0324,0.00766,0.0739,0.00345,0.0579,0.0484,0.00134,0.0129,0.0193,0.0196,0.00403,0.00444
2024-06-12 11:07:08,0.00696,0.0313,0.00766,0.0783,0.00345,0.0579,0.0491,0.00132,0.0129,0.0225,0.0203,0.00403,0.00444
2024-06-12 11:07:10,0.00696,0.0323,0.00766,0.0783,0.00345,0.0579,0.0498,0.00132,0.0129,0.0225,0.0203,0.00403,0.00444
2024-06-12 11:07:12,0.00696,0.0371,0.00766,0.0783,0.00342,0.0623,0.0505,0.00130,0.0133,0.0225,0.0203,0.00403,0.00459
2024-06-12 11:07:14,0.00673,0.0371,0.00766,0.0783,0.00391,0.0623,0.0541,0.00128,0.0133,0.0225,0.0203,0.00424,0.00459
2024-06-12 11:07:16,0.00784,0.0371,0.00788,0.0858,0.00391,0.0623,0.0549,0.00127,0.0153,0.0225,0.0233,0.00439,0.00459
2024-06-12 11:07:18,0.00817,0.0371,0.00813,0.0858,0.00391,0.0623,0.0556,0.00125,0.0153,0.0225,0.0233,0.00439,0.00459
2024-06-12 11:07:20,0.00817,0.0389,0.00813,0.0858,0.00391,0.0647,0.0563,0.00117,0.0153,0.0235,0.0242,0.00439,0.00445
2024-06-12 11:07:22,0.00817,0.0389,0.00959,0.0858,0.00391,0.0647,0.0570,0.00124,0.0153,0.0259,0.0242,0.00439,0.00451
2024-06-12 11:07:24,0.00817,0.0389,0.00959,0.0885,0.00391,0.0647,0.0578,0.00123,0.0158,0.0259,0.0242,0.00439,0.00562
2024-06-12 11:07:26,0.00817,0.0389,0.00959,0.0915,0.00401,0.0647,0.0585,0.00121,0.0164,0.0259,0.0242,0.00439,0.00562
2024-06-12 11:07:28,0.00817,0.0419,0.00959,0.0915,0.00401,0.0711,0.0592,0.00119,0.0164,0.0259,0.0242,0.00439,0.00562
2024-06-12 11:07:30,0.00885,0.0419,0.00959,0.0965,0.00387,0.0711,0.0645,0.00118,0.0164,0.0259,0.0242,0.00425,0.00562
2024-06-12 11:07:32,0.00885,0.0419,0.00959,0.0965,0.00384,0.0745,0.0652,0.00116,0.0181,0.0271,0.0255,0.00478,0.00562
2024-06-12 11:07:34,0.00927,0.0430,0.0108,0.0965,0.00437,0.0745,0.0660,0.00114,0.0181,0.0271,0.0290,0.00478,0.00562
2024-06-12 11:07:36,0.00927,0.0444,0.0108,0.0965,0.00437,0.0745,0.0668,0.00112,0.0181,0.0271,0.0290,0.00478,0.00562
2024-06-12 11:07:38,0.00927,0.0444,0.0108,0.0965,0.00451,0.0745,0.0676,0.00104,0.0181,0.0297,0.0290,0.00478,0.00609
2024-06-12 11:07:40,0.00927,0.0456,0.0108,0.0965,0.00451,0.0745,0.0684,0.00111,0.0181,0.0297,0.0290,0.00478,0.00632
2024-06-12 11:07:42,0.00927,0.0456,0.0108,0.105,0.00451,0.0799,0.0691,0.00109,0.0188,0.0297,0.0290,0.00478,0.00632
2024-06-12 11:07:44,0.00927,0.0456,0.0108,0.105,0.00451,0.0799,0.0699,0.00107,0.0188,0.0306,0.0290,0.00487,0.00632
2024-06-12 11:07:46,0.00989,0.0456,0.0108,0.105,0.00451,0.0826,0.0707,0.00105,0.0188,0.0308,0.0309,0.00487,0.00632
2024-06-12 11:07:48,0.00989,0.0456,0.0113,0.105,0.00451,0.0855,0.0767,0.00104,0.0188,0.0318,0.0324,0.00505,0.00632
2024-06-12 11:07:50,0.0103,0.0456,0.0125,0.105,0.00436,0.0855,0.0775,0.00102,0.0203,0.0318,0.0324,0.00505,0.00632
2024-06-12 11:07:52,0.0103,0.0476,0.0125,0.105,0.00508,0.0855,0.0783,0.00100,0.0203,0.0318,0.0324,0.00505,0.00650
2024-06-12 11:07:54,0.0103,0.0487,0.0125,0.105,0.00508,0.0899,0.0792,0.000984,0.0211,0.0318,0.0324,0.00504,0.00705
2024-06-12 11:07:56,0.0103,0.0487,0.0125,0.115,0.00508,0.0899,0.0800,0.000999,0.0211,0.0341,0.0324,0.00522,0.00727
2024-06-12 11:07:58,0.0103,0.0487,0.0125,0.115,0.00508,0.0899,0.0808,0.000980,0.0211,0.0341,0.0324,0.00522,0.00727
2024-06-12 11:08:00,0.0103,0.0487,0.0125,0.115,0.00508,0.0899,0.0817,0.000962,0.0217,0.0341,0.0344,0.00531,0.00727
2024-06-12 11:08:02,0.00998,0.0487,0.0130,0.115,0.00523,0.0899,0.0825,0.000944,0.0217,0.0341,0.0365,0.00531,0.00727
2024-06-12 11:08:04,0.0103,0.0486,0.0134,0.115,0.00523,0.0957,0.0876,0.000925,0.0228,0.0358,0.0365,0.00531,0.00727
2024-06-12 11:08:06,0.0115,0.0511,0.0139,0.115,0.00539,0.0964,0.0885,0.000907,0.0228,0.0358,0.0365,0.00531,0.00727
2024-06-12 11:08:08,0.0115,0.0511,0.0139,0.115,0.00539,0.0994,0.0894,0.000889,0.0228,0.0358,0.0365,0.00531,0.00727
2024-06-12 11:08:10,0.0115,0.0511,0.0139,0.122,0.00539,0.0994,0.0902,0.000926,0.0233,0.0358,0.0365,0.00531,0.00764
2024-06-12 11:08:12,0.0115,0.0511,0.0139,0.122,0.00539,0.0994,0.0911,0.000906,0.0233,0.0376,0.0365,0.00561,0.00804
2024-06-12 11:08:14,0.0115,0.0511,0.0139,0.127,0.00539,0.0994,0.0920,0.000887,0.0233,0.0376,0.0365,0.00561,0.00804
2024-06-12 11:08:16,0.0115,0.0511,0.0139,0.127,0.00539,0.103,0.0929,0.000867,0.0233,0.0376,0.0353,0.00561,0.00804
2024-06-12 11:08:18,0.0122,0.0511,0.0135,0.127,0.00543,0.103,0.0937,0.000848,0.0233,0.0391,0.0396,0.00561,0.00804
2024-06-12 11:08:20,0.0127,0.0513,0.0151,0.127,0.00597,0.103,0.0902,0.000828,0.0241,0.0391,0.0408,0.00561,0.00804
2024-06-12 11:08:22,0.0127,0.0558,0.0157,0.127,0.00597,0.103,0.101,0.000809,0.0241,0.0391,0.0423,0.00561,0.00804
2024-06-12 11:08:24,0.0127,0.0558,0.0157,0.127,0.00597,0.107,0.102,0.000789,0.0241,0.0391,0.0423,0.00561,0.00804
2024-06-12 11:08:26,0.0127,0.0558,0.0157,0.131,0.00597,0.110,0.103,0.000775,0.0234,0.0391,0.0423,0.00561,0.00850
2024-06-12 11:08:28,0.0127,0.0558,0.0157,0.132,0.00597,0.110,0.104,0.000755,0.0257,0.0408,0.0423,0.00544,0.00882
2024-06-12 11:08:30,0.0127,0.0558,0.0157,0.132,0.00597,0.110,0.105,0.000736,0.0271,0.0428,0.0442,0.00559,0.00882
2024-06-12 11:08:32,0.0127,0.0586,0.0157,0.140,0.00597,0.110,0.106,0.000716,0.0271,0.0428,0.0442,0.00605,0.00882
2024-06-12 11:08:34,0.0127,0.0586,0.0165,0.140,0.00649,0.116,0.107,0.000696,0.0271,0.0428,0.0442,0.00605,0.00882
2024-06-12 11:08:36,0.0134,0.0604,0.0165,0.140,0.00649,0.116,0.112,0.000677,0.0271,0.0428,0.0442,0.00605,0.00911
2024-06-12 11:08:38,0.0129,0.0604,0.0159,0.140,0.00649,0.119,0.113,0.000657,0.0271,0.0428,0.0442,0.00605,0.00956
2024-06-12 11:08:40,0.0140,0.0604,0.0179,0.140,0.00649,0.119,0.114,0.000637,0.0271,0.0428,0.0458,0.00605,0.00956
2024-06-12 11:08:42,0.0140,0.0604,0.0179,0.140,0.00649,0.119,0.115,0.000500,0.0271,0.0428,0.0458,0.00613,0.00956
2024-06-12 11:08:44,0.0140,0.0604,0.0179,0.143,0.00649,0.119,0.116,0.000500,0.0283,0.0457,0.0458,0.00613,0.00956
2024-06-12 11:08:46,0.0140,0.0632,0.0179,0.151,0.00673,0.119,0.121,0.000500,0.0291,0.0473,0.0444,0.00635,0.00956
2024-06-12 11:08:48,0.0140,0.0632,0.0184,0.151,0.00673,0.119,0.122,0.000555,0.0301,0.0473,0.0490,0.00635,0.00956
2024-06-12 11:08:50,0.0140,0.0632,0.0191,0.151,0.00705,0.123,0.123,0.000536,0.0301,0.0473,0.0508,0.00635,0.00956
2024-06-12 11:08:52,0.0140,0.0612,0.0191,0.151,0.00705,0.130,0.124,0.000516,0.0301,0.0473,0.0508,0.00635,0.00997
2024-06-12 11:08:54,0.0147,0.0642,0.0191,0.151,0.00705,0.130,0.125,0.000496,0.0301,0.0473,0.0508,0.00635,0.0104
2024-06-12 11:08:56,0.0152,0.0642,0.0200,0.151,0.00705,0.130,0.126,0.000476,0.0301,0.0473,0.0508,0.00635,0.0104
2024-06-12 11:08:58,0.0152,0.0676,0.0200,0.151,0.00716,0.130,0.127,0.000456,0.0312,0.0473,0.0508,0.00651,0.0104
2024-06-12 11:09:00,0.0152,0.0676,0.0200,0.153,0.00743,0.130,0.133,0.000428,0.0312,0.0473,0.0535,0.00651,0.0104
2024-06-12 11:09:02,0.0152,0.0676,0.0200,0.159,0.00743,0.130,0.134,0.000409,0.0312,0.0515,0.0535,0.00670,0.0104
2024-06-12 11:09:04,0.0152,0.0676,0.0200,0.159,0.00770,0.130,0.135,0.000390,0.0323,0.0515,0.0535,0.00670,0.0104
2024-06-12 11:09:06,0.0152,0.0676,0.0200,0.159,0.00770,0.140,0.136,0.000371,0.0323,0.0515,0.0564,0.00670,0.0107
2024-06-12 11:09:08,0.0152,0.0679,0.0207,0.159,0.00770,0.140,0.137,0.000351,0.0323,0.0515,0.0564,0.00670,0.0110
2024-06-12 11:09:10,0.0152,0.0679,0.0220,0.159,0.00770,0.140,0.138,0.000332,0.0323,0.0515,0.0564,0.00670,0.0114
2024-06-12 11:09:12,0.0160,0.0679,0.0220,0.159,0.00770,0.140,0.139,0.000331,0.0323,0.0515,0.0564,0.00670,0.0114
2024-06-12 11:09:14,0.0160,0.0699,0.0220,0.168,0.00770,0.140,0.140,0.000312,0.0349,0.0521,0.0564,0.00680,0.0114
2024-06-12 11:09:16,0.0160,0.0704,0.0220,0.163,0.00784,0.140,0.141,0.000293,0.0349,0.0521,0.0585,0.00708,0.0114
2024-06-12 11:09:18,0.0160,0.0726,0.0220,0.170,0.00811,0.140,0.147,0.000273,0.0349,0.0521,0.0585,0.00708,0.0114
2024-06-12 11:09:20,0.0160,0.0726,0.0220,0.170,0.00811,0.139,0.148,0.000254,0.0349,0.0544,0.0585,0.00708,0.0114
2024-06-12 11:09:22,0.0160,0.0726,0.0220,0.170,0.00811,0.143,0.150,,0.0349,0.0544,0.0585,0.00708,0.0114
2024-06-12 11:09:24,0.0169,0.0713,0.0220,0.170,0.00811,0.151,0.151,,0.0349,0.0544,0.0611,0.00708,0.0119
2024-06-12 11:09:26,0.0169,0.0713,0.0230,0.170,0.00811,0.151,0.152,,0.0349,0.0548,0.0611,0.00708,0.0119
2024-06-12 11:09:28,0.0164,0.0713,0.0230,0.175,0.00817,0.151,0.153,,0.0349,0.0548,0.0648,0.00708,0.0119
2024-06-12 11:09:30,0.0173,0.0713,0.0230,0.177,0.00846,0.151,0.154,,0.0366,0.0548,0.0648,0.00706,0.0119
2024-06-12 11:09:32,0.0173,0.0713,0.0230,0.183,0.00846,0.151,0.155,,0.0366,0.0566,0.0648,0.00727,0.0119
2024-06-12 11:09:34,0.0173,0.0737,0.0230,0.183,0.00846,0.151,0.151,,0.0366,0.0570,0.0648,0.00727,0.0119
2024-06-12 11:09:36,0.0173,0.0737,0.0241,0.183,0.00846,0.159,0.162,,0.0366,0.0588,0.0657,0.00727,0.0125
2024-06-12 11:09:38,0.0173,0.0737,0.0241,0.183,0.00846,0.159,0.163,,0.0367,0.0588,0.0657,0.00727,0.0121
2024-06-12 11:09:40,0.0173,0.0737,0.0244,0.183,0.00846,0.159,0.164,,0.0367,0.0588,0.0657,0.00734,0.0126
2024-06-12 11:09:42,0.0182,0.0737,0.0244,0.183,0.00873,0.159,0.165,,0.0367,0.0569,0.0657,0.00734,0.0126
2024-06-12 11:09:44,0.0182,0.0737,0.0244,0.183,0.00845,0.159,0.166,,0.0380,0.0592,0.0677,0.00734,0.0126
2024-06-12 11:09:46,0.0182,0.0734,0.0244,0.183,0.00889,0.160,0.167,,0.0380,0.0592,0.0712,0.00756,0.0126
2024-06-12 11:09:48,0.0183,0.0774,0.0244,0.190,0.00889,0.167,0.168,,0.0379,0.0592,0.0712,0.00756,0.0126
2024-06-12 11:09:50,0.0183,0.0774,0.0255,0.190,0.00889,0.167,0.168,,0.0379,0.0592,0.0712,0.00756,0.0133
2024-06-12 11:09:52,0.0183,0.0774,0.0255,0.190,0.00889,0.167,0.163,,0.0379,0.0617,0.0712,0.00756,0.0133
2024-06-12 11:09:54,0.0183,0.0774,0.0255,0.190,0.00933,0.167,0.173,,0.0396,0.0617,0.0712,0.00756,0.0134
2024-06-12 11:09:56,0.0183,0.0774,0.0258,0.191,0.00933,0.167,0.173,,0.0396,0.0617,0.0712,0.00756,0.0134
2024-06-12 11:09:58,0.0191,0.0774,0.0258,0.191,0.00938,0.167,0.179,,0.0396,0.0617,0.0712,0.00746,0.0134
2024-06-12 11:10:00,0.0191,0.0769,0.0258,0.197,0.00938,0.169,0.180,,0.0396,0.0598,0.0712,0.00772,0.0134
2024-06-12 11:10:02,0.0191,0.0769,0.0271,0.197,0.00938,0.176,0.180,,0.0396,0.0618,0.0712,0.00772,0.0134
2024-06-12 11:10:04,0.0191,0.0790,0.0271,0.197,0.00938,0.176,0.180,,0.0391,0.0639,0.0760,0.00772,0.0134
2024-06-12 11:10:06,0.0191,0.0790,0.0271,0.197,0.00938,0.176,0.180,,0.0391,0.0639,0.0760,0.00772,0.0139
2024-06-12 11:10:08,0.0191,0.0790,0.0271,0.197,0.00938,0.176,0.180,,0.0406,0.0639,0.0760,0.00772,0.0140
2024-06-12 11:10:10,0.0191,0.0788,0.0271,0.197,0.00964,0.176,0.189,,0.0406,0.0639,0.0760,0.00792,0.0140
2024-06-12 11:10:12,0.0199,0.0788,0.0271,0.190,0.00970,0.176,0.190,,0.0406,0.0639,0.0760,0.00792,0.0140
2024-06-12 11:10:14,0.0199,0.0800,0.0271,0.196,0.00970,0.176,0.190,,0.0406,0.0639,0.0760,0.00788,0.0140
2024-06-12 11:10:16,0.0199,0.0800,0.0271,0.190,0.00970,0.171,0.190,,0.0406,0.0660,0.0760,0.00788,0.0140
2024-06-12 11:10:18,0.0195,0.0800,0.0279,0.191,0.00970,0.174,0.190,,0.0406,0.0660,0.0760,0.00788,0.0137
2024-06-12 11:10:20,0.0195,0.0800,0.0279,0.197,0.00970,0.179,0.190,,0.0393,0.0637,0.0743,0.00788,0.0137
2024-06-12 11:10:22,0.0195,0.0800,0.0279,0.197,0.00969,0.179,0.190,,0.0386,0.0636,0.0748,0.00788,0.0141
2024-06-12 11:10:24,0.0195,0.0800,0.0268,0.197,0.00975,0.179,0.191,,0.0389,0.0636,0.0776,0.00788,0.0141
2024-06-12 11:10:26,0.0195,0.0772,0.0268,0.197,0.0101,0.179,0.191,,0.0401,0.0636,0.0776,0.00798,0.0141
2024-06-12 11:10:28,0.0195,0.0772,0.0268,0.197,0.00976,0.179,0.191,,0.0401,0.0636,0.0776,0.00798,0.0141
2024-06-12 11:10:30,0.0194,0.0772,0.0275,0.191,0.00969,0.174,0.191,,0.0401,0.0636,0.0776,0.00772,0.0141
2024-06-12 11:10:32,0.0194,0.0772,0.0275,0.190,0.00960,0.174,0.191,,0.0401,0.0629,0.0776,0.00772,0.0136
2024-06-12 11:10:34,0.0194,0.0772,0.0275,0.190,0.00960,0.176,0.191,,0.0401,0.0651,0.0776,0.00772,0.0136
2024-06-12 11:10:36,0.0194,0.0772,0.0275,0.190,0.00960,0.176,0.191,,0.0401,0.0651,0.0776,0.00754,0.0136
2024-06-12 11:10:38,0.0194,0.0752,0.0270,0.190,0.00960,0.176,0.191,,0.0392,0.0640,0.0748,0.00782,0.0139
2024-06-12 11:10:40,0.0194,0.0776,0.0270,0.190,0.00960,0.176,0.197,,0.0392,0.0640,0.0754,0.00783,0.0139
2024-06-12 11:10:42,0.0194,0.0776,0.0270,0.190,0.00976,0.176,0.190,,0.0388,0.0640,0.0776,0.00783,0.0140
2024-06-12 11:10:44,0.0196,0.0776,0.0278,0.190,0.00976,0.176,0.195,,0.0399,0.0640,0.0776,0.00783,0.0140
2024-06-12 11:10:46,0.0196,0.0776,0.0278,0.190,0.00976,0.178,0.195,,0.0399,0.0640,0.0776,0.00783,0.0140
2024-06-12 11:10:48,0.0196,0.0776,0.0278,0.190,0.00977,0.178,0.195,,0.0400,0.0640,0.0776,0.00783,0.0140
2024-06-12 11:10:50,0.0196,0.0776,0.0279,0.190,0.00977,0.178,0.195,,0.0400,0.0642,0.0776,0.00783,0.0140
2024-06-12 11:10:52,0.0196,0.0790,0.0279,0.190,0.00977,0.178,0.195,,0.0400,0.0645,0.0776,0.00783,0.0138
2024-06-12 11:10:54,0.0196,0.0790,0.0279,0.190,0.00991,0.178,0.195,,0.0400,0.0645,0.0776,0.00787,0.0142
2024-06-12 11:10:56,0.0198,0.0780,0.0279,0.190,0.00991,0.173,0.199,,0.0400,0.0645,0.0784,0.00793,0.0143
