"Time","adservice-769c85bff-p5p4l","cartservice-57b6f4544-nndv9","checkoutservice-7744df487d-9p9wc","currencyservice-57c744564d-6dtkn","emailservice-58755f8b55-vqrwx","frontend-5bfd5c75f-4226p","loadgenerator-7b495c87ff-pc9rs","loadgenerator-7b495c87ff-zq277","paymentservice-747f5544b8-65w42","productcatalogservice-8ffc55d69-gg7lz","recommendationservice-756856df7b-6rzgz","redis-cart-69c467889f-5kh4g","shippingservice-8b5c9bb9b-4xhfd"
2024-05-29 11:54:40,3479,12785,13095,15897,1358,402118,28712,2035,1140,94475,11993,3646,3877
2024-05-29 11:54:42,3479,13520,13580,16804,1358,402118,28997,1988,1140,94475,11993,3839,3877
2024-05-29 11:54:44,3562,13520,13580,16804,1358,402118,29282,1942,1197,94475,11993,3839,3877
2024-05-29 11:54:46,3562,14237,13580,16804,1415,390864,28206,1896,1197,94475,11993,3839,4051
2024-05-29 11:54:48,3562,14237,13580,17505,1415,388184,31152,1850,1197,94475,12690,3839,4051
2024-05-29 11:54:50,3730,14237,13580,17505,1415,428954,31449,1803,1197,94475,12690,3839,4051
2024-05-29 11:54:52,3730,14237,14156,17999,1456,428954,31747,1905,1197,100803,12690,3839,4051
2024-05-29 11:54:54,3730,14237,13689,17999,1456,453414,32045,1855,1197,100803,12690,3839,4051
2024-05-29 11:54:56,3730,14626,14599,17999,1456,453414,32343,1805,1236,100803,13197,3969,3910
2024-05-29 11:54:58,3730,14626,14599,17999,1456,453414,32641,1755,1259,100803,13197,4105,4181
2024-05-29 11:55:00,3608,14626,14599,18851,1456,453414,32938,1705,1268,100803,13197,4105,4396
2024-05-29 11:55:02,3789,15218,14599,18851,1529,453414,34551,1655,1309,104514,13197,4105,4396
2024-05-29 11:55:04,3926,15218,15029,18851,1534,453414,34861,1672,1309,104514,13919,4105,4396
2024-05-29 11:55:06,3926,15218,15133,18851,1534,437759,35170,1620,1309,104514,13919,4105,4396
2024-05-29 11:55:08,3926,15218,15615,18634,1534,434736,35480,1568,1309,101098,13919,4137,4396
2024-05-29 11:55:10,3926,15218,15615,18634,1534,470720,35790,1517,1309,100401,13919,4265,4396
2024-05-29 11:55:12,3926,14735,15077,18634,1534,470720,36099,1465,1254,102914,13472,4265,4396
2024-05-29 11:55:14,3892,15134,14957,19370,1534,470720,36785,1413,1254,106592,13472,4265,4356
2024-05-29 11:55:16,4016,15530,14957,19370,1534,470720,37098,1330,1254,106592,13472,4265,4356
2024-05-29 11:55:18,4016,15530,14957,19370,1534,470720,37411,1279,1295,106592,13472,4265,4356
2024-05-29 11:55:20,4016,15530,14957,19370,1565,494616,37723,1229,1295,106592,13975,4108,4356
2024-05-29 11:55:22,4016,15530,14957,19370,1537,494616,38036,1179,1295,106592,13975,4108,4356
2024-05-29 11:55:24,4016,15530,15020,19560,1537,470052,38349,1128,1295,111619,13975,4108,4356
2024-05-29 11:55:26,4016,15530,15020,19008,1537,470052,37854,1078,1295,111619,13975,4296,4356
2024-05-29 11:55:28,4016,14855,15020,19008,1537,470052,38161,1027,1266,105316,13261,4296,4625
2024-05-29 11:55:30,3803,14855,15020,19008,1537,470052,38467,946,1305,105316,13261,4155,4625
2024-05-29 11:55:32,3957,14855,15020,19008,1537,470052,38773,897,1305,105316,13800,4155,4384
2024-05-29 11:55:34,3957,15346,15020,19008,1537,494965,39079,848,1305,105316,13800,4155,4384
2024-05-29 11:55:36,3957,15871,15479,19566,1537,494965,39386,798,1305,111666,13800,4155,4384
2024-05-29 11:55:38,3957,15871,16024,20205,1558,473570,39692,749,1305,111666,13583,4347,4384
2024-05-29 11:55:40,3957,15871,15540,20205,1580,473570,39998,700,1305,111666,13583,4347,4384
2024-05-29 11:55:42,3957,15871,16253,20211,1580,473570,38817,650,1305,111666,14224,4347,4465
2024-05-29 11:55:44,4009,15369,16253,20211,1580,473570,41979,601,1309,111666,14224,4347,4465
2024-05-29 11:55:46,4009,16467,16253,20211,1580,473570,42295,552,1367,107482,14224,4207,4709
2024-05-29 11:55:48,4009,16467,16253,20211,1580,473570,42612,,1367,114463,14224,4178,4709
2024-05-29 11:55:50,4009,16467,16253,20211,1580,500299,42928,,1367,114463,14224,4511,4709
