"Time","adservice-66cdf5d799-qjcz9","cartservice-594d56988-6zw54","checkoutservice-678cdcb74b-gxdhc","currencyservice-65f5c47df6-57ktd","emailservice-57d8c6575f-l28zv","frontend-6b49fbfbff-tr2t9","loadgenerator-7c6fb64488-87k5l","loadgenerator-7c6fb64488-z47zq","paymentservice-dc6c9d6c6-4g7p8","productcatalogservice-5f999d9577-bdqw2","recommendationservice-6d849b6d76-kkqwm","redis-cart-855b76d469-tvvt6","shippingservice-5cb69d4cbd-khvz6"
2024-06-07 12:41:00,610,1540,1235,3313,395,36031,3052,4229,219,9589,1360,421,567
2024-06-07 12:41:02,610,1540,1235,3313,400,37381,3106,4182,256,9589,1360,429,567
2024-06-07 12:41:04,610,1540,1235,4034,400,45494,3159,4135,256,9589,1360,444,567
2024-06-07 12:41:06,766,1540,1235,4034,400,45494,2966,4089,256,10007,1360,444,567
2024-06-07 12:41:08,766,1490,1235,4200,400,45494,3611,4042,263,10007,1360,444,667
2024-06-07 12:41:10,782,2016,1235,4200,400,45494,3670,3709,263,10007,1400,523,667
2024-06-07 12:41:12,809,2030,1464,4200,400,45494,3730,3887,263,10007,1613,523,667
2024-06-07 12:41:14,809,2095,1498,4200,387,48338,3789,3841,263,9705,1613,523,691
2024-06-07 12:41:16,809,2095,1555,4200,412,57333,3848,3795,263,12892,1613,523,691
2024-06-07 12:41:18,809,2095,1555,4200,411,57333,3908,3749,283,12892,1613,523,691
2024-06-07 12:41:20,809,2095,1555,4274,411,57333,3967,3703,283,13297,1613,543,691
2024-06-07 12:41:22,990,2424,1555,5364,411,57333,4027,3658,283,13699,1669,543,691
2024-06-07 12:41:24,990,2424,1555,5364,411,57333,4517,3612,289,13699,1669,543,691
2024-06-07 12:41:26,990,2424,1846,5364,411,57333,4583,3566,289,13699,1669,524,822
2024-06-07 12:41:28,990,2424,1846,5364,416,57333,4649,3480,289,13699,1613,692,854
2024-06-07 12:41:30,1023,2520,1846,5364,416,58736,4714,3434,289,13699,1988,692,854
2024-06-07 12:41:32,1023,2520,1846,5364,435,75678,4780,3389,289,13263,2058,721,854
2024-06-07 12:41:34,1186,2880,1913,6308,435,75678,4846,3344,289,17037,2058,721,854
2024-06-07 12:41:36,1186,2880,2108,6308,435,75678,4911,3298,314,17638,2058,721,854
2024-06-07 12:41:38,1186,2880,2108,6308,435,75678,4977,3253,325,17638,2058,721,854
2024-06-07 12:41:40,1228,2880,2108,6308,435,75678,5565,3147,325,17638,2058,721,854
2024-06-07 12:41:42,1228,3037,2108,6308,435,75678,5637,3102,325,17638,2058,721,854
2024-06-07 12:41:44,1228,3037,2108,6308,432,75678,5710,3058,325,17638,2494,748,1031
2024-06-07 12:41:46,1228,3037,2168,7314,447,77956,5782,3013,325,17638,2494,722,1031
2024-06-07 12:41:48,1403,3037,2242,7314,433,75866,5855,2968,325,18427,2494,908,1031
2024-06-07 12:41:50,1481,3552,2242,7314,472,97059,5927,2924,325,17873,2494,908,1031
2024-06-07 12:41:52,1481,3552,2242,7314,472,97059,6000,2879,325,17750,2494,908,1031
2024-06-07 12:41:54,1481,3552,2641,7314,472,97059,6482,2835,313,22413,2719,908,1031
2024-06-07 12:41:56,1481,3552,2641,7314,472,97059,6559,2830,369,22413,2719,908,1031
2024-06-07 12:41:58,1481,3702,2641,7314,472,97059,6637,2785,369,22413,2719,936,1031
2024-06-07 12:42:00,1638,3702,2641,7761,472,97059,6714,2740,369,23631,2848,966,1070
2024-06-07 12:42:02,1638,3702,2641,7496,477,97059,6791,2695,369,23631,2848,1107,1070
2024-06-07 12:42:04,1638,3702,2744,8824,477,97059,6869,2650,369,23631,2848,1107,1255
2024-06-07 12:42:06,1638,3586,2744,8824,462,116526,6946,2322,369,23631,3116,1107,1255
2024-06-07 12:42:08,1733,3561,2744,8824,508,116526,7023,2487,369,23631,3116,1107,1255
2024-06-07 12:42:10,1733,4523,3184,8824,508,116526,6702,2443,402,27422,3116,1107,1255
2024-06-07 12:42:12,1733,4523,3184,8824,518,116526,7889,2399,415,27422,3116,1107,1314
2024-06-07 12:42:14,1733,4523,3184,8824,518,116526,7974,2355,415,28860,3116,1107,1314
2024-06-07 12:42:16,1976,4523,3275,9274,518,120371,8059,2311,415,28860,3192,1158,1314
2024-06-07 12:42:18,1976,4523,3382,9274,518,121204,8144,2267,415,28860,3214,1301,1314
2024-06-07 12:42:20,1976,4751,3382,8990,518,124945,8229,2223,415,28860,3308,1301,1314
2024-06-07 12:42:22,1976,4751,3382,10178,518,140060,8314,2179,415,28860,3669,1301,1453
2024-06-07 12:42:24,2094,5214,3382,10178,544,140060,8860,1854,416,28860,3669,1301,1453
2024-06-07 12:42:26,2094,5214,3810,10178,555,140060,8949,1854,466,27987,3669,1301,1453
2024-06-07 12:42:28,2094,5214,3810,10178,555,140060,9039,1988,466,32884,3669,1389,1540
2024-06-07 12:42:30,2094,5214,3810,10667,555,140060,9129,1945,466,34348,3669,1430,1540
2024-06-07 12:42:32,2094,5214,3810,10667,555,140060,9218,1902,466,34348,3669,1476,1540
2024-06-07 12:42:34,2366,5214,4011,11320,555,140060,9308,1859,466,34348,4088,1476,1681
2024-06-07 12:42:36,2366,5521,4476,11320,555,140484,9901,1816,466,34348,4088,1476,1681
2024-06-07 12:42:38,2366,6062,4476,11320,584,144102,9996,1774,466,34348,4088,1476,1681
2024-06-07 12:42:40,2366,6062,4476,11320,584,169517,10090,1731,466,34348,4088,1476,1681
2024-06-07 12:42:42,2493,6062,4476,11320,594,169517,10185,1776,451,35440,4088,1608,1681
2024-06-07 12:42:44,2493,6062,4476,11770,594,169517,10279,1731,549,39333,4177,1608,1681
2024-06-07 12:42:46,2652,6062,4476,11770,594,169517,10374,1686,549,40640,4313,1608,1681
2024-06-07 12:42:48,2652,6062,4476,11770,594,169517,10944,1641,549,40640,4732,1678,1783
2024-06-07 12:42:50,2652,6062,4619,12559,594,169517,11042,1596,549,40640,4732,1678,1783
2024-06-07 12:42:52,2652,6265,5243,12559,607,169517,11141,1549,549,40640,4732,1791,1972
2024-06-07 12:42:54,2652,6462,5243,12559,587,176239,11240,1505,549,40640,4732,1791,1972
2024-06-07 12:42:56,2652,6233,5243,13077,643,170558,11339,1460,549,40640,4732,1791,1972
2024-06-07 12:42:58,2752,7148,5243,13077,643,195198,11438,1415,549,43931,4732,1791,1972
2024-06-07 12:43:00,2976,7148,5243,13494,643,195198,12079,1371,565,43931,4732,1883,1972
2024-06-07 12:43:02,2976,7148,5243,13494,643,195198,12182,1125,601,46007,4930,1883,1972
2024-06-07 12:43:04,2976,7148,5243,13494,643,200812,12285,1125,601,46007,5278,1883,2072
2024-06-07 12:43:06,2976,7148,5243,13494,643,206864,12389,1125,601,46007,5278,2015,2174
2024-06-07 12:43:08,3064,7148,5226,13941,665,206864,12492,1275,601,46007,5278,2015,2174
2024-06-07 12:43:10,3179,7452,5389,14467,665,206864,12596,1226,621,46007,5278,2015,2174
2024-06-07 12:43:12,3179,7452,6148,14467,691,206864,12699,1178,621,46007,5278,2015,2174
2024-06-07 12:43:14,3179,7196,6148,14467,691,221393,12803,1129,621,49115,5538,2015,2261
2024-06-07 12:43:16,3385,8092,6148,14467,691,221393,13590,1080,653,50874,5538,2080,2261
2024-06-07 12:43:18,3385,8092,6148,13954,691,221393,13699,1032,653,50874,5378,2195,2261
2024-06-07 12:43:20,3385,8092,6148,15186,691,221393,13808,903,653,50874,5879,2260,2261
2024-06-07 12:43:22,3385,8444,6148,15186,691,232791,13917,1031,653,50874,5879,2260,2323
2024-06-07 12:43:24,3385,8444,6148,15186,711,232791,14026,977,678,50874,5879,2260,2409
2024-06-07 12:43:26,3385,8444,6148,15186,711,232791,14135,923,678,56753,5879,2260,2409
2024-06-07 12:43:28,3770,8444,6305,16104,688,246709,14243,869,716,56753,6129,2260,2544
2024-06-07 12:43:30,3770,8444,7280,16104,757,246709,15002,815,716,56753,6385,2260,2544
2024-06-07 12:43:32,3770,8444,7280,16104,757,246709,15116,761,716,56753,6385,2194,2544
2024-06-07 12:43:34,3770,9456,7280,16104,757,246709,15230,762,716,56753,6385,2455,2544
2024-06-07 12:43:36,3770,9456,7280,16728,757,255939,15344,705,716,56753,6385,2472,2544
2024-06-07 12:43:38,3770,9456,7280,16728,782,255939,15458,647,749,56753,6385,2559,2544
2024-06-07 12:43:40,3940,9456,7280,16728,782,255939,15571,589,749,56753,6712,2559,2544
2024-06-07 12:43:42,3940,9456,7280,16728,782,268929,15685,532,749,59003,6712,2559,2696
2024-06-07 12:43:44,3940,9456,7712,17668,823,268929,16464,,800,62368,6712,2559,2696
2024-06-07 12:43:46,4060,9456,7473,17668,823,278677,16582,,800,62368,7093,2559,2867
2024-06-07 12:43:48,4197,9875,8386,18133,823,278677,16701,,800,62368,7093,2559,2867
2024-06-07 12:43:50,4197,10429,8386,18133,823,278677,16819,,800,62368,7093,2471,2867
2024-06-07 12:43:52,4197,10429,8386,18133,823,278677,16938,,800,65261,7093,2728,2867
2024-06-07 12:43:54,4197,10429,8386,18133,844,278677,17057,,844,67911,7093,2857,2867
2024-06-07 12:43:56,4197,10429,8386,18133,844,293797,17775,,844,67911,7340,2857,2867
2024-06-07 12:43:58,4444,10429,8386,18133,866,284898,17898,,844,67911,7340,2857,2985
2024-06-07 12:44:00,4444,11088,9012,19158,866,282939,18021,,844,67911,7340,2857,3115
2024-06-07 12:44:02,4444,11088,9348,19158,866,313324,18143,,814,67911,7115,2857,3115
2024-06-07 12:44:04,4574,11088,9348,19158,866,313324,18266,,892,67911,7066,2857,3115
2024-06-07 12:44:06,4606,11639,9348,19693,888,313324,18389,,892,70185,8179,2775,3115
2024-06-07 12:44:08,4758,11639,9348,19693,888,313324,18571,,892,72730,8179,3139,3115
2024-06-07 12:44:10,4758,11639,9348,19693,888,313324,18117,,892,76259,8179,3139,3115
2024-06-07 12:44:12,4758,11639,9734,19693,921,328386,19873,,933,76259,8179,3139,3249
2024-06-07 12:44:14,4604,11639,9734,19693,921,328386,20012,,933,76259,8179,3139,3346
2024-06-07 12:44:16,5022,11639,9734,20814,921,342463,20150,,933,76259,8179,3139,3460
2024-06-07 12:44:18,5022,12308,9734,21168,955,342463,20289,,959,76259,8387,3139,3460
2024-06-07 12:44:20,5022,12308,10094,21168,955,342463,20427,,959,76259,8977,3283,3460
2024-06-07 12:44:22,5022,12308,10094,21168,955,342463,20566,,959,76259,8977,3283,3460
2024-06-07 12:44:24,5143,12825,10094,21168,955,356023,20704,,959,78159,8977,3429,3460
2024-06-07 12:44:26,5179,12825,10507,21168,955,356023,20778,,959,78148,8977,3429,3460
2024-06-07 12:44:28,5342,12825,10507,21168,992,356023,20329,,1004,77610,8977,3429,3347
2024-06-07 12:44:30,5483,12825,10880,21473,992,356023,22272,,1038,84762,8977,3429,3324
2024-06-07 12:44:32,5483,12825,10880,22381,992,344842,22423,,1038,84762,8977,3571,3801
2024-06-07 12:44:34,5483,13262,10880,22381,995,342468,22574,,1038,84762,9306,3571,3801
2024-06-07 12:44:36,5483,13630,11262,22381,1031,390035,22589,,1038,84762,9595,3679,3801
2024-06-07 12:44:38,5483,13630,11262,22381,1031,390035,22899,,1038,84762,9595,3679,3801
2024-06-07 12:44:40,5483,13630,11262,22381,1052,390035,23055,,1038,84762,9595,3679,3801
2024-06-07 12:44:42,5483,13630,11618,22703,1052,390035,23211,,1058,87713,9595,3679,3892
2024-06-07 12:44:44,5587,13630,11618,22703,1052,390035,23367,,1085,87713,9595,3679,3892
2024-06-07 12:44:46,5426,14268,11618,22703,1052,390035,22624,,1085,91281,10010,3808,3892
2024-06-07 12:44:48,6010,14268,11618,22833,1052,390035,24532,,1085,91281,10371,3899,3892
2024-06-07 12:44:50,6010,14268,11618,23563,1052,406411,24532,,1085,91281,10371,3899,4043
2024-06-07 12:44:52,6010,14268,11745,23563,1071,421039,24595,,1085,91281,10371,3899,4043
2024-06-07 12:44:54,6010,14816,12555,23563,1106,421039,24766,,1133,93917,10371,3899,4043
2024-06-07 12:44:56,6010,14816,12555,23563,1106,421039,25485,,1133,93917,10371,3899,4043
2024-06-07 12:44:58,6010,14816,12555,23994,1106,421039,25536,,1133,93917,10601,3899,4043
2024-06-07 12:45:00,6010,14816,12555,23994,1106,421039,25536,,1163,93917,10601,4021,4183
2024-06-07 12:45:02,6010,15398,12555,23994,1106,421039,26314,,1163,93917,10949,4021,4183
2024-06-07 12:45:04,6053,15398,12555,23994,1106,421039,26314,,1163,99872,10949,3883,4344
2024-06-07 12:45:06,6461,15398,13286,24611,1125,436905,26314,,1163,99872,10949,4177,4344
2024-06-07 12:45:08,6461,15398,13286,24611,1118,452067,26314,,1163,99872,10949,4177,4344
2024-06-07 12:45:10,6461,15398,13286,24611,1126,452067,26314,,1163,99872,10949,4197,4344
2024-06-07 12:45:12,6461,14868,13286,24611,1164,452067,26943,,1194,99872,11213,4226,4344
2024-06-07 12:45:14,6461,15870,13286,23857,1164,452067,27502,,1194,99872,11213,4356,4344
2024-06-07 12:45:16,6461,15870,13286,24984,1164,452067,27502,,1194,103773,11489,4356,4428
2024-06-07 12:45:18,6461,15891,13286,24984,1164,452067,27502,,1151,106303,11489,4356,4428
2024-06-07 12:45:20,6618,16531,13286,25545,1176,463612,27502,,1214,106303,11489,4356,4440
2024-06-07 12:45:22,6618,16531,13748,25545,1176,463612,27502,,1214,106303,11489,4225,4602
2024-06-07 12:45:24,6798,16531,13947,25545,1176,463612,28232,,1209,106303,11489,4196,4602
2024-06-07 12:45:26,6798,16531,13947,25545,1176,478235,28232,,1251,106303,11813,4511,4602
2024-06-07 12:45:28,6798,16531,13947,25545,1169,478235,28232,,1251,106303,11412,4511,4602
2024-06-07 12:45:30,6809,16934,13947,25857,1209,479142,29137,,1251,106303,11334,4645,4602
2024-06-07 12:45:32,7061,16934,13947,25857,1220,497466,29137,,1251,108290,12174,4645,4704
2024-06-07 12:45:34,7061,16934,14165,26375,1220,497466,29137,,1251,110425,12174,4645,4704
2024-06-07 12:45:36,7061,16934,14165,26375,1220,497466,29946,,1251,110425,12174,4645,4704
2024-06-07 12:45:38,7061,17366,14633,26375,1220,506710,29946,,1207,110425,12174,4645,4704
2024-06-07 12:45:40,6838,17366,14633,26375,1220,506710,29946,,1272,110425,12158,4645,4802
2024-06-07 12:45:42,7191,17366,14633,26375,1220,506710,29946,,1272,110425,12415,4766,4802
2024-06-07 12:45:44,7191,17366,14633,26646,1220,506710,29946,,1313,113749,12838,4882,4802
2024-06-07 12:45:46,7191,17366,14633,26646,1238,506710,29005,,1313,113749,12838,4882,4858
2024-06-07 12:45:48,7191,16730,14633,26646,1196,506710,28806,,1313,113749,12838,4882,4858
2024-06-07 12:45:50,7418,17788,14775,27069,1188,530633,31846,,1313,116469,12838,4882,5015
2024-06-07 12:45:52,7535,18358,14775,27069,1250,530633,31846,,1313,116469,12838,4882,5015
2024-06-07 12:45:54,7535,18358,14887,27069,1250,530633,31846,,1313,116469,12838,4882,5015
2024-06-07 12:45:56,7535,18358,15400,27069,1250,530633,31846,,1314,116469,13007,5014,5015
2024-06-07 12:45:58,7535,18358,15400,27069,1252,530633,31846,,1314,120144,13007,5120,5015
2024-06-07 12:46:00,7535,18525,15558,27381,1293,530633,31846,,1314,120144,13285,5120,5015
2024-06-07 12:46:02,7535,18525,15558,27381,1293,530633,31846,,1355,121561,13285,5120,5064
2024-06-07 12:46:04,7535,18525,15558,26967,1293,551862,31846,,1355,121561,13285,5120,5064
2024-06-07 12:46:06,7836,18525,15558,27784,1303,551862,30854,,1355,121561,13285,5120,5064
2024-06-07 12:46:08,7836,18525,15558,27784,1303,551862,31507,,1355,121561,13478,5120,5199
2024-06-07 12:46:10,7836,18894,15558,27784,1303,551862,33456,,1355,121561,13478,5111,5199
2024-06-07 12:46:12,7836,18894,15953,27784,1303,551862,33456,,1355,121561,13432,5295,5199
2024-06-07 12:46:14,7836,18894,16114,27784,1303,559111,33456,,1362,121561,13898,5295,5199
2024-06-07 12:46:16,7836,19160,16114,28146,1334,573936,33456,,1362,121100,13898,5385,5237
2024-06-07 12:46:18,7836,19160,16114,28146,1334,573936,33456,,1400,121237,13898,5385,5237
2024-06-07 12:46:20,7836,19160,16114,28146,1334,573936,33456,,1400,127543,13898,5385,5237
2024-06-07 12:46:22,8001,19500,16114,28413,1334,573936,33456,,1400,127543,14099,5385,5237
2024-06-07 12:46:24,8114,19500,16114,28413,1285,573936,34944,,1400,127543,14099,5385,5237
2024-06-07 12:46:26,8114,19500,16445,28413,1348,582324,34944,,1400,127543,14099,5385,5222
2024-06-07 12:46:28,8114,19500,16445,28413,1348,582324,34944,,1409,127543,14099,5327,5442
2024-06-07 12:46:30,8114,19500,16683,28413,1348,582324,34944,,1409,127543,14356,5364,5442
2024-06-07 12:46:32,8114,19500,16683,28413,1380,597666,34944,,1409,127543,14356,5625,5442
2024-06-07 12:46:34,8250,20243,16683,27593,1380,597666,34944,,1409,126190,14356,5625,5442
2024-06-07 12:46:36,8250,20243,16620,29079,1389,605371,34944,,1399,130748,14356,5625,5442
2024-06-07 12:46:38,8250,20243,17178,29079,1389,605371,34944,,1449,126083,13902,5625,5442
2024-06-07 12:46:40,7995,20243,17303,29079,1389,605371,34381,,1449,132949,14563,5625,5442
2024-06-07 12:46:42,8364,20243,17303,29079,1389,605371,36219,,1449,132949,14563,5625,5442
2024-06-07 12:46:44,8364,20243,17303,29079,1389,605371,36219,,1403,132949,14776,5625,5177
2024-06-07 12:46:46,8364,20243,17303,28491,1389,605371,36219,,1451,132949,14776,5697,5177
2024-06-07 12:46:48,8482,20243,17303,29437,1389,605371,36219,,1451,132949,14776,5793,5610
2024-06-07 12:46:50,8482,19988,17303,29647,1372,618763,36219,,1451,132949,14776,5793,5610
2024-06-07 12:46:52,8546,20961,17303,29647,1417,599971,36219,,1451,132949,14776,5793,5610
2024-06-07 12:46:54,8546,20961,17658,29647,1431,630990,35973,,1451,135769,14996,5793,5610
2024-06-07 12:46:56,8546,20961,17067,29647,1431,630990,37153,,1471,135769,15240,5793,5610
2024-06-07 12:46:58,8546,20961,17736,29647,1431,630990,36018,,1471,137851,15240,5793,5610
2024-06-07 12:47:00,8700,20961,17736,29852,1431,630990,35770,,1471,137851,15240,5793,5672
2024-06-07 12:47:02,8700,20961,17736,29852,1431,630990,37747,,1486,137851,15240,5738,5672
2024-06-07 12:47:04,8700,20961,17736,29246,1431,636003,37747,,1486,137851,15240,5698,5615
2024-06-07 12:47:06,8700,20961,17736,30229,1438,647902,37747,,1486,137851,15566,6009,5805
2024-06-07 12:47:08,8700,20961,17736,30229,1460,647902,37747,,1486,137851,15566,6009,5805
2024-06-07 12:47:10,8380,21597,18112,30401,1460,647902,37747,,1510,136128,15566,6009,5840
2024-06-07 12:47:12,8782,21597,18112,30401,1460,647902,38350,,1510,141998,15108,6009,5840
2024-06-07 12:47:14,8782,21597,17529,30401,1460,647902,38350,,1514,141998,15732,6009,5840
2024-06-07 12:47:16,8648,21597,17408,30401,1471,647902,38350,,1514,141998,15732,6009,5840
2024-06-07 12:47:18,8947,21597,18387,30401,1471,656293,38350,,1514,141998,15732,6137,5840
2024-06-07 12:47:20,8947,21597,18387,30401,1471,656293,38810,,1514,141998,15732,6137,5840
2024-06-07 12:47:22,8947,21597,18387,30626,1471,648118,38810,,1514,141998,15903,6137,5872
2024-06-07 12:47:24,9012,21895,18387,30626,1485,669926,39375,,1514,141998,15903,6137,5872
2024-06-07 12:47:26,9012,22081,18506,29733,1485,669926,39375,,1477,141998,15903,6137,5914
2024-06-07 12:47:28,9012,22081,18506,29529,1489,669926,39375,,1528,139349,15903,6244,5914
2024-06-07 12:47:30,9012,22081,18506,30903,1489,669926,39375,,1528,145429,16106,6244,5914
2024-06-07 12:47:32,9012,22081,18804,30903,1489,669926,39375,,1528,145429,16106,6244,5914
2024-06-07 12:47:34,9106,22081,18804,31148,1489,647808,39681,,1528,145429,16332,6244,5793
2024-06-07 12:47:36,9106,22081,19088,31148,1489,678957,40183,,1528,145429,16332,6244,5833
2024-06-07 12:47:38,9141,22402,19088,31148,1464,678957,40183,,1544,145429,16332,6244,6007
2024-06-07 12:47:40,9141,22402,19088,31148,1509,668532,40183,,1544,146160,16332,6244,6007
2024-06-07 12:47:42,9141,22402,19088,31148,1524,692750,40183,,1544,146160,16332,6313,6064
2024-06-07 12:47:44,9141,22528,19088,31148,1524,692750,40183,,1565,148110,16332,6367,6064
2024-06-07 12:47:46,9245,22528,19088,31360,1524,692750,40183,,1565,148110,16462,6367,6064
2024-06-07 12:47:48,9245,22528,18451,31360,1524,692750,40680,,1565,148110,16697,6367,6064
2024-06-07 12:47:50,9245,22528,18998,31586,1524,692750,40680,,1560,148110,16697,6367,6064
2024-06-07 12:47:52,9304,22528,18660,31586,1524,699814,39151,,1560,148110,16697,6445,6120
2024-06-07 12:47:54,9304,22528,18789,31586,1524,699814,40907,,1560,148110,16697,6445,6120
2024-06-07 12:47:56,9304,22528,19364,31586,1547,699814,40907,,1560,149269,16697,6445,6120
2024-06-07 12:47:58,9304,22915,19364,31764,1540,711384,40907,,1560,151517,16784,6487,5931
2024-06-07 12:48:00,9432,23044,19364,31000,1540,711384,41652,,1560,151517,16784,6487,6112
2024-06-07 12:48:02,9432,23044,19447,32144,1540,714041,41652,,1574,151517,16784,6487,6112
2024-06-07 12:48:04,9432,23044,19447,32144,1540,714041,41777,,1574,151517,17085,6487,6166
2024-06-07 12:48:06,9460,23044,19447,32144,1540,714041,41777,,1526,151517,17085,6557,6166
2024-06-07 12:48:08,9460,23044,19447,32144,1540,714041,41777,,1515,151517,17085,6557,6166
2024-06-07 12:48:10,9460,23044,19447,32144,1553,714041,41777,,1572,152123,17131,6557,6166
2024-06-07 12:48:12,9460,23121,18909,32144,1510,714041,41777,,1572,152123,17131,6557,6166
2024-06-07 12:48:14,9460,23121,19570,32313,1560,729304,41777,,1572,153878,17131,6597,6227
2024-06-07 12:48:16,9544,23439,19570,32313,1560,729304,42586,,1572,153878,17131,6597,6019
2024-06-07 12:48:18,9600,23439,19570,32313,1560,729304,42586,,1572,153878,17131,6706,6247
2024-06-07 12:48:20,9600,23439,19570,32649,1561,729304,42586,,1571,153878,17300,6706,6247
2024-06-07 12:48:22,9600,23439,19570,32649,1561,729304,42586,,1571,153878,17300,6706,6247
2024-06-07 12:48:24,9600,23439,19570,32649,1561,729304,42586,,1571,154810,17438,6706,6247
2024-06-07 12:48:26,9600,23439,19570,32649,1561,729304,42586,,1571,156920,17438,6706,6247
2024-06-07 12:48:28,9691,23570,18945,32649,1561,739591,42731,,1567,156920,17438,6706,6278
2024-06-07 12:48:30,9691,23570,19096,31688,1559,714525,43302,,1567,156920,17654,6483,6278
2024-06-07 12:48:32,9691,23570,19687,31470,1559,709594,43302,,1567,156920,17654,6749,6287
2024-06-07 12:48:34,9392,23770,19687,32864,1559,745743,43302,,1567,156920,17654,6834,6287
2024-06-07 12:48:36,9717,23770,19687,33050,1508,745743,43302,,1567,156920,17703,6834,6287
2024-06-07 12:48:38,9717,23770,19687,33050,1498,745743,43302,,1576,156920,17703,6834,6287
2024-06-07 12:48:40,9790,23770,19687,33050,1572,745743,43302,,1576,156920,17703,6834,6287
